Gene = Arpin
index = 142
Annotated 5SS: [ 207 3557 5787 7188 7734]
Annotated 3SS: [3480 5653 6980 7569 8508]
SMsplice 5SS: [ 207 3557 5700 7734]
SMsplice 3SS: [3480 5653 7569 8508]
top_k =  100
Partition function (log Z): -1.657314119688559

Sorted 5' Splice Sites (High to Low Probability):
Position 3557: 0.9636117252791199
Position 7734: 0.9216539807540909
Position 207: 0.8854065482934348
Position 5700: 0.4044558198272485
Position 3380: 0.34846392992314673
Position 1534: 0.34087966542916837
Position 5756: 0.21759837504748378
Position 5787: 0.19363974885927074
Position 5447: 0.19333099552779448
Position 4054: 0.10304047957795485
Position 326: 0.08148352286184989
Position 5546: 0.07600294938399801
Position 7188: 0.049749019196548665
Position 7767: 0.045533698771193704
Position 7037: 0.042991936945488876
Position 5057: 0.04151595798392326
Position 3363: 0.04151048544633276
Position 3565: 0.03548909523426389
Position 8290: 0.030860571792359584
Position 7738: 0.030183351048105895
Position 1000: 0.029350498009076714
Position 984: 0.02931961175826052
Position 5791: 0.029224802427487786
Position 277: 0.020507479661248055
Position 1423: 0.015276178717559562
Position 2663: 0.014747461193353403
Position 57: 0.012149411176456668
Position 8376: 0.0119018966273581
Position 8838: 0.010958592117254093
Position 3231: 0.008186619741687445
Position 853: 0.007354970678759043
Position 1057: 0.006881698981680479
Position 6195: 0.0035414438563882555
Position 5264: 0.0034024819387811264
Position 3193: 0.0031838306498138957
Position 1419: 0.002937302694435742
Position 7975: 0.002059151883623769
Position 3680: 0.0007273169300371607
Position 717: 0.00014734528997437915
Position 797: 0.0001391021072037054
Position 214: 9.80917021061603e-05
Position 612: 2.8743297801130902e-05
Position 510: 3.756005382113977e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7569: 1.000000000000001
Position 3480: 0.9825410357708224
Position 5653: 0.8012649725866757
Position 8508: 0.7854643875858756
Position 1422: 0.2822476099570089
Position 5336: 0.23096465963103394
Position 3272: 0.20794047587578948
Position 3289: 0.1014568503924681
Position 6980: 0.09274095614203749
Position 3874: 0.0813208680595074
Position 9238: 0.06845451926872907
Position 9677: 0.06306909335071931
Position 884: 0.06209185758346296
Position 3346: 0.05428580140712832
Position 4955: 0.043992218538077145
Position 3137: 0.041934740725372746
Position 5697: 0.03915388512259774
Position 5427: 0.03838975509639859
Position 1228: 0.03481624518624266
Position 7858: 0.02831536391306704
Position 8097: 0.025411479687057925
Position 1382: 0.02265308482516264
Position 3973: 0.017920855046206947
Position 9514: 0.017245398809658176
Position 8756: 0.016250372413944197
Position 2506: 0.014747461193353403
Position 9478: 0.014059322198949913
Position 758: 0.010502533871370616
Position 3406: 0.009679035655940275
Position 8169: 0.0068866719551053425
Position 9112: 0.00627524902331927
Position 1399: 0.005657943068482057
Position 8276: 0.0054546374618766385
Position 1288: 0.005342614816367163
Position 1366: 0.004641994672368488
Position 5680: 0.004479418636577295
Position 8040: 0.004456794217083095
Position 8417: 0.00422115282414229
Position 1513: 0.003733654315531723
Position 3930: 0.0035757223189769463
Position 6040: 0.0035414438563882563
Position 3401: 0.003186940438672062
Position 8868: 0.002980402620431581
Position 9027: 0.0025630177020777986
Position 8534: 0.002043379961948131
Position 5174: 0.0009262213846272201
Position 611: 0.0002605734135116322
Position 3896: 0.00022303415326354665
Position 3631: 0.00014812293820788388
Position 888: 9.000616141863464e-06
Position 773: 3.4339339010527662e-06
