Gene = Ppp1r13l
index = 845
Annotated 5SS: [  101  7407  7644  9089  9272  9442 10431 12169 14166 14403 14676 16472]
Annotated 3SS: [ 7325  7500  8577  9172  9349  9988 11707 14033 14268 14508 16271 16750]
SMsplice 5SS: [  101  7407  7644  8875  9272  9442 10431 14166 14403 14676]
SMsplice 3SS: [ 7325  7500  8763  9172  9349 10360 14033 14268 14508 16271]
top_k =  100
Partition function (log Z): 21.29283317133051

Sorted 5' Splice Sites (High to Low Probability):
Position 14403: 0.9979346181615324
Position 101: 0.9972186167725144
Position 7644: 0.9864250094296834
Position 9442: 0.9809372162052431
Position 8875: 0.9586188153403792
Position 14166: 0.9561345843898557
Position 9272: 0.8777550702789825
Position 14676: 0.864296591248297
Position 7407: 0.8193825651219254
Position 9089: 0.7613861621473004
Position 10431: 0.7228658480642718
Position 1074: 0.38119709100317184
Position 9286: 0.12084962440742186
Position 16472: 0.10389198828142465
Position 3530: 0.08142859653813708
Position 14695: 0.08100525598775016
Position 16073: 0.06802483225944912
Position 5835: 0.05618667776442744
Position 12169: 0.05049356467529503
Position 14726: 0.0332526258706825
Position 7441: 0.028163636457330637
Position 14195: 0.02616719672620296
Position 14157: 0.012707183221096468
Position 8586: 0.01135122907701402
Position 16372: 0.009467609414173588
Position 15949: 0.009243797992376318
Position 1114: 0.008494882493842512
Position 14626: 0.0068359548137862216
Position 14702: 0.004677609454087301
Position 14145: 0.0037063326039468705
Position 9453: 0.0035137294000399198
Position 814: 0.002781383227479908
Position 8840: 0.0019615581591227163
Position 10028: 0.001857945189944939
Position 14436: 0.0014569819877641673
Position 9474: 0.000811921141205751
Position 9758: 0.00038237718769592373
Position 14416: 0.00037508880574439946
Position 14424: 9.698456078086642e-05
Position 7765: 9.533822959451518e-05
Position 14377: 5.033879619296229e-05
Position 14455: 2.971604136661043e-05
Position 14330: 1.0324189189207298e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 14268: 0.9985175829105688
Position 14033: 0.9971835612065062
Position 9172: 0.986177170461016
Position 7500: 0.9636231558774512
Position 9349: 0.9001942451411369
Position 14508: 0.8414289158606831
Position 16271: 0.8306359852458391
Position 7325: 0.7657015759420528
Position 8763: 0.6291353005428072
Position 10360: 0.31976034127277053
Position 909: 0.3055394322599312
Position 8980: 0.24671207385457797
Position 8961: 0.23328235866666183
Position 8724: 0.22770017727921865
Position 9007: 0.19995560080955854
Position 14558: 0.15580516638788838
Position 9988: 0.13020565645811508
Position 15735: 0.10750426816266963
Position 7329: 0.08491280276257507
Position 16750: 0.08489774259236998
Position 9390: 0.08467678250357613
Position 10324: 0.07953944530857399
Position 983: 0.07805769054666811
Position 17161: 0.06562103275293371
Position 8708: 0.06358712776361147
Position 10094: 0.05806496516476445
Position 3356: 0.05803999425627656
Position 5709: 0.05618667776442745
Position 10222: 0.05461192704567377
Position 8577: 0.0462005408646775
Position 8976: 0.040352051624838604
Position 10119: 0.03862710246497746
Position 12127: 0.03268643848194951
Position 10158: 0.031678837397748176
Position 3430: 0.023388602281860515
Position 8947: 0.020744719232999788
Position 7532: 0.01982901465645407
Position 15779: 0.018763949680816214
Position 14853: 0.016294041051020995
Position 8777: 0.012885348689509257
Position 17304: 0.012636786024971779
Position 10203: 0.01142690050600989
Position 16332: 0.009847298385060977
Position 14793: 0.009583602425329501
Position 11707: 0.009522203352779523
Position 15559: 0.009351014885905352
Position 11819: 0.008284922840566013
Position 9194: 0.007815208531424186
Position 16761: 0.0075794625622317285
Position 9019: 0.007297735333324614
Position 8939: 0.005692742324902897
Position 1021: 0.0035007752816295624
Position 17164: 0.003398089760656532
Position 8780: 0.0031843195358672335
Position 14601: 0.0027659177514276654
Position 15501: 0.0025516340721036747
Position 946: 0.002550732936929537
Position 15299: 0.0020313577201186267
Position 9204: 0.0015918008298636305
Position 13689: 0.0015362617099625995
Position 14282: 0.0011131527474022521
Position 9816: 0.0008086176355834205
Position 9661: 0.00025735300215101064
Position 14286: 0.00021250940211035163
Position 9518: 0.00012502418554491366
Position 697: 4.3342471856429166e-05
Position 14295: 3.7344840971262e-05
Position 14298: 3.197055597786024e-05
Position 14233: 1.891657244326787e-05
Position 14393: 7.828590431901786e-06
Position 9410: 1.1587167383703958e-08
Position 9404: 1.0579967174049465e-08
