Gene = Paics
index = 790
Annotated 5SS: [  529  5437  8187  9983 10200 11204 13316 15099]
Annotated 3SS: [ 5238  8007  9802 10085 11119 13134 14939 15340]
SMsplice 5SS: [  362   529  3251  5540  8187  9983 10200 11204 13316 15099]
SMsplice 3SS: [  461  3133  5463  8007  9881 10085 11119 13134 14979 15340]
top_k =  100
Partition function (log Z): 1.7567081296311615

Sorted 5' Splice Sites (High to Low Probability):
Position 11204: 0.9834265778193316
Position 10200: 0.9782171966981856
Position 9983: 0.8565757176202314
Position 13316: 0.8528369542417411
Position 8187: 0.7816009433356567
Position 3251: 0.6944546111500621
Position 5540: 0.4680256142628822
Position 362: 0.4449382608148869
Position 5437: 0.4123273935073916
Position 529: 0.3966537990178239
Position 379: 0.37596320039712106
Position 5900: 0.36404417814442985
Position 711: 0.3607456868941212
Position 15099: 0.31471835662912306
Position 3255: 0.30554538884994203
Position 15146: 0.1479361596329174
Position 12022: 0.1052077901174792
Position 15487: 0.07757804702486899
Position 9963: 0.07562431567706443
Position 371: 0.06775398587936265
Position 6551: 0.04659826243446957
Position 9998: 0.03968295948740547
Position 13588: 0.031478850488575315
Position 525: 0.029433246713629506
Position 10240: 0.016286816881690296
Position 95: 0.01428672095514793
Position 36: 0.012361670031616288
Position 19: 0.01123832995469273
Position 99: 0.010786001521449502
Position 808: 0.00900973021497375
Position 125: 0.008255568687458737
Position 12030: 0.005749196156303588
Position 615: 0.004756646883627252
Position 10552: 0.004617563192426741
Position 10207: 0.0034102615376384354
Position 693: 0.002971259208659451
Position 10736: 0.0013526913354524183
Position 11681: 0.0012882105109930963
Position 900: 0.0011419327555875635
Position 10902: 0.0003785640704820449
Position 150: 0.00033881455609806907
Position 196: 0.00031796166329392365
Position 61: 0.0003022714311690597
Position 13360: 0.0002832561641682235
Position 11277: 0.00020587518895720769
Position 185: 0.00011710009638299626
Position 386: 7.892395691147301e-05
Position 399: 7.82108368627689e-05
Position 11165: 6.880485478081643e-05
Position 298: 6.83616246948657e-05
Position 174: 3.2837165839095675e-05
Position 129: 1.9797053969805388e-05
Position 73: 9.798517844438557e-06
Position 108: 3.002644279315188e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 3133: 1.0000000000000044
Position 11119: 0.987613880177335
Position 10085: 0.9627848452088278
Position 13134: 0.8859372072775008
Position 9881: 0.8283827357532181
Position 8007: 0.7594295685676283
Position 15340: 0.5518560507569573
Position 461: 0.5249444782986634
Position 5463: 0.4430180285414236
Position 5238: 0.41707415324040786
Position 5814: 0.3020401902790266
Position 15033: 0.26611129241740866
Position 554: 0.16665978458366193
Position 13465: 0.15396017020160715
Position 15297: 0.15298892709680761
Position 9802: 0.14471126351060104
Position 14979: 0.13092896858891748
Position 11922: 0.08823473753023736
Position 5843: 0.0620039878654034
Position 15711: 0.05932215677374077
Position 14831: 0.05910579683198118
Position 6333: 0.046598262434469566
Position 11770: 0.042539333872534967
Position 10116: 0.03391842342956936
Position 15947: 0.029770163447544414
Position 499: 0.028906478863645644
Position 8063: 0.022171374768028416
Position 5178: 0.020260825988442435
Position 11328: 0.01984545685578384
Position 13516: 0.0184121290412851
Position 13832: 0.016457197028319593
Position 14778: 0.014947375617307712
Position 15370: 0.014215097910103893
Position 11950: 0.00966910212738266
Position 614: 0.009668903362946148
Position 625: 0.00815729487835222
Position 211: 0.0065645493377723685
Position 12231: 0.006419394123036058
Position 14170: 0.0052086016069168494
Position 10519: 0.005011051424171533
Position 189: 0.004905628664595086
Position 13829: 0.0038715228797097214
Position 12467: 0.0018931703442709074
Position 575: 0.001856001487863213
Position 10475: 0.0009592031037076283
Position 10719: 0.0003785640704820449
Position 11007: 0.00036333926998367134
Position 11019: 0.00033712908079841763
Position 11435: 0.00023653439465524465
Position 11576: 0.00021980520910090518
Position 11439: 0.00017591065037676892
Position 11138: 0.0001242337501171654
Position 10992: 1.3393967521787533e-05
