Gene = Nenf
index = 743
Annotated 5SS: [ 276 6735 8276]
Annotated 3SS: [ 6673  8171 11104]
SMsplice 5SS: [ 276 6735 8276]
SMsplice 3SS: [ 6673  8171 11104]
top_k =  100
Partition function (log Z): -5.667073537861076

Sorted 5' Splice Sites (High to Low Probability):
Position 6735: 0.988295406778605
Position 276: 0.9785765672375184
Position 8276: 0.9299528895035282
Position 1649: 0.5656441673458826
Position 2860: 0.331734467530971
Position 4791: 0.3314312574762791
Position 5301: 0.2604249228685563
Position 9757: 0.1315580693434469
Position 2059: 0.13082187883529212
Position 2685: 0.09017677118872397
Position 5272: 0.08713132380307703
Position 5001: 0.08684682217836258
Position 1416: 0.07071718581669109
Position 10846: 0.03507143921884259
Position 5257: 0.02892504567036514
Position 7061: 0.01699687851427581
Position 452: 0.012791757793759344
Position 6775: 0.010701574024045087
Position 2729: 0.005095808427467104
Position 2023: 0.004379490436108171
Position 2680: 0.0042972942773004015
Position 228: 0.004077164746426238
Position 2656: 0.0014626155766854071
Position 2823: 0.001331417165711328
Position 2134: 0.0009393344908114447
Position 405: 0.0008408628900592022
Position 446: 0.00042924004352893366
Position 622: 0.00035703874884167693
Position 665: 0.00025882299166626844
Position 409: 0.00023314325324864794
Position 503: 0.00022933831094750675
Position 150: 2.3939899225702633e-05
Position 344: 2.2392244278741513e-05
Position 415: 2.159801954065826e-05
Position 946: 1.1423347697550548e-05
Position 791: 6.753786393405087e-06
Position 1098: 6.554755309073282e-06
Position 319: 3.973477759184455e-09
Position 357: 3.6907147123602656e-09
Position 700: 2.1132736801513074e-09
Position 304: 2.0060469113082538e-09
Position 399: 5.517359414030845e-10
Position 168: 3.59068078632923e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6673: 0.9989969808026502
Position 8171: 0.9545561993937972
Position 11104: 0.6836096474574874
Position 1341: 0.526166627419523
Position 5083: 0.3764812923419983
Position 2572: 0.35767558777947045
Position 4585: 0.3320671194387817
Position 10980: 0.13599460035666272
Position 4890: 0.08702464394237132
Position 9580: 0.07598300036928662
Position 1468: 0.07426057550050451
Position 9661: 0.05493858427491988
Position 11068: 0.04157082263414688
Position 10776: 0.04137334001422843
Position 1904: 0.04028585493564118
Position 1910: 0.03877474281492045
Position 1907: 0.032397303765375605
Position 8730: 0.03204336721981956
Position 2794: 0.03174143383241919
Position 9605: 0.030903298355209143
Position 2761: 0.023055564899563293
Position 1571: 0.021981868821820304
Position 2728: 0.021731570822663346
Position 1901: 0.01905452062867354
Position 11151: 0.013598379927726174
Position 6833: 0.012318956172282817
Position 8700: 0.011479483438143792
Position 6919: 0.0061369470866427574
Position 1913: 0.005012308131945597
Position 10432: 0.00493041394126671
Position 11192: 0.004685139594902222
Position 10217: 0.004594554170292632
Position 1533: 0.003999326909466185
Position 8809: 0.0038595229759289286
Position 1472: 0.0037375486228468156
Position 1313: 0.0016249756087367538
Position 1601: 0.0012969771110641647
Position 1592: 0.0006915583488854685
Position 1898: 0.0006159734856552836
Position 1400: 0.0003363237751298164
Position 1421: 9.318105249319585e-05
Position 1221: 6.400800175710499e-05
Position 762: 4.245043076835111e-05
Position 1357: 2.9608188174682154e-05
Position 730: 2.8819120576617363e-06
Position 905: 1.9279554507325467e-06
Position 987: 1.6765702348044191e-06
