Gene = Aasdhppt
index = 92
Annotated 5SS: [  214   774  6374  6998 10170]
Annotated 3SS: [  547  6251  6835 10097 12627]
SMsplice 5SS: [  176  6998 10170]
SMsplice 3SS: [ 6835 10097 12627]
top_k =  100
Partition function (log Z): -7.528643737200051

Sorted 5' Splice Sites (High to Low Probability):
Position 6998: 0.9999999999999986
Position 10170: 0.6659466278883314
Position 326: 0.5019684433863205
Position 734: 0.35302774611977705
Position 180: 0.20628022091409268
Position 12779: 0.18125876703593263
Position 9980: 0.13007266140401252
Position 774: 0.11789417448759415
Position 740: 0.10924059996535535
Position 214: 0.08759690376382984
Position 5371: 0.06736969420498205
Position 2988: 0.06437430446842317
Position 301: 0.042102122853960866
Position 10292: 0.025448448258550672
Position 6374: 0.02179562272158896
Position 10271: 0.020545861613752808
Position 9366: 0.01878392881740767
Position 367: 0.01338867174397276
Position 10682: 0.009307730365379518
Position 8298: 0.008748624138271401
Position 54: 0.007754089052817236
Position 9058: 0.006828341051661845
Position 8231: 0.005808685845421166
Position 372: 0.004472587418640063
Position 265: 0.0036175987120878584
Position 101: 0.0035650878058940422
Position 343: 0.0029319417587068994
Position 305: 0.001697674279618884
Position 79: 0.0009046782819174803
Position 186: 0.0008327683855764488
Position 420: 0.0003533100889337321
Position 116: 0.00020147226175607763
Position 357: 0.00017669930422665645
Position 144: 0.00017370656925827044

Sorted 3' Splice Sites (High to Low Probability):
Position 6835: 0.9999999999999983
Position 10097: 0.8104202717404502
Position 12627: 0.7577620570323575
Position 547: 0.36246676252028204
Position 9861: 0.13007266140401252
Position 13084: 0.08474681364329772
Position 5248: 0.06736969420498205
Position 619: 0.05225874167155942
Position 13114: 0.05085964373352453
Position 12978: 0.04847912249207483
Position 2875: 0.0444899500630785
Position 13306: 0.04007236842899097
Position 10070: 0.029315636878246374
Position 567: 0.027120608923851864
Position 6251: 0.02179562272158896
Position 13159: 0.021314183727995532
Position 11496: 0.021140055169112344
Position 2896: 0.019884354405344667
Position 9211: 0.01878392881740767
Position 8128: 0.014557309983692552
Position 10537: 0.013822097941610536
Position 653: 0.008388171270674127
Position 8768: 0.0070531008845405785
Position 8933: 0.006828341051661845
Position 10325: 0.004794909084833763
Position 7795: 0.004361070997304991
Position 581: 0.003916819154503734
Position 701: 0.003507408698266109
Position 9424: 0.0029420073884844316
Position 8662: 0.0024227258590914435
Position 7829: 0.0010811401436906798
Position 7318: 0.0008245172414119821
Position 7510: 0.0005843661404008759
Position 7202: 0.0005113466345268502
Position 575: 0.0004045858053962675
Position 491: 0.0001173991098055987
