Gene = Pecr
index = 808
Annotated 5SS: [  222  7028  8149  9429 14038 16908 22363]
Annotated 3SS: [ 6893  7982  9346 13940 16796 22250 24880]
SMsplice 5SS: [  222  7028  8149 14038 16908 17232 22363]
SMsplice 3SS: [ 6893  7982 13940 16796 17143 22250 23333]
top_k =  100
Partition function (log Z): 1.8068951113980196

Sorted 5' Splice Sites (High to Low Probability):
Position 14038: 0.9999999999999996
Position 7028: 0.9978846325841444
Position 22363: 0.9825875615022348
Position 17232: 0.9605816617018528
Position 222: 0.9143070032207421
Position 16908: 0.8008232927097592
Position 9429: 0.4247545900845164
Position 7689: 0.29986967195575165
Position 14464: 0.23132409871657475
Position 933: 0.20898499389983646
Position 226: 0.07840135676492489
Position 14821: 0.07757707850861593
Position 2431: 0.06885832942330287
Position 17782: 0.06604274848574541
Position 16913: 0.04872599189834437
Position 17843: 0.046304793854174235
Position 2009: 0.023698302538723303
Position 23112: 0.020715573102256583
Position 1573: 0.0174518381505773
Position 16873: 0.015230315729283373
Position 21509: 0.015147606198199881
Position 7341: 0.007693247869545098
Position 275: 0.006132587593066964
Position 22554: 0.005494770206313397
Position 16962: 0.002619026633688852
Position 7107: 0.002115367415854953
Position 7295: 0.0019380434570896738
Position 378: 6.787599448473773e-05
Position 197: 4.445363441509004e-05
Position 490: 4.262506731930317e-05
Position 117: 3.596189534417635e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 13940: 0.9999999999999992
Position 22250: 0.9996462952367716
Position 17143: 0.9544524318626083
Position 6893: 0.886858017257027
Position 16796: 0.8673986269710757
Position 23333: 0.45806203266790824
Position 9346: 0.3876583562193877
Position 7550: 0.15050698791103728
Position 7517: 0.14231682090489128
Position 6978: 0.11274428385766602
Position 24880: 0.11114361716468477
Position 17644: 0.0924485788977818
Position 23954: 0.0885108976723233
Position 24536: 0.08128392556972722
Position 22987: 0.07621290661804675
Position 819: 0.07472757019130304
Position 14231: 0.07260260913625341
Position 14745: 0.06392088130499
Position 14315: 0.061125073968335664
Position 2381: 0.0595657517390734
Position 14335: 0.05746919143614649
Position 620: 0.05087088314098114
Position 860: 0.048752403092638584
Position 24052: 0.0434259632520044
Position 23857: 0.04000191033105499
Position 9166: 0.037096233865128635
Position 24901: 0.02715222188824971
Position 14338: 0.026511135229384072
Position 22455: 0.022172009450315555
Position 17588: 0.01989896344213786
Position 21152: 0.015147606198199881
Position 14488: 0.01365619720362593
Position 14416: 0.01361608894645508
Position 24695: 0.013383350038040913
Position 22494: 0.01213017313642898
Position 669: 0.011017073657617362
Position 624: 0.01051739286352466
Position 24384: 0.01013783970519384
Position 1698: 0.009898868513404867
Position 2343: 0.009292577684229449
Position 1868: 0.008943266186453738
Position 23540: 0.007711563366950324
Position 790: 0.007133162197754283
Position 7603: 0.007045863139823055
Position 17164: 0.0057518906560444045
Position 23139: 0.005308781440249715
Position 1405: 0.005097397675947789
Position 1842: 0.004856167838864706
Position 7237: 0.004753959305716451
Position 1345: 0.0047016468729331375
Position 24485: 0.004596941024271797
Position 1420: 0.004355324244056644
Position 22784: 0.004154767758133898
Position 7106: 0.00376415414888597
Position 22595: 0.0034090037272211707
Position 1342: 0.0032974693576397368
Position 776: 0.002821218184864573
Position 640: 0.002177154741450757
Position 7212: 0.0011131778720323505
Position 17094: 0.0006138998678816127
Position 6675: 0.00039769888530621336
Position 18258: 0.00011714407854637206
