Gene = Glyctk
index = 439
Annotated 5SS: [  98  650  994 1730]
Annotated 3SS: [ 233  841 1553 2030]
SMsplice 5SS: [ 98 364 650]
SMsplice 3SS: [233 463 841]
top_k =  100
Partition function (log Z): -8.948825009686672

Sorted 5' Splice Sites (High to Low Probability):
Position 994: 0.6331726192319774
Position 98: 0.5595635601749807
Position 364: 0.5334113700812348
Position 650: 0.4474211706590144
Position 480: 0.17426094900300299
Position 88: 0.08097365862041869
Position 1730: 0.0789966371280222
Position 1103: 0.07777805310996429
Position 29: 0.05422664736312595
Position 139: 0.04817517162398079
Position 127: 0.03606456856343373
Position 1089: 0.012868233685836655
Position 408: 0.012309205569853713
Position 190: 0.008911557381990596
Position 291: 0.007999096987258189
Position 595: 0.002075084557125303
Position 606: 0.001953092286506307
Position 147: 0.0011191713639694823
Position 52: 0.0009467377044593599
Position 412: 0.0008451004965812833
Position 200: 0.000736532701165653
Position 36: 0.0005393924308730151
Position 86: 0.0003465314785561707
Position 540: 0.0003445104795984575
Position 155: 0.00032048057996300307
Position 14: 9.762046869921483e-05
Position 16: 7.040680426623415e-05
Position 195: 2.1194034465103806e-05
Position 33: 2.0943933367917405e-05
Position 31: 1.7843738771733694e-05
Position 174: 7.548635032764382e-06
Position 204: 4.539316009360207e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 841: 0.9603784961092704
Position 233: 0.631611862151259
Position 463: 0.2791580499816607
Position 1553: 0.20244371802711816
Position 2030: 0.16097992114470325
Position 4332: 0.09976857663845834
Position 1612: 0.07590034044547017
Position 3689: 0.060658007627652166
Position 2737: 0.05248370335605975
Position 2894: 0.04877050625230601
Position 1603: 0.03486010508340169
Position 500: 0.032937708239547066
Position 1121: 0.026076507399237087
Position 290: 0.015786501193107958
Position 3289: 0.014122903742966462
Position 2841: 0.012698470028035048
Position 3090: 0.011673385139322291
Position 345: 0.011639912663145745
Position 555: 0.008585311618008008
Position 2180: 0.007345721606642206
Position 237: 0.006917955124284595
Position 593: 0.004053714083191762
Position 993: 0.0026149239868928607
Position 440: 0.0023989545572046947
Position 469: 0.0021796216940246356
Position 1606: 0.002168205550446803
Position 522: 0.0017832897012953672
Position 378: 0.0017446864578453964
Position 312: 0.0012941991027433384
Position 843: 0.0012843331670024485
Position 786: 0.0009531362325684494
Position 138: 0.00027011928407825683
Position 126: 5.638280455461174e-05
