Gene = Otos
index = 786
Annotated 5SS: [  91 3158 3508 3660]
Annotated 3SS: [2964 3414 3632 4323]
SMsplice 5SS: [  91  357 3158 3508 3713]
SMsplice 3SS: [ 190 3078 3414 3632 4323]
top_k =  100
Partition function (log Z): 1.1070109944516593

Sorted 5' Splice Sites (High to Low Probability):
Position 91: 0.9735769268883336
Position 3508: 0.8638400709638271
Position 3158: 0.7076814006542129
Position 357: 0.5238976772685519
Position 3713: 0.48168874555843916
Position 1738: 0.38418760525382867
Position 3697: 0.33049831332066704
Position 3660: 0.1706753487249374
Position 4158: 0.16447031460420142
Position 737: 0.14978533996689666
Position 3055: 0.07234360470970308
Position 3444: 0.06639487004302067
Position 4146: 0.05076822975372047
Position 384: 0.013658609190702624
Position 3771: 0.002954398715308713
Position 3860: 0.0015696498452824326
Position 352: 0.0006501199158627495
Position 348: 0.0006287204530989913
Position 3717: 0.0005970848808246693
Position 47: 0.0005819547595386894
Position 1532: 0.0003634256278884009
Position 84: 0.00024103931063885667
Position 103: 0.00016941306518600518
Position 119: 4.416643662055158e-05
Position 98: 2.8401829749909445e-05
Position 132: 6.8156460386589424e-06
Position 8: 1.0768612092889664e-06
Position 220: 3.238689359943282e-07
Position 187: 2.134739738051047e-07
Position 156: 1.5831819470203315e-07
Position 222: 1.3177402207172736e-07
Position 236: 1.3980051145821625e-10
Position 134: 4.5576858234614777e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4323: 0.9914494162099337
Position 3414: 0.9282621051657467
Position 3632: 0.9106296412072742
Position 190: 0.5338322260867815
Position 3078: 0.34279651004513206
Position 1415: 0.32921628461235203
Position 2964: 0.2811826970461369
Position 2976: 0.15604579827264697
Position 4007: 0.10717660714932632
Position 4082: 0.10151210863542479
Position 3583: 0.07943448833779147
Position 1351: 0.038281975870000755
Position 633: 0.038110121174464086
Position 602: 0.026386085560618736
Position 505: 0.02462684766210005
Position 528: 0.02208818037752915
Position 1361: 0.01705277039936437
Position 3942: 0.005099790322588489
Position 230: 0.004226523884129111
Position 3253: 0.004157231088859966
Position 4145: 0.0038741432988192563
Position 614: 0.00208999327885388
Position 638: 0.0019118357848811375
Position 329: 0.0018825485974284363
Position 394: 0.001844080606760958
Position 3606: 0.0015856445672928457
Position 193: 0.0012134984236422696
Position 722: 0.0011555784986135797
Position 548: 0.000974816769268303
Position 268: 0.0008430944372396692
Position 284: 0.0006650494078542554
Position 214: 0.0005893632794326764
Position 196: 0.00048356609846461455
Position 4403: 0.0001460099309122124
Position 4499: 0.00012984049625853393
Position 432: 0.00011842572583639859
Position 439: 0.0001060838209536278
Position 535: 9.075690279794656e-05
Position 241: 1.588898107509147e-05
Position 165: 9.876916094658816e-06
Position 680: 5.545175618304626e-06
Position 168: 1.070506177984207e-06
Position 333: 1.2716785571308973e-08
Position 250: 1.2481104954477906e-08
Position 336: 4.267359405064809e-09
Position 352: 1.7910659850466277e-09
