Gene = Igsf6
index = 566
Annotated 5SS: [ 134 4082 6312 6992 7374]
Annotated 3SS: [3721 6207 6943 7295 9054]
SMsplice 5SS: [ 134 3722 4082]
SMsplice 3SS: [3605 3974 7295]
top_k =  100
Partition function (log Z): -4.995566021057064

Sorted 5' Splice Sites (High to Low Probability):
Position 134: 0.948137033538811
Position 3722: 0.925007257114631
Position 7374: 0.6639915412760901
Position 4082: 0.4717482769455369
Position 4075: 0.33128575576122526
Position 3054: 0.3143245629878922
Position 7818: 0.18958096460984578
Position 6463: 0.15213452149150908
Position 4117: 0.06469479575146381
Position 3727: 0.044430362610644106
Position 6558: 0.03977519747784414
Position 76: 0.028520508877294928
Position 5652: 0.028501619147063565
Position 3215: 0.025988146280454927
Position 242: 0.02334245758389866
Position 4557: 0.020175513914735224
Position 5584: 0.020023388628880114
Position 2167: 0.014682262243534656
Position 2198: 0.008113167748556992
Position 2327: 0.007681107067442381
Position 4428: 0.0025732917034961777
Position 3556: 0.0021806155665896345
Position 4115: 0.0016509824114368558
Position 3567: 8.188447829998504e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3605: 0.9527833893717123
Position 3974: 0.8174747461177028
Position 7295: 0.8018879528973801
Position 6375: 0.22850975729992523
Position 2807: 0.14722512547168728
Position 9133: 0.14677859363181986
Position 7763: 0.1435928670217105
Position 2948: 0.12475328558782274
Position 7579: 0.11461259087372459
Position 9054: 0.10331826452848544
Position 9406: 0.10313021611344962
Position 4509: 0.09772326050307784
Position 5366: 0.08192605297346445
Position 8254: 0.07529814103630919
Position 8161: 0.05780180644955542
Position 7873: 0.043585500957073295
Position 8661: 0.043120534721267985
Position 3820: 0.03090085156805495
Position 7319: 0.027201530186692892
Position 7465: 0.02233399055254129
Position 4472: 0.021973957505742478
Position 2972: 0.016821505807095707
Position 3099: 0.013884774035820283
Position 3009: 0.013814956781062098
Position 2072: 0.01100183196546424
Position 3664: 0.010935956851738893
Position 3905: 0.009939574666378004
Position 3876: 0.009446265072299632
Position 2852: 0.009067902645442024
Position 3488: 0.006692850926228527
Position 2810: 0.006022620342540872
Position 1993: 0.005244129995178664
Position 2027: 0.00505526726923623
Position 3178: 0.004575531084817901
Position 2813: 0.004147007512058257
Position 2230: 0.004087019122979193
Position 2197: 0.001872330664971279
Position 2262: 0.001721757279491903
Position 3992: 0.0016976812240283147
Position 2037: 0.001494200762212495
Position 4015: 0.0012979952078526061
Position 4362: 0.0010590005119917455
Position 4314: 0.0009865000434181779
Position 3721: 0.000648405913291808
Position 3392: 0.0005584510736763741
Position 4218: 0.0005277911480862556
Position 3835: 1.0426307094461027e-05
