Gene = Blzf1
index = 183
Annotated 5SS: [  343  1051  5206  7945  9251 11780]
Annotated 3SS: [  972  4768  7744  9121 11559 15077]
SMsplice 5SS: [  343  1051  5206  5482  7945  9251 11780]
SMsplice 3SS: [  972  4768  5356  7744  9121 11590 15077]
top_k =  100
Partition function (log Z): -1.9917395253746253

Sorted 5' Splice Sites (High to Low Probability):
Position 9251: 0.9762124692141722
Position 1051: 0.96568193789398
Position 343: 0.9247097470180592
Position 11780: 0.9126244214920789
Position 7945: 0.8611511087808263
Position 5482: 0.6803129302356649
Position 5206: 0.5402703589463025
Position 6572: 0.3744703358491179
Position 3642: 0.31626370438918255
Position 5456: 0.10794020402895274
Position 6510: 0.0750597835284333
Position 4696: 0.05897009820300056
Position 328: 0.04095691511067354
Position 14607: 0.03620709085275153
Position 13877: 0.028448242796802487
Position 869: 0.021837810023398248
Position 5113: 0.02114175735961954
Position 830: 0.016512884765067636
Position 433: 0.013565779597037737
Position 3720: 0.010816511028063034
Position 714: 0.008210177746011425
Position 873: 0.007516833184332889
Position 212: 0.006944965247304194
Position 1257: 0.005613372083534009
Position 377: 0.004943741269043946
Position 3586: 0.0031080124760823323
Position 48: 0.002769097395004715
Position 63: 4.4511693708417886e-05
Position 203: 1.5316295280503228e-05
Position 391: 1.4213285124513608e-05
Position 193: 1.3563137920495615e-05
Position 418: 9.221258149814203e-06
Position 143: 7.157984837187644e-06
Position 14: 5.499474230900409e-06
Position 147: 2.9154940637221532e-06
Position 3: 2.1399367826796443e-06
Position 249: 2.0591371888879274e-06
Position 22: 1.5323905563675405e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 9121: 0.9318063363344731
Position 972: 0.8557787450979178
Position 7744: 0.8323298693280282
Position 15077: 0.8290507623127673
Position 11590: 0.8001616746443357
Position 5356: 0.7882531342646182
Position 4768: 0.5364162040943949
Position 3564: 0.32734442359855415
Position 6431: 0.302499935821761
Position 6408: 0.14703018355579028
Position 829: 0.10486594917520098
Position 11559: 0.10171297735088808
Position 14530: 0.06294667357322689
Position 9164: 0.04460126143818251
Position 13813: 0.04150234623423328
Position 7585: 0.028821239452798405
Position 12734: 0.02591689171189023
Position 4480: 0.023414891607505785
Position 4502: 0.02053199044095536
Position 579: 0.017796385685288494
Position 4801: 0.017602859481605
Position 12753: 0.01704987321214085
Position 15948: 0.01539669139769
Position 12603: 0.014647626856375485
Position 11373: 0.013855710044490398
Position 776: 0.013218855821946379
Position 13271: 0.013189801294075681
Position 4556: 0.009727018306344289
Position 11530: 0.008436925706042514
Position 11914: 0.007483029334157738
Position 4993: 0.007393052729922037
Position 735: 0.0071372525290968455
Position 12637: 0.006518169415655452
Position 4424: 0.0052961978481951295
Position 14230: 0.0046410586238106654
Position 1008: 0.0038844194716424175
Position 914: 0.003529999918574299
Position 700: 0.00349795389491808
Position 14010: 0.0031734101427502337
Position 13230: 0.0026795301771483904
Position 9391: 0.00261434608902785
Position 1153: 0.0025465579478651515
Position 13484: 0.002386425743422433
Position 11876: 0.0022892989799516085
Position 1173: 0.00212062357720944
Position 3291: 0.0014787753640475342
Position 12674: 0.00143140373906914
Position 3357: 0.0013650289307262432
Position 1203: 0.0009461905584594177
Position 134: 0.0009202720301231056
Position 657: 0.0009132754373217612
Position 911: 0.0004148223973351575
Position 165: 0.00040525424338510316
Position 842: 0.00035740821250429593
Position 199: 0.00023354805759612037
Position 678: 0.00022109534934476477
Position 584: 0.00017052737425138817
Position 781: 0.00015624596761812184
Position 636: 0.0001030581236833007
Position 432: 7.361433874729953e-05
Position 267: 7.233243273526328e-05
Position 616: 6.167148477413638e-06
Position 462: 3.313883119101432e-06
Position 234: 2.766111431430696e-06
Position 168: 2.7102082421854087e-06
Position 328: 2.0464272531169398e-06
