Gene = Prpf38b
index = 860
Annotated 5SS: [ 564 3392 3796 3941 6617]
Annotated 3SS: [3322 3643 3879 6392 6964]
SMsplice 5SS: [ 564 1072 3392 3796 3941 6617]
SMsplice 3SS: [ 759 3322 3643 3879 6493 6964]
top_k =  100
Partition function (log Z): 4.927816432344278

Sorted 5' Splice Sites (High to Low Probability):
Position 6617: 0.9960177842084261
Position 3796: 0.9753334468571879
Position 1072: 0.9007625431283419
Position 564: 0.8132405058221841
Position 3941: 0.7950567894769647
Position 3392: 0.6155282383898526
Position 3402: 0.29338932635202075
Position 1385: 0.23573124462483597
Position 593: 0.18245182704956106
Position 2487: 0.17145959275709827
Position 5810: 0.1512486393786024
Position 1379: 0.13602412666029817
Position 6880: 0.13498506964327378
Position 3955: 0.06873953338747225
Position 4355: 0.06246244614522843
Position 1249: 0.020707943432087646
Position 1085: 0.01046323085578535
Position 5656: 0.009271922932386286
Position 1195: 0.007780290655116703
Position 885: 0.005295239035811034
Position 1753: 0.003922951999936816
Position 198: 0.0021911685793907874
Position 540: 0.00194176389064162
Position 3731: 0.0014823582508131053
Position 93: 0.0008558728677460839
Position 1007: 0.0007980960183742943
Position 202: 0.0007678548926052709
Position 116: 0.0006545337921301334
Position 907: 0.0003272741757701971
Position 901: 0.00015216457557983148
Position 138: 0.00012500171352958225
Position 126: 0.000118944320362747
Position 97: 9.315446342571086e-05
Position 370: 6.014846821477458e-05
Position 491: 5.53685234897255e-05
Position 1076: 4.586619031002523e-05
Position 423: 4.414074381644721e-05
Position 402: 3.1719126506744586e-05
Position 507: 2.907443222329197e-05
Position 966: 2.0144030281025025e-05
Position 63: 1.540522057326749e-05
Position 348: 1.2040164846647824e-05
Position 597: 1.6408440319886106e-07
Position 697: 1.3468556600304191e-07
Position 586: 1.0302751687581287e-07
Position 543: 8.737841826876118e-08
Position 681: 7.719039442875555e-08
Position 624: 7.487056559495642e-08
Position 724: 7.223836020747552e-08
Position 212: 4.9679057434935834e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3643: 0.9412820226162136
Position 3322: 0.9092683891725704
Position 6964: 0.8385738879583341
Position 3879: 0.8218140000408248
Position 759: 0.5323075437182571
Position 6392: 0.5034085827723639
Position 6493: 0.4417258270013982
Position 788: 0.252300132022671
Position 2338: 0.16723044059091324
Position 1164: 0.1657532220165191
Position 1247: 0.11503520731176418
Position 5738: 0.09631304591810803
Position 8153: 0.08383553929325284
Position 993: 0.06371294127190402
Position 1313: 0.06218062862097922
Position 6724: 0.05853197285896754
Position 4213: 0.05397210560108136
Position 846: 0.05091430896904924
Position 3899: 0.042050447881575054
Position 6501: 0.04117376783691306
Position 6830: 0.0389485531262429
Position 6940: 0.037910508925424434
Position 5601: 0.037597505850150904
Position 1331: 0.02998572805883921
Position 3565: 0.027863602039422994
Position 5700: 0.025243984191141534
Position 6854: 0.02227603713523405
Position 1161: 0.01848663637842004
Position 955: 0.01616375991330023
Position 7939: 0.012491239726415507
Position 6805: 0.011387965691446266
Position 8878: 0.01112840935049142
Position 6371: 0.010167344069329346
Position 1328: 0.008802182985816719
Position 3680: 0.007740252087437701
Position 6756: 0.006307128386680034
Position 4282: 0.00510441327670214
Position 2293: 0.00422915216618503
Position 8207: 0.004173258075880964
Position 4106: 0.003039425189578967
Position 8360: 0.0024224743330222486
Position 8519: 0.0021676310651140692
Position 8249: 0.002075211872273875
Position 1620: 0.0014515225576392974
Position 1608: 0.0013872560183568715
Position 5512: 0.001366026351588242
Position 507: 0.0013342295575527454
Position 1044: 0.001276340770352067
Position 1529: 0.0010841734239406466
Position 8269: 0.0009327639611745038
Position 1061: 0.0007966008345147914
Position 8783: 0.0007904311842859164
Position 329: 0.0005645779029046906
Position 6920: 0.0004318001815878941
Position 298: 0.00025823646490771656
Position 870: 0.00023270205526449548
Position 449: 0.00021344490409534454
Position 335: 0.00020589119904036046
Position 512: 7.692650764316934e-05
Position 359: 5.9251126629297386e-05
Position 416: 4.452490720895938e-05
Position 223: 2.3121286949914582e-05
Position 201: 2.096212999153166e-05
Position 413: 1.7717398076627685e-05
Position 654: 1.5438447732503915e-05
Position 356: 1.1646831328185934e-05
Position 563: 2.3997032769939916e-06
Position 578: 1.1473131331670513e-06
