Gene = Bcs1l
index = 177
Annotated 5SS: [ 188 1579 1800 2160 2435 2830 3407]
Annotated 3SS: [1185 1659 1964 2370 2659 3288 3521]
SMsplice 5SS: [ 188 1800 2160 2830 3407]
SMsplice 3SS: [1659 1964 2659 3288 3521]
top_k =  100
Partition function (log Z): -2.8110535383819517

Sorted 5' Splice Sites (High to Low Probability):
Position 1800: 0.9582415344014179
Position 3407: 0.9372822500401363
Position 2830: 0.8147068042584172
Position 2160: 0.7234014521044863
Position 1579: 0.3787318698552175
Position 1325: 0.2918032164963724
Position 2564: 0.2573580020373207
Position 188: 0.22918037819538647
Position 94: 0.22802522635179273
Position 259: 0.13167773073459738
Position 749: 0.13125748796139566
Position 2435: 0.12099936545741763
Position 305: 0.05569219751435014
Position 551: 0.053595347845625245
Position 527: 0.041246929333004986
Position 827: 0.036722248603402466
Position 230: 0.02494300099657234
Position 687: 0.017026219874044613
Position 1335: 0.01524072033431929
Position 500: 0.005095298842143718
Position 1900: 0.003919514600255252
Position 668: 0.0038455679457421806
Position 2198: 0.003400230214990849
Position 3700: 0.0028403013541714994
Position 3615: 0.0022080826740869443
Position 3768: 0.0015724873287929224
Position 531: 0.0013436259378817091
Position 486: 0.0001770701766161723
Position 251: 1.8887963717147395e-05
Position 16: 7.520463428293216e-06
Position 137: 3.988412247198989e-06
Position 3007: 2.1275671559830187e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 3521: 0.9933413780674846
Position 1659: 0.9602351724572457
Position 3288: 0.8904172468969963
Position 2659: 0.7947844733537304
Position 1964: 0.5686314467324
Position 1185: 0.28233605107696924
Position 2370: 0.19087938577557337
Position 2273: 0.1795840313795642
Position 1217: 0.1339466452135957
Position 1258: 0.07806145690195472
Position 1470: 0.0766476799438202
Position 1984: 0.05028304453556021
Position 1452: 0.044853279817785086
Position 1990: 0.03337613262502429
Position 1987: 0.027712877402674346
Position 3108: 0.021913044177708958
Position 2078: 0.02187577895990414
Position 2605: 0.021022007929684415
Position 1863: 0.016431267815113226
Position 568: 0.015275659260086758
Position 3127: 0.011369919480172882
Position 2015: 0.009567886766384159
Position 1292: 0.009341275477852407
Position 3006: 0.00927159391061273
Position 4085: 0.009240157862849546
Position 2342: 0.008448379760437092
Position 3357: 0.006695674555528793
Position 339: 0.002363211439789948
Position 686: 0.0017383489247582403
Position 1899: 0.0008491240268445393
Position 393: 0.0005336604306379166
Position 414: 0.0004430179599155882
Position 774: 9.424739069183792e-05
Position 2892: 2.1275671559830187e-06
