Gene = Srd5a3
index = 1024
Annotated 5SS: [  278  7558  8968  9680 13388]
Annotated 3SS: [ 7414  8931  9481 13252 14251]
SMsplice 5SS: [  278  7558  8968  9680 10807 14301]
SMsplice 3SS: [ 7414  8931  9481 10686 14251 14513]
top_k =  100
Partition function (log Z): 0.5436028112892033

Sorted 5' Splice Sites (High to Low Probability):
Position 278: 0.9864637911479521
Position 8968: 0.9837096585576044
Position 9680: 0.9118268390444147
Position 10807: 0.8266393082355185
Position 14301: 0.7072983739451786
Position 598: 0.6319004393071872
Position 7558: 0.616777636513831
Position 9219: 0.3866604334248537
Position 7630: 0.35212108045358087
Position 13035: 0.295393854991726
Position 12303: 0.26451717286569254
Position 4151: 0.16846362823450534
Position 14400: 0.14462822088703303
Position 10032: 0.066734050332574
Position 619: 0.06288378824134672
Position 12479: 0.04518053210563359
Position 14539: 0.0340139217825435
Position 10600: 0.02117007380398541
Position 9230: 0.012598025268784757
Position 333: 0.011379416850479976
Position 9920: 0.010672981187917582
Position 9404: 0.006783064883498157
Position 10898: 0.0015871674177397694
Position 283: 0.0012524279377608592
Position 4: 0.0003905326846469312
Position 287: 0.00032540544048256673
Position 227: 7.413061724767137e-05
Position 65: 4.6385766710353054e-05
Position 385: 4.056215776001752e-05
Position 267: 2.7347396960125104e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 14251: 1.0000000000000004
Position 7414: 0.9688987169674121
Position 8931: 0.9486659735444798
Position 10686: 0.8065109167736689
Position 9481: 0.6280992168198345
Position 9105: 0.3905818215970789
Position 508: 0.3447306595879195
Position 14513: 0.33213662052425363
Position 12770: 0.295393854991726
Position 450: 0.2898241593285492
Position 12193: 0.2682639928518175
Position 14414: 0.22218735444646218
Position 14625: 0.17085193544134197
Position 4063: 0.16846362823450534
Position 14886: 0.14679891439285278
Position 9536: 0.1294856903755437
Position 9395: 0.10908245738985614
Position 429: 0.060229408632064926
Position 9586: 0.04843702286281368
Position 12446: 0.041433712119508546
Position 9867: 0.036462050766289354
Position 8636: 0.03523906469847625
Position 9757: 0.02804111903932493
Position 10527: 0.02117007380398541
Position 10640: 0.01443055802816569
Position 15078: 0.01396569180984413
Position 9792: 0.012903861714877299
Position 10653: 0.007285000851423632
Position 9157: 0.006546948242068689
Position 9109: 0.005278439169803508
Position 9049: 0.0001613864792006098
