Gene = Glce
index = 435
Annotated 5SS: [  126 34182 52596 54226]
Annotated 3SS: [34090 51996 53979 61574]
SMsplice 5SS: [  126  1095 34182 52596 54226]
SMsplice 3SS: [  969 34090 52479 53979 61574]
top_k =  100
Partition function (log Z): -41.427279565267085

Sorted 5' Splice Sites (High to Low Probability):
Position 126: 0.8882127652763054
Position 1095: 0.6944767249960442
Position 3330: 0.20526847767614043
Position 1075: 0.1444378516698144
Position 601: 0.03349000946105885
Position 231: 0.021603762749742052
Position 1070: 0.017231385035979083
Position 216: 0.017166500793864874
Position 282: 0.010385917523673939
Position 170: 0.007346814215639951
Position 498: 0.006286000561696106
Position 4463: 0.0049027973263130725
Position 682: 0.0033802978610459997
Position 828: 0.0031285299905639717
Position 534: 0.0025675285737769577
Position 545: 0.0018892826853325806
Position 1763: 0.0014989277748047242
Position 1050: 0.001479261229754884
Position 478: 0.0014204786054588577
Position 605: 0.0013652257296656813
Position 611: 0.0011504014606695918
Position 688: 0.0010303395560127887
Position 556: 0.0006224132784197476
Position 209: 0.0005985329954689963
Position 607: 0.000439290851296604
Position 138: 0.0003450267193790955
Position 251: 0.00033893791795588924
Position 356: 0.00020754976532695715
Position 1231: 2.0966046303672545e-05
Position 1131: 1.8949902436556338e-05
Position 1348: 1.5073103588661704e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 969: 0.9830372432777761
Position 9749: 0.29284355563889997
Position 3161: 0.24365315456084835
Position 5931: 0.09014813586080714
Position 6129: 0.0722781393119104
Position 5712: 0.057451049894268504
Position 3969: 0.052039636988252744
Position 4826: 0.04868938028944836
Position 6641: 0.04275088412350275
Position 4411: 0.030403798718105012
Position 1954: 0.02412948318674318
Position 1658: 0.020936091406260078
Position 6620: 0.018548075518109594
Position 5312: 0.012762545178103523
Position 2090: 0.012384200637986823
Position 5280: 0.008930735954439675
Position 2474: 0.008401594213053153
Position 3471: 0.008401519170500065
Position 949: 0.007299352154141507
Position 4117: 0.005905691633481769
Position 1130: 0.005418161871605391
Position 1382: 0.004471429618931589
Position 3823: 0.003187028055394326
Position 3585: 0.0030818959359534713
Position 3386: 0.0021136629491738217
Position 2400: 0.0020917404302569246
Position 1214: 0.0016122267597785903
Position 774: 0.001362400455097903
Position 1276: 0.001261663772338152
Position 2456: 0.001235152276922186
Position 1525: 0.0011334924747539558
Position 1789: 0.0009948891139655522
Position 1762: 0.00095616031397314
Position 544: 0.0005242627583611151
Position 411: 0.0004692906437471007
Position 672: 0.0004531364627957294
Position 315: 0.00029338823517759843
Position 724: 0.00015614431340070284
Position 431: 0.00015166350351563635
Position 506: 9.780406561496333e-05
Position 674: 7.607518744258755e-05
Position 589: 5.726856408419581e-05
Position 1620: 5.158902519110975e-05
Position 503: 4.551462301877914e-05
Position 348: 3.5712206398609236e-05
