Gene = 1700031L13Rik
index = 17
Annotated 5SS: [105]
Annotated 3SS: [1595]
SMsplice 5SS: [407]
SMsplice 3SS: [622]
top_k =  100
Partition function (log Z): -9.726425532056417

Sorted 5' Splice Sites (High to Low Probability):
Position 407: 0.9871483882547838
Position 1419: 0.045096955350637395
Position 115: 0.03334130957710245
Position 1322: 0.030064805747981822
Position 1233: 0.02180392405099529
Position 1500: 0.005721678846994594
Position 203: 0.0008143658017078938
Position 146: 0.0005402390071850777
Position 44: 0.0003069799728457996
Position 95: 0.0002034309117964899
Position 89: 0.00013142779443203937
Position 4: 0.00012053865517654975
Position 105: 5.7808111268500015e-05
Position 48: 1.6753121937032337e-05
Position 16: 1.1821265761621552e-05
Position 260: 1.0703581016250796e-05
Position 314: 3.356302601839491e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1850: 0.2429832491652512
Position 622: 0.2221502801518047
Position 1153: 0.09543341394920628
Position 1595: 0.08418709688300963
Position 2104: 0.06663247921484232
Position 472: 0.06117915559260096
Position 1461: 0.05324293988996192
Position 1085: 0.04961511849767382
Position 1694: 0.03855406582409917
Position 1206: 0.028399219846100405
Position 635: 0.028188183954402896
Position 328: 0.022144046231985865
Position 833: 0.01847949507537913
Position 2085: 0.013924228644399954
Position 519: 0.00999876164983205
Position 2156: 0.009307283415618147
Position 596: 0.008559420100130048
Position 680: 0.0081739827365639
Position 1296: 0.007909164691893296
Position 1641: 0.006729572559133303
Position 1369: 0.006578015163213002
Position 649: 0.005199776031591263
Position 1114: 0.004837901272713007
Position 486: 0.004587032843757801
Position 1040: 0.003678079528426087
Position 943: 0.003246453220539738
Position 2176: 0.002940890315056369
Position 1122: 0.0029174112610073277
Position 2288: 0.0019544605232474895
Position 1540: 0.001939790692926604
Position 260: 0.0017863462716158727
Position 1223: 0.0017275266895488942
Position 2236: 0.0015883308821393626
Position 1006: 0.0014895945175400316
Position 305: 0.0011722277072372146
Position 537: 0.0009268921339558224
Position 1183: 0.0009037630721588834
Position 1157: 0.000602035508863206
Position 217: 0.00032495676041912935
Position 240: 0.0003147748710167281
Position 396: 0.0002693415684840501
Position 135: 0.00013787758175444302
Position 192: 0.00013398418402768133
Position 286: 0.00013314353059762593
Position 1216: 8.524238734902415e-05
Position 307: 7.706418632263422e-05
Position 143: 4.260712232681955e-05
Position 373: 4.642060713052366e-06
Position 168: 9.318992807476374e-08
Position 173: 5.2529515707841514e-08
