Gene = Hinfp
index = 539
Annotated 5SS: [  56 3262 6109 6459 6799 7338 7548 7773 7979]
Annotated 3SS: [3083 5878 6346 6645 7259 7426 7633 7853 9090]
SMsplice 5SS: [ 537 3084 6109 6459 7338 7548 7773 7979]
SMsplice 3SS: [2898 5904 6319 7259 7426 7633 7853 9090]
top_k =  100
Partition function (log Z): 12.986787255195212

Sorted 5' Splice Sites (High to Low Probability):
Position 7548: 0.996160438830479
Position 7338: 0.9927665411463086
Position 7979: 0.9688495579212084
Position 6459: 0.9307871982565797
Position 6109: 0.9122608404409611
Position 3084: 0.8115263811949863
Position 7773: 0.7326248015346845
Position 9491: 0.6526097106595213
Position 9136: 0.5612743616470403
Position 537: 0.5530525716110611
Position 6799: 0.3182209610959719
Position 9288: 0.3057939020494482
Position 3262: 0.28190535336110023
Position 7777: 0.2442848719052803
Position 56: 0.19632721577563675
Position 4324: 0.18690556869048924
Position 400: 0.17127972967548322
Position 7100: 0.12932416736818875
Position 890: 0.12850452433058976
Position 145: 0.05285858845696375
Position 6218: 0.04911293748784085
Position 6850: 0.0301068903744809
Position 6714: 0.029621645986578425
Position 1410: 0.023882058245533605
Position 152: 0.017755725251606826
Position 7130: 0.014590297386894841
Position 19: 0.013979131099966215
Position 7697: 0.009262473239167138
Position 2102: 0.008330398653665487
Position 7730: 0.007263017489398199
Position 396: 0.0057065113461219116
Position 880: 0.004403371760438422
Position 5077: 0.0035508906443524058
Position 1437: 0.0027618223161751123
Position 1374: 0.0018941640083322891
Position 6862: 0.0016136660730370416
Position 878: 0.0013535313788931539
Position 8697: 0.00110886189588877
Position 7508: 0.0010204425179018075
Position 7381: 0.0010108267299263549
Position 7818: 0.0009150895036861839
Position 7871: 0.0006690201947596069
Position 7764: 0.0005478792375823167
Position 7564: 0.00041781757235058816
Position 7529: 0.0003777464816860697
Position 7952: 0.0002659720033054553
Position 8714: 0.00020281279817944455
Position 7535: 7.719870493451324e-05
Position 193: 6.388584841863998e-05
Position 5: 1.5674654266976875e-05
Position 12: 7.4301998215762786e-06
Position 156: 5.952077394313699e-06
Position 147: 3.561922554005668e-06
Position 7723: 5.986746032258631e-07
Position 7538: 1.4932085903725397e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7633: 0.9964414587704721
Position 7426: 0.9948308482864304
Position 7853: 0.9450528304229782
Position 2898: 0.8615140968030318
Position 7259: 0.7411780432550524
Position 6319: 0.7277483701867346
Position 9410: 0.5885835251360851
Position 9047: 0.5293108976027427
Position 9090: 0.4641239655908311
Position 5904: 0.3265051456636848
Position 6645: 0.31997430433681906
Position 5878: 0.24691268821342258
Position 10741: 0.22547559217665414
Position 7230: 0.22387479797662024
Position 5930: 0.21444985648943804
Position 9907: 0.20230155349160298
Position 6048: 0.17364388739538714
Position 7044: 0.16477165769928706
Position 9785: 0.13358432862091577
Position 10698: 0.1314074606140578
Position 3083: 0.13102659824373358
Position 6332: 0.10747777994032413
Position 724: 0.0933841630474047
Position 10282: 0.08624358970488108
Position 4279: 0.08212141466820636
Position 6346: 0.07969181974782084
Position 4233: 0.0695414031908094
Position 6665: 0.05545482604200246
Position 12804: 0.04625240566374728
Position 3206: 0.045627477916621986
Position 3182: 0.03997919217838093
Position 9416: 0.035855054969314216
Position 4212: 0.029148843880105777
Position 10125: 0.027155451047937453
Position 1326: 0.024576393369478717
Position 10085: 0.021699773058225316
Position 6255: 0.01573142854857019
Position 7857: 0.014772579931012022
Position 9325: 0.014481195403797175
Position 302: 0.01262521761131087
Position 779: 0.012279720471455174
Position 2049: 0.008330398653665489
Position 7863: 0.006969701873157272
Position 9597: 0.006769692519725179
Position 447: 0.006562909727536292
Position 2856: 0.006421317078969797
Position 4255: 0.006093906951367471
Position 415: 0.005903701573375327
Position 3185: 0.005244698135047564
Position 6978: 0.004606328780616216
Position 281: 0.0045304351884823315
Position 9245: 0.004405648697094339
Position 728: 0.004319967146278148
Position 6707: 0.004134033151246714
Position 6930: 0.003968422550776434
Position 4980: 0.0035508906443524084
Position 1099: 0.00328170250637334
Position 3215: 0.002580366326035229
Position 7508: 0.0025155275107462275
Position 9127: 0.0018678076800523096
Position 309: 0.0014576553400895637
Position 169: 0.001278554468644398
Position 822: 0.0010627952676611596
Position 2902: 0.0010379878742637113
Position 522: 0.0008962570940948866
Position 8548: 0.000798562152515283
Position 7661: 0.0006934865881353092
Position 1149: 0.0006799486941889601
Position 470: 0.0005859452205273921
Position 189: 0.0004300832323584634
Position 7640: 0.00041942760113314965
Position 8571: 0.00026091316489634846
Position 8526: 0.0002521993766565825
Position 7678: 0.0002115925626551104
Position 8980: 0.00016003237834488112
Position 7668: 8.982479166969552e-05
Position 7696: 3.1938808273183537e-05
Position 7937: 4.403541888333609e-07
