Gene = Ddias
index = 327
Annotated 5SS: [  107  1486  7677 11923 12848]
Annotated 3SS: [ 1402  7547 11760 12729 13934]
SMsplice 5SS: [  107  1486  6136  7677 11923 12848]
SMsplice 3SS: [ 1402  6048  7547 11760 12729 13934]
top_k =  100
Partition function (log Z): -1.2179621443227078

Sorted 5' Splice Sites (High to Low Probability):
Position 11923: 0.999999999999997
Position 107: 0.9905226792318014
Position 12848: 0.8839372268266859
Position 7677: 0.8116841370005364
Position 1486: 0.768702760209214
Position 6136: 0.7114751370283899
Position 7644: 0.1883158629994603
Position 5974: 0.15221727304078855
Position 9570: 0.14148421678350218
Position 12422: 0.10958138686386021
Position 8860: 0.0827091900606047
Position 2098: 0.06543520965559492
Position 8927: 0.05523710406092188
Position 6570: 0.029061536128212696
Position 13993: 0.028069219256770226
Position 12584: 0.023290820420272123
Position 9985: 0.022787662522522012
Position 365: 0.01772172288649645
Position 3784: 0.014772538341627601
Position 12691: 0.012808008005797913
Position 12730: 0.009899442017015979
Position 12154: 0.008424425109387533
Position 1325: 0.005553228080768357
Position 1222: 0.0053934755226932585
Position 378: 0.004565347812195567
Position 393: 0.0041172191450880805
Position 231: 0.0036455464279384875
Position 453: 0.0010873559273895752
Position 273: 0.0009254279300458787
Position 476: 0.0007546222790093689
Position 613: 0.0003711486155205619
Position 12842: 0.000157208939181951
Position 91: 8.100666998835785e-06
Position 74: 2.8043286769630106e-06
Position 170: 1.914369775595851e-06
Position 185: 1.6551761835075467e-06
Position 87: 1.3345813921062073e-06
Position 93: 7.951905726601917e-07
Position 244: 6.263142385198555e-07
Position 145: 4.933761945613703e-07
Position 213: 3.028399536003492e-07
Position 127: 1.1501200566750696e-07
Position 34: 5.180334818528821e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7547: 0.9999999999999969
Position 11760: 0.9999999999999964
Position 12729: 0.8612919975333163
Position 1402: 0.7514577165618236
Position 13934: 0.7480204426221209
Position 6048: 0.5847278147632877
Position 9379: 0.14148421678350212
Position 8779: 0.13794629412152654
Position 5924: 0.12281995759191497
Position 12277: 0.11942187838150843
Position 5741: 0.08121823642508014
Position 5703: 0.07492640128889551
Position 14672: 0.0721503040570095
Position 14947: 0.06177264475670449
Position 12576: 0.05863281992925272
Position 1826: 0.046002136702505435
Position 12997: 0.029647197354096915
Position 6438: 0.0290615361282127
Position 12690: 0.02679841021790032
Position 9892: 0.022787662522522026
Position 201: 0.0198317335191261
Position 2018: 0.019433072953089502
Position 1316: 0.017137052707181907
Position 3682: 0.014772538341627601
Position 15262: 0.013494955513062071
Position 13265: 0.013295638380060634
Position 12917: 0.011226238594838952
Position 14408: 0.009649742274833839
Position 13226: 0.008768031908205054
Position 15632: 0.008079126543297073
Position 1115: 0.0072209274809057955
Position 14123: 0.007204593020635506
Position 12280: 0.0062149190737246255
Position 12153: 0.005480088720743063
Position 12035: 0.005289018399691999
Position 13170: 0.004190582066443085
Position 12019: 0.0031354067096955375
Position 1159: 0.002429107202770155
Position 12309: 0.0024037013818292885
Position 272: 0.0020940923626516254
Position 412: 0.0017377638227862088
Position 1221: 0.0008211648338829198
Position 1130: 0.00031874462831945363
Position 1111: 0.00012400466955946198
Position 872: 6.994516998481066e-05
Position 230: 6.554251644780034e-05
Position 1324: 5.837587497453416e-05
Position 1484: 1.2424683273064254e-05
Position 281: 8.507080463840591e-08
