Gene = Clns1a
index = 270
Annotated 5SS: [  236  9092 15165 16101 17447 19906]
Annotated 3SS: [ 8954 15065 15992 17272 19816 21584]
SMsplice 5SS: [  236  7910 13817 13978 15165 16101 17447 19906]
SMsplice 3SS: [ 7711 13670 13919 15065 15992 17138 19816 21584]
top_k =  100
Partition function (log Z): 1.8837363170201509

Sorted 5' Splice Sites (High to Low Probability):
Position 7910: 0.9999999999999996
Position 15165: 0.9940783997770123
Position 16101: 0.9934250555016697
Position 236: 0.9922634912333854
Position 19906: 0.9920823694139891
Position 17447: 0.7772344490293656
Position 9092: 0.5301427727477271
Position 421: 0.44028658659204367
Position 5840: 0.3747442900200884
Position 21748: 0.2453892291234502
Position 15461: 0.1313857257625051
Position 10703: 0.045795629411089674
Position 19754: 0.04051490073937689
Position 17431: 0.02959416768242315
Position 20966: 0.02921344117138215
Position 21765: 0.026786026140936448
Position 19552: 0.024114663466355116
Position 15295: 0.020029028569952444
Position 15381: 0.014015638327861507
Position 241: 0.0074392707618082836
Position 8322: 0.005100885855206803
Position 16081: 0.002342796808380283
Position 16538: 0.001816358357473832
Position 16105: 0.001574549238560449
Position 82: 0.00014570589519866703
Position 66: 0.00012784699311816172
Position 16182: 2.0725214582543865e-05
Position 143: 9.533347487352852e-06
Position 48: 6.017945083745062e-06
Position 286: 4.857775483485207e-06
Position 275: 1.616423622427626e-06
Position 186: 9.445486254639564e-07
Position 88: 7.150761866176766e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7711: 0.9999999999999997
Position 15065: 0.9940783997770124
Position 19816: 0.9924941251500633
Position 15992: 0.9359539902395928
Position 22108: 0.4654075496320821
Position 21584: 0.46283376800446535
Position 328: 0.4339886444935523
Position 17138: 0.4032080857845978
Position 8954: 0.39201821767518913
Position 5736: 0.37474429002008836
Position 17272: 0.328569044395005
Position 8971: 0.138124555072538
Position 15267: 0.09464675782843411
Position 17335: 0.07804820042387116
Position 15313: 0.07078363483188496
Position 19462: 0.06913872516398265
Position 20872: 0.06885632179868358
Position 21631: 0.05892307693211521
Position 20111: 0.051994023408024725
Position 10610: 0.04579562941108968
Position 20257: 0.04498319182751523
Position 16010: 0.040435837582678255
Position 22156: 0.0396659114821452
Position 21603: 0.032189582535223804
Position 21852: 0.027398103620089632
Position 15997: 0.01992705185130228
Position 20472: 0.018614125672789975
Position 20916: 0.00904098568209697
Position 377: 0.006297942098491193
Position 21792: 0.005239091374505041
Position 8226: 0.005100885855206803
Position 20536: 0.004779379501495206
Position 21039: 0.003545954378526246
Position 16495: 0.001816358357473832
Position 15865: 0.0010462470896197024
