Gene = Jhy
index = 602
Annotated 5SS: [   70  3236 19778 41459 47120 53183 65911 66770]
Annotated 3SS: [ 2905 19257 41344 46472 52887 65829 66640 68381]
SMsplice 5SS: [   70  3236 33308 41459 47120 65911 66770]
SMsplice 3SS: [ 2905 33217 41344 46990 65829 66640 68381]
top_k =  100
Partition function (log Z): -44.78250646887026

Sorted 5' Splice Sites (High to Low Probability):
Position 70: 0.9291749669773331
Position 3236: 0.8961567884133891
Position 9702: 0.1359060541704458
Position 1466: 0.07592808623716564
Position 2356: 0.04529626684201993
Position 91: 0.04101188426540999
Position 5814: 0.03739375510914732
Position 1913: 0.014744945250215273
Position 611: 0.004914435844714249
Position 117: 0.004752011713732679
Position 726: 0.0037801158103556646
Position 134: 0.0032936316612148615
Position 60: 0.0028545718614027484
Position 2316: 0.0028498626943860997
Position 1545: 0.0022346705698376343
Position 1460: 0.0019464921733022239
Position 29: 0.0017604353031879425
Position 3478: 0.0015203508232817758
Position 1425: 0.0015045186602705546
Position 3148: 0.0014358877204807172
Position 3466: 0.0014313092863690547
Position 80: 4.0675484474800025e-07
Position 242: 3.4532104727607065e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2905: 0.863017033304525
Position 9859: 0.36545567756882125
Position 9603: 0.34221483108843287
Position 13523: 0.14767238668327676
Position 1374: 0.0731693340336299
Position 10086: 0.06954631691860343
Position 3092: 0.04759129168127914
Position 5679: 0.04096328378603765
Position 5229: 0.03301951457752417
Position 9016: 0.027697468546895823
Position 9625: 0.01805939363274555
Position 2229: 0.016465219761067684
Position 2226: 0.016400472350708573
Position 2026: 0.01542403757900425
Position 8326: 0.013632907254637987
Position 3030: 0.01362190122705991
Position 5916: 0.01267721107871283
Position 2941: 0.007273746809450447
Position 3361: 0.007269645367151485
Position 7163: 0.006823678074267148
Position 5444: 0.0061637090490535215
Position 5251: 0.005984203946924959
Position 4848: 0.005676919800196395
Position 7651: 0.005397419782914709
Position 2933: 0.005350370640294629
Position 1787: 0.0046984636617477225
Position 7141: 0.004075618557591654
Position 1751: 0.003622701483262531
Position 5852: 0.003037844673561145
Position 3405: 0.002629089330058464
Position 1338: 0.002156473308662462
Position 2310: 0.0019721652166748496
Position 3582: 0.001912342370704679
Position 5323: 0.0018348982234711675
Position 1864: 0.0016918192575010903
Position 418: 0.0016245301150032375
Position 2093: 0.0013815869141365258
Position 5254: 0.0013255813859142478
Position 1417: 0.0012974455791664725
Position 1058: 0.0012036585795504545
Position 5188: 0.0011668883510265733
Position 284: 0.0008328216404200365
Position 3560: 0.0008119665590338679
Position 725: 0.0007903744702594596
Position 300: 0.0007892101596957052
Position 2681: 0.0006509908047470928
Position 3906: 0.0006393276597674002
Position 1389: 0.0006282671782337438
Position 1296: 0.0006159087010435649
Position 3567: 0.0005475855741767071
Position 3520: 0.0004857797159227404
Position 208: 0.00028470218453330846
Position 229: 0.00018345936279921512
Position 2030: 0.00018066014297106315
Position 3320: 0.0001305228338445047
Position 363: 0.00011565224758124303
Position 1272: 5.482677272131365e-06
