Gene = Vxn
index = 1183
Annotated 5SS: [  452  5831 12276 18699 21486]
Annotated 3SS: [ 5774 12112 18636 21393 23513]
SMsplice 5SS: [  452 10576 12276 17371]
SMsplice 3SS: [10511 12112 17247 18890]
top_k =  100
Partition function (log Z): -8.405741906982104

Sorted 5' Splice Sites (High to Low Probability):
Position 10576: 0.9804976744018068
Position 12276: 0.9436315136814656
Position 17371: 0.9084332340376137
Position 452: 0.6832983490294252
Position 5831: 0.3393333863617741
Position 18699: 0.31331339839473926
Position 12531: 0.23819836432110023
Position 153: 0.20249865501821518
Position 536: 0.15977508190447398
Position 12495: 0.15821778615952486
Position 19000: 0.10098151359126928
Position 2742: 0.0795844457754184
Position 15124: 0.07253963509440232
Position 235: 0.06473174448691646
Position 14223: 0.054845630446546494
Position 5720: 0.05346858386855887
Position 12192: 0.05116701129224761
Position 436: 0.04402623580558202
Position 17694: 0.04331046012426476
Position 1964: 0.0417882000693936
Position 11468: 0.020635391853013163
Position 19013: 0.01763517670998441
Position 12414: 0.0026209108103211064
Position 103: 0.0023899370727156265
Position 12299: 0.0016823601375210307
Position 12174: 0.0009206372108651424
Position 26: 0.0003621089874900659
Position 98: 0.0002835013800399621
Position 141: 0.0001339483876978141
Position 13: 0.00012973062577162014
Position 12280: 7.53881950855616e-05
Position 169: 1.7330505102355336e-05
Position 139: 1.1238353891624887e-05
Position 226: 7.491768615371056e-06
Position 43: 6.929638791139364e-06
Position 243: 6.852875039935027e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 12112: 0.9989207872067609
Position 10511: 0.9804976744018075
Position 17247: 0.9259215681757207
Position 18890: 0.7385553352405718
Position 18636: 0.32116304471961943
Position 5774: 0.3087964704120588
Position 19782: 0.28225154335498187
Position 12487: 0.17133367938780902
Position 367: 0.14197569060352047
Position 12440: 0.1343694548960217
Position 12371: 0.10483707485670772
Position 5629: 0.08400549981827413
Position 2643: 0.07958444577541839
Position 15001: 0.07468556334712367
Position 17580: 0.04331046012426472
Position 14032: 0.04191482372100272
Position 17882: 0.035315317780368755
Position 13915: 0.03377055806730839
Position 1866: 0.021324520761363815
Position 11111: 0.020635391853013187
Position 1837: 0.020415535700600815
Position 450: 0.015310296513442918
Position 12147: 0.00044876364428673114
Position 12029: 0.0003905793389046405
Position 14071: 0.00034985409928152324
Position 295: 0.00033075068659398353
Position 1552: 4.814360742896648e-05
Position 335: 3.426477458976047e-05
Position 372: 2.81332616183292e-05
Position 12446: 2.0042777196608698e-05
Position 12270: 1.3915330268723138e-05
Position 12290: 6.541387528430488e-07
