Gene = Pask
index = 795
Annotated 5SS: [  264  5445  7180  8247 11231 12035 15574 17426 18588 22015 22296 22830
 25769 26005 28509 29994 32022]
Annotated 3SS: [ 5208  6943  8075 11089 11899 15312 17256 18433 20566 22113 22661 25642
 25869 28308 29859 31874 32539]
SMsplice 5SS: [  264  2383  7180  8247  8597 11231 12035 15574 17426 18588 22015 22296
 25769 26005 28509 29994 32022]
SMsplice 3SS: [ 2288  6943  8075  8472 11089 11899 15312 17256 18433 21855 22113 25642
 25869 28308 29859 31874 32539]
top_k =  100
Partition function (log Z): 16.500152555548127

Sorted 5' Splice Sites (High to Low Probability):
Position 18588: 1.0000000000000044
Position 29994: 1.0000000000000016
Position 15574: 0.9955733693764134
Position 12035: 0.9669675150700492
Position 8247: 0.9082477584391798
Position 28509: 0.8773862899467779
Position 25769: 0.8701981037537172
Position 22015: 0.8700483708704151
Position 264: 0.8622196168516423
Position 11231: 0.8101887863917955
Position 26005: 0.7968935831006849
Position 7180: 0.7361403889036848
Position 2383: 0.6747516224772379
Position 32022: 0.6706986541870262
Position 17426: 0.5886542829297299
Position 22296: 0.5519910545918985
Position 8597: 0.5467617847991518
Position 5445: 0.542730878011947
Position 22830: 0.4222887655116586
Position 28799: 0.41608711189740705
Position 22357: 0.3468680961353874
Position 15229: 0.34287891663449843
Position 23532: 0.24821210396419166
Position 10512: 0.2435320849062226
Position 32000: 0.23821767068234276
Position 15089: 0.23612623246316902
Position 8558: 0.20835086329545052
Position 19737: 0.20005404469297075
Position 26083: 0.19468609241906976
Position 23999: 0.19289099970515527
Position 22739: 0.17819765745579025
Position 20590: 0.15945813453147872
Position 7029: 0.11151628012773832
Position 28652: 0.10001040816966103
Position 8251: 0.09046962755281877
Position 15883: 0.0886328025518979
Position 55: 0.08147473148193145
Position 1177: 0.07507560236786472
Position 25776: 0.06656485704827261
Position 10680: 0.059949716012847265
Position 20107: 0.05557744600634959
Position 15184: 0.053315691773564225
Position 15163: 0.05253711290926147
Position 1156: 0.04802302146409366
Position 281: 0.047155497144127395
Position 22394: 0.04109945029733406
Position 13285: 0.0398526556372459
Position 23464: 0.038750258705296824
Position 8401: 0.037560227007923955
Position 25745: 0.035194771977043515
Position 2555: 0.028466930724695215
Position 13270: 0.028165360640424894
Position 26869: 0.02760562303631924
Position 12892: 0.022759931080303344
Position 12844: 0.021893521385851867
Position 5685: 0.0178300792729112
Position 18888: 0.016500980832408446
Position 12039: 0.016191430771929336
Position 22435: 0.015312345327591223
Position 14175: 0.013936167617866906
Position 15887: 0.013370251687677408
Position 22348: 0.013360207670106797
Position 11537: 0.010599038398525286
Position 649: 0.009902845806092539
Position 22179: 0.009779680623255668
Position 22597: 0.008360097237078305
Position 97: 0.007319476802561168
Position 29370: 0.00578293886798612
Position 556: 0.005743623574954947
Position 28945: 0.004806757018567688
Position 2517: 0.004563945473284341
Position 3130: 0.004556290563894627
Position 20147: 0.003873839279304625
Position 2511: 0.0037596223920794503
Position 26037: 0.003444516269553397
Position 22300: 0.002117724464217505
Position 26418: 0.002064034523140206
Position 1152: 0.0018327909351006884
Position 1202: 0.0013653049575235174
Position 19253: 0.001232360189479519
Position 8267: 0.0006027928261156973
Position 8331: 0.0005561601450620546
Position 949: 0.0003975199795056939
Position 622: 0.000328035640812757
Position 85: 0.0003277778191213377
Position 962: 0.00014901682809436725
Position 489: 0.00014327053350356126
Position 435: 3.834802567379187e-05
Position 101: 3.218654631085686e-05
Position 95: 1.2602731691353742e-05
Position 20: 1.0810499955456913e-05
Position 111: 9.659019114270828e-06
Position 23: 4.060104107620126e-06
Position 561: 1.2389148412724052e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 29859: 1.0000000000000022
Position 18433: 0.9999465043998864
Position 15312: 0.9955733693764136
Position 25869: 0.9950241917893099
Position 11899: 0.9831095837356358
Position 22113: 0.9805285591097916
Position 25642: 0.9719577327790333
Position 8075: 0.9256228098191341
Position 28308: 0.8888670070736905
Position 21855: 0.8700483708704148
Position 31874: 0.8552851592439175
Position 6943: 0.8476566690314231
Position 11089: 0.8101887863917955
Position 14984: 0.684857953780493
Position 2288: 0.6538049772171233
Position 8472: 0.626564453656822
Position 32539: 0.6133930821346427
Position 22661: 0.6004864229674488
Position 17256: 0.5886542829297299
Position 5208: 0.5605609572848573
Position 28723: 0.3566217716140284
Position 10482: 0.30348180091906973
Position 23352: 0.28696236266948844
Position 23843: 0.19289099970515558
Position 28582: 0.15007477052056373
Position 19624: 0.14988876284079036
Position 1041: 0.1262967197245827
Position 20516: 0.10999583528345896
Position 8330: 0.10250351449966132
Position 31906: 0.09869168265081059
Position 33745: 0.09015219291587229
Position 33165: 0.07809149069093667
Position 15807: 0.07513522726352026
Position 8025: 0.07425352914404405
Position 13101: 0.06800268719220771
Position 8375: 0.06360490694604277
Position 33386: 0.051177642040110986
Position 20566: 0.04946229924801974
Position 19944: 0.04760208055923306
Position 12737: 0.04465345246615524
Position 32497: 0.03901744018421049
Position 19327: 0.03576768161946297
Position 26747: 0.027605623036319266
Position 15763: 0.026867826976055074
Position 2456: 0.02535104991123898
Position 32727: 0.020083170860787293
Position 32636: 0.019761094655190888
Position 2336: 0.017262751684744036
Position 33703: 0.01526437557524428
Position 2310: 0.015034186452527295
Position 19411: 0.014397600232717375
