Gene = Mns1
index = 686
Annotated 5SS: [  145   927  6436  7775 10224 10833 11025 14304 18369]
Annotated 3SS: [  704  6307  7671  9993 10615 10916 14045 18242 19777]
SMsplice 5SS: [  145   927  6422  7775  8297  9328 10833 11025 17443 18369]
SMsplice 3SS: [  704  6307  7671  8160  9159 10615 10916 17325 18242 22564]
top_k =  100
Partition function (log Z): 10.615457884363403

Sorted 5' Splice Sites (High to Low Probability):
Position 11025: 0.9999999999999969
Position 927: 0.9999999999999946
Position 7775: 0.994317558991741
Position 18369: 0.977951719457675
Position 145: 0.971625938024403
Position 9328: 0.870196958763033
Position 6422: 0.8162255553472737
Position 10833: 0.738369846660309
Position 8297: 0.565955192386084
Position 17443: 0.528543184078398
Position 10224: 0.42086330890069606
Position 5396: 0.3480411256855758
Position 14304: 0.2929422406598364
Position 12635: 0.10902286703340285
Position 3948: 0.10634933977839314
Position 6436: 0.09623115450460244
Position 10708: 0.07205362008245109
Position 5908: 0.0501086445322789
Position 4125: 0.04176562383386871
Position 9422: 0.03588584700936436
Position 8602: 0.03524037825952207
Position 4095: 0.02996905721867556
Position 20164: 0.0287949967578744
Position 15185: 0.02455730071502611
Position 8091: 0.015558959351916006
Position 10822: 0.015076684866649669
Position 10815: 0.013839950140618746
Position 10265: 0.013359016725711208
Position 3688: 0.012694770614461578
Position 172: 0.01259312159189175
Position 18996: 0.011622745570941706
Position 10222: 0.011608581223054283
Position 176: 0.007033309650303905
Position 9028: 0.006789060244203388
Position 414: 0.0065868582703413735
Position 7762: 0.005682441008253088
Position 10284: 0.005603403044484907
Position 525: 0.0049136489705619655
Position 15069: 0.0038961917946026357
Position 49: 0.0032719481080067227
Position 250: 0.0032191682086979974
Position 125: 0.0012664474099012694
Position 388: 0.0007763983888978093
Position 234: 0.00035536733653839827
Position 511: 0.0003014840556381023
Position 283: 0.00021400425623386882
Position 532: 0.00016133379157016743
Position 384: 0.00013024020277330287
Position 254: 9.995688956409642e-05
Position 459: 9.406738842780036e-05
Position 6505: 7.641593856455651e-05
Position 514: 5.548106727880867e-05
Position 411: 4.9308679944211635e-05
Position 238: 1.2558624619186137e-07
Position 84: 8.990579480296306e-08
Position 194: 6.015410585069611e-08
Position 41: 5.2735847097555535e-08
Position 9: 5.22257337233446e-09
Position 202: 3.5329563047292945e-09
Position 61: 1.066573375201994e-09
Position 205: 2.6616839735253114e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 18242: 0.9973052863145077
Position 704: 0.987794455811186
Position 10916: 0.9375637312698399
Position 9159: 0.9060828057723963
Position 7671: 0.8982791312670917
Position 6307: 0.8779073493828173
Position 10615: 0.8452250626014453
Position 17325: 0.5285431840783982
Position 8160: 0.506444461280799
Position 9993: 0.43243136483184363
Position 22564: 0.3274085650942521
Position 5337: 0.2957553711046849
Position 14045: 0.22569632391660258
Position 19777: 0.220392061705788
Position 12498: 0.09788496798939911
Position 23398: 0.07787840573919408
Position 3979: 0.07173468105254426
Position 3760: 0.07056867465676307
Position 14012: 0.06724591674323388
Position 18722: 0.06442586012090425
Position 22421: 0.05661971764499744
Position 10901: 0.0565513078787376
Position 7648: 0.054016186965377744
Position 21119: 0.05392799371159973
Position 5803: 0.0501086445322789
Position 7678: 0.047704681767524765
Position 21881: 0.045146894624587604
Position 5290: 0.04398699472292761
Position 8215: 0.04291898203058776
Position 22657: 0.0403157304757207
Position 21726: 0.03069472969107544
Position 20575: 0.030082340311295367
Position 6311: 0.03004391108488704
Position 20097: 0.028717011557219216
Position 14941: 0.028453492509628735
Position 3801: 0.022276889098903536
Position 8413: 0.018134799415203396
Position 8209: 0.01449932115902087
Position 21515: 0.014296541233787418
Position 8444: 0.013623367623758532
Position 3815: 0.013503776022726545
Position 3596: 0.012694770614461578
Position 313: 0.011296547711233824
Position 20047: 0.010402524903944676
Position 630: 0.008913854269194301
Position 7909: 0.008593969497992139
Position 12280: 0.00844638635002399
Position 5054: 0.00829875985796328
Position 19345: 0.007727625281080706
Position 19693: 0.006230406095744092
Position 9974: 0.0056085372231359
Position 6240: 0.004581865322736467
Position 8000: 0.004468802787229776
Position 10040: 0.004257116000701781
Position 10012: 0.004145295503382819
Position 18884: 0.003932812953881991
Position 8454: 0.0034822112205601364
Position 8947: 0.0034755354449617112
Position 8892: 0.0033135247992416767
Position 9909: 0.00319592602073752
Position 18216: 0.002694713685489433
Position 12454: 0.002691512693979754
Position 618: 0.0019683284893546914
Position 8268: 0.0019299193159108166
Position 7949: 0.0018260922184996165
Position 9949: 0.0017960703141448894
Position 359: 0.0009169677477026991
Position 851: 0.0008321548387171502
Position 7901: 0.00046195105049949537
Position 789: 0.0003755775491478931
Position 7942: 0.00030235967745405714
Position 419: 0.0001922504617293237
Position 18814: 0.00017024064142027038
Position 279: 0.0001330191072586244
Position 660: 0.00010717179947419731
Position 425: 9.367400781474982e-05
Position 8077: 6.82927200071213e-05
Position 124: 4.3811000570555306e-05
Position 282: 2.760604864248221e-05
Position 121: 2.4451844054927233e-05
Position 399: 2.009283223808571e-05
Position 640: 8.457242921427852e-06
