Gene = Nifk
index = 750
Annotated 5SS: [  159  1887  5895  7726  8824 10640]
Annotated 3SS: [ 1742  5785  7513  8766 10504 10910]
SMsplice 5SS: [  159  1887  5895  7726  8824 10640 10813]
SMsplice 3SS: [ 1742  5785  7513  8766 10504 10722 10910]
top_k =  100
Partition function (log Z): 3.533026732263851

Sorted 5' Splice Sites (High to Low Probability):
Position 10640: 0.9762932960319104
Position 5895: 0.9653289678352358
Position 159: 0.935766274100381
Position 1887: 0.8459000041689454
Position 8824: 0.5092886549312216
Position 10813: 0.49984048279607735
Position 7726: 0.3681926238826697
Position 2058: 0.26107006193935445
Position 7653: 0.2251282692805722
Position 10798: 0.22126426077408193
Position 9040: 0.16790542377035525
Position 6621: 0.15562349170016532
Position 1879: 0.14456747035118447
Position 9422: 0.10928304131040233
Position 7647: 0.09131904037608239
Position 2940: 0.05957307883257725
Position 1260: 0.047264124646006364
Position 5013: 0.04307617904293828
Position 10962: 0.037931145085672836
Position 7767: 0.03701091695169707
Position 9950: 0.035511353550429184
Position 246: 0.03511249872581833
Position 5213: 0.03411226392711368
Position 389: 0.028550559699700107
Position 3801: 0.027205214630991334
Position 10599: 0.02311835216123919
Position 7371: 0.022504259823667876
Position 6532: 0.01415176009412139
Position 264: 0.01171012714309474
Position 1017: 0.011531356871647521
Position 918: 0.010449429525933767
Position 10826: 0.007420145925168728
Position 486: 0.005161795123919989
Position 1055: 0.005072829235543934
Position 10755: 0.0022827511390308653
Position 2192: 0.0012117389134114972
Position 11099: 0.0010405649388855597
Position 11113: 0.0009511847755298864
Position 855: 0.00014856514402954241
Position 278: 3.8148445573071415e-05
Position 10782: 2.090698642142562e-05
Position 257: 7.669698442465598e-06
Position 62: 5.260771481934257e-06
Position 259: 1.0912649971519022e-06
Position 285: 2.99544675471144e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10504: 0.99904384450479
Position 10910: 0.9680721413683624
Position 5785: 0.9653289678352358
Position 1742: 0.9626996107426571
Position 10722: 0.7500941029920094
Position 7513: 0.7216508504910214
Position 8766: 0.6771940787015767
Position 1958: 0.2622053479070362
Position 9338: 0.10928304131040231
Position 6508: 0.08177543028382704
Position 6523: 0.07052044215445163
Position 2849: 0.044438737840404
Position 4823: 0.04307617904293828
Position 9880: 0.035511353550429184
Position 5012: 0.03411226392711368
Position 1087: 0.03397081314651114
Position 11232: 0.03352020344070619
Position 7222: 0.022504259823667872
Position 3671: 0.02057828522242594
Position 1782: 0.01919184851484309
Position 11289: 0.017563140123380727
Position 6579: 0.017479379356008018
Position 2825: 0.015134340992173244
Position 1010: 0.011970875724183422
Position 307: 0.008340853276168108
Position 1748: 0.007817149991179367
Position 789: 0.00780802464367347
Position 3637: 0.006626929408565395
Position 976: 0.006245944050703734
Position 720: 0.006002856801720923
Position 407: 0.00470477523995514
Position 1116: 0.0028584598740842423
Position 819: 0.002311944150262818
Position 11022: 0.0015018544964094556
Position 314: 0.0013501956133516247
Position 1249: 0.001116797609623562
Position 232: 0.0010018023371158556
Position 378: 0.0009558284612861363
Position 1016: 0.0007672173627687288
Position 765: 0.0007529943283578398
Position 1192: 0.0006603777312712868
Position 1844: 0.0005800002451009139
Position 10292: 0.0003678036883601588
Position 1592: 0.0001788650263487013
Position 1981: 5.159355380009112e-05
Position 2037: 2.485939192961185e-05
