Gene = Scnm1
index = 953
Annotated 5SS: [ 167  454  812  995 1187]
Annotated 3SS: [ 382  722  899 1097 4127]
SMsplice 5SS: [ 167  454  812  995 1187 3848]
SMsplice 3SS: [ 382  722  899 1097 3682 4048]
top_k =  100
Partition function (log Z): 8.458221367401414

Sorted 5' Splice Sites (High to Low Probability):
Position 812: 0.9899243072199359
Position 454: 0.975351264837554
Position 1187: 0.9449728363547976
Position 995: 0.9350253932504298
Position 3848: 0.8392534249961775
Position 167: 0.6290208425201476
Position 2079: 0.3595943328274355
Position 2836: 0.2979770915120476
Position 78: 0.29050332765580267
Position 2181: 0.10549160412023205
Position 3852: 0.06541576093160402
Position 1010: 0.064627540686202
Position 84: 0.03882881924766418
Position 1221: 0.026792009663947878
Position 565: 0.012534942315449518
Position 57: 0.005987481043904103
Position 177: 0.005200854234273871
Position 268: 0.004008808117477717
Position 3730: 0.0031085483937365686
Position 99: 0.0028769219430960628
Position 816: 0.0014966056000916242
Position 620: 0.000995892231033635
Position 43: 0.0008753016929066545
Position 219: 0.0007290426201003524
Position 525: 0.0005850064325861159
Position 110: 0.0005783079516760869
Position 533: 0.0005553130844869101
Position 302: 0.0003903251719286295
Position 206: 0.0003556531959286097
Position 158: 0.00031888530595271865
Position 558: 0.0002533858500248143
Position 827: 0.000244208276242635
Position 102: 0.00021148503591952877
Position 807: 0.0001696511581671739
Position 467: 0.00014684744659069717
Position 265: 0.0001304669535935355
Position 183: 0.0001256919444974653
Position 214: 5.223520429179659e-05
Position 1015: 4.944252412993326e-05
Position 147: 3.168422175984072e-05
Position 304: 2.9726981200102616e-05
Position 118: 2.5474793717148898e-05
Position 41: 2.2841437585818174e-05
Position 209: 1.5062742908355435e-05
Position 788: 1.354579411697433e-05
Position 1012: 4.110434590069413e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 899: 0.999480313578854
Position 722: 0.9727820771440384
Position 382: 0.9685658559950271
Position 1097: 0.8960940012435687
Position 3682: 0.603002227406956
Position 4048: 0.5706406867882138
Position 1984: 0.44723128072833923
Position 4127: 0.380283932994287
Position 3702: 0.21903916700327827
Position 2721: 0.0918064269704648
Position 3652: 0.0849724052314375
Position 1071: 0.06676985608288816
Position 2773: 0.05161009172068623
Position 2748: 0.04402100330798325
Position 2678: 0.042877324586736716
Position 2592: 0.027286699059780033
Position 2758: 0.02715148729902627
Position 4104: 0.023547777604211003
Position 3985: 0.015821268623694262
Position 2526: 0.010948273180326002
Position 1115: 0.009118100402723098
Position 754: 0.007776130314034282
Position 2064: 0.007642919740612252
Position 3622: 0.006904290548130754
Position 2014: 0.006384002360815717
Position 659: 0.003607796860066835
Position 781: 0.0031117988583601285
Position 2078: 0.002867873464518706
Position 2605: 0.002275785387044254
Position 2040: 0.0021965904508522713
Position 522: 0.0015867758201765529
Position 297: 0.0012915408647240488
Position 411: 0.0008164887285935959
Position 793: 0.0007758963561398242
Position 639: 0.0006759452204098241
Position 4144: 0.0005775944649058901
Position 238: 0.00046524333601926477
Position 1363: 0.00037149056696443914
Position 1550: 0.00035450668045037317
Position 1147: 0.0003484961876208159
Position 430: 0.00034669539193267734
Position 1133: 0.000297145091706397
Position 907: 0.00027550941360001004
Position 760: 0.00015356096155577976
Position 563: 0.0001514523336992174
Position 617: 0.00010864883976517552
Position 530: 8.315119106969577e-05
Position 558: 7.815339213102017e-05
Position 643: 5.791312171221388e-05
Position 525: 5.250687470077054e-05
Position 623: 5.097422424961496e-05
Position 925: 5.072085846110818e-05
Position 390: 3.59388401522745e-05
Position 392: 1.8899992722643005e-05
Position 250: 1.4265569153080132e-05
Position 932: 1.3624928915054996e-05
Position 541: 1.2776870199699041e-05
Position 198: 1.044347435634142e-05
Position 1867: 8.439278051729934e-06
Position 1165: 2.5749259539544146e-08
Position 424: 1.377455529215018e-08
Position 243: 7.0058417353373386e-09
Position 167: 5.430520800449667e-09
Position 258: 4.999930884132719e-09
Position 171: 3.0263406272645363e-09
Position 127: 2.1603990324400837e-09
