Gene = Odam
index = 777
Annotated 5SS: [  18  734  867 1575 2522 2956 4439 5106 6395 7440 7713]
Annotated 3SS: [ 667  824 1526 2290 2910 4336 5057 6322 7286 7653 8659]
SMsplice 5SS: [  18  734 2522 2956 4439]
SMsplice 3SS: [ 667 2290 2910 4336 8884]
top_k =  100
Partition function (log Z): -2.781742272593031

Sorted 5' Splice Sites (High to Low Probability):
Position 18: 0.9057353553199303
Position 2956: 0.9038689295455298
Position 4439: 0.8805084845139879
Position 2522: 0.8476138773282025
Position 734: 0.8272182846333053
Position 1575: 0.4730137027353817
Position 7440: 0.3815268908873245
Position 369: 0.2748555235200171
Position 6395: 0.1991200337278419
Position 1634: 0.15635314548799537
Position 5106: 0.04038091286772234
Position 867: 0.0354995837056129
Position 2435: 0.03305013740894474
Position 2561: 0.030020150784368194
Position 13: 0.025416943075445973
Position 950: 0.012518307150885663
Position 983: 0.0051847599389665345
Position 132: 0.0024590133345818842
Position 117: 0.0015593390638383615
Position 353: 0.0014028798834460439
Position 1329: 0.000987746215090473
Position 42: 0.0009067530034460662
Position 576: 0.0007454835913138521
Position 231: 0.00046327208741542237
Position 152: 0.00019857244221458518
Position 154: 2.3944520479006722e-05
Position 162: 2.118291271298681e-05
Position 211: 1.7701868199077825e-05
Position 88: 8.609190957494046e-06
Position 204: 4.2585262163071504e-06
Position 92: 1.2432156314830666e-06
Position 45: 9.980039405098903e-09
Position 98: 8.754676864561052e-09
Position 214: 3.609628546771766e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2910: 0.893003421594958
Position 2290: 0.8761483404216656
Position 4336: 0.8321928560505844
Position 667: 0.5858591224625914
Position 7286: 0.44422410659340517
Position 8884: 0.43419889045595633
Position 1526: 0.41438072239754103
Position 8659: 0.40364617975928246
Position 6322: 0.21801213944765327
Position 283: 0.16334071968962013
Position 575: 0.1453226680344294
Position 1471: 0.14101812534472527
Position 214: 0.08541025540968002
Position 1400: 0.06865443995288704
Position 5057: 0.050082796015682114
Position 824: 0.0449233544490216
Position 713: 0.03803644359796981
Position 4345: 0.02884313159292163
Position 4258: 0.02690784669930261
Position 2335: 0.02349588244217122
Position 5825: 0.019945868821053054
Position 7231: 0.011720816970510136
Position 2387: 0.011339314093538817
Position 642: 0.010873720342374018
Position 2766: 0.010234822692642304
Position 468: 0.009163305819109763
Position 4689: 0.00730423700911368
Position 7788: 0.0068628449428389665
Position 1239: 0.0063013067433142994
Position 623: 0.005981189386819166
Position 2705: 0.004621006336069695
Position 5186: 0.003945845884660766
Position 4551: 0.0036797002818588376
Position 596: 0.002174397083755171
Position 3145: 0.002011690815046433
Position 3039: 0.0019229649231901423
Position 4870: 0.0015942819846721155
Position 521: 0.0012806277498118108
Position 292: 0.0009703031057855704
Position 320: 0.00030124744139407427
Position 231: 0.00018482853328337373
Position 4824: 0.00015043123514281277
Position 162: 8.251700024888313e-05
Position 132: 6.165583559128e-05
Position 259: 6.0682950924008874e-05
Position 135: 5.819335906489745e-05
Position 245: 4.584471858573928e-05
Position 836: 2.282061446640592e-05
Position 137: 2.0488711970679035e-05
Position 402: 1.6155597989205415e-05
Position 535: 1.4726592743236675e-05
Position 444: 9.013688461118311e-06
Position 384: 5.255825888299641e-06
Position 242: 4.388106774222731e-06
Position 144: 4.359951456942955e-06
Position 141: 3.288210589100449e-06
Position 353: 2.863019953496697e-06
Position 368: 2.8380018592698933e-06
Position 329: 2.3234164883021067e-06
Position 756: 1.104435415380379e-06
Position 346: 2.0463370576572405e-07
Position 251: 1.255511389882902e-07
