Gene = Jchain
index = 601
Annotated 5SS: [ 176 1793 5399]
Annotated 3SS: [1671 5317 6364]
SMsplice 5SS: [ 176 5399]
SMsplice 3SS: [5317 6364]
top_k =  100
Partition function (log Z): -6.893656594161933

Sorted 5' Splice Sites (High to Low Probability):
Position 176: 0.9986693734832887
Position 5399: 0.5742983874300535
Position 1837: 0.3753512026977878
Position 1426: 0.24633828736099808
Position 5589: 0.08651874111295914
Position 6523: 0.08322204979059618
Position 4525: 0.0646647951719378
Position 1793: 0.03350380390509331
Position 1375: 0.0011244716687349072
Position 524: 0.00015452349141917223
Position 183: 5.0699710739524563e-05
Position 180: 3.651907737740469e-08
Position 139: 1.2348932009301762e-08
Position 169: 5.748388848034536e-09
Position 425: 5.407621274273222e-09
Position 229: 4.79293770075417e-09
Position 218: 4.61757541044812e-09
Position 154: 4.409012585012404e-09
Position 101: 3.0273094106663854e-09
Position 163: 5.769274313857206e-10
Position 12: 2.511861108343042e-10
Position 299: 1.1707458214590405e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5317: 0.8007728571919133
Position 6364: 0.6630750278545029
Position 1671: 0.24713812812279765
Position 1732: 0.10852559464160597
Position 1229: 0.09847409916447772
Position 4407: 0.07280341561995146
Position 1652: 0.056893915470349415
Position 6227: 0.05554043003867684
Position 1291: 0.05000360553412312
Position 7168: 0.04653871046620185
Position 6721: 0.04437622426180463
Position 1319: 0.041776918206106434
Position 1079: 0.03426947931568975
Position 5568: 0.02788783314689148
Position 3294: 0.017400662826943296
Position 3508: 0.01724446875733747
Position 2055: 0.01506996406887567
Position 1185: 0.010777432518486795
Position 3467: 0.01074551710553844
Position 4098: 0.008881840552517648
Position 577: 0.008300478886770594
Position 3354: 0.007744036357080819
Position 1326: 0.005626068191158052
Position 966: 0.0022851068396336333
Position 1977: 0.0014317153297920106
Position 1155: 0.0013607102791804385
Position 2701: 0.0013507462882960553
Position 1873: 0.0011979288667785895
Position 1279: 0.0009664472387660114
Position 1191: 0.0009637728774819119
Position 719: 0.0008760777676110099
Position 1127: 0.0008251246855837046
Position 514: 0.0007299084569807845
Position 1509: 0.0006344307062768395
Position 1124: 0.00033360444738826965
Position 550: 0.00032681720133374473
Position 1385: 0.00026023117268607376
Position 1580: 0.0001365871962634854
Position 1002: 0.0001271956786687527
Position 1160: 0.00010591473238219115
Position 1144: 8.168552107406843e-05
Position 393: 3.415571691747601e-05
Position 1425: 1.261944958772787e-06
Position 909: 2.823917972196596e-07
