Gene = Nhlrc3
index = 747
Annotated 5SS: [ 273 1021 1701 4848 6907 9791]
Annotated 3SS: [  867  1552  4646  6814  9677 10682]
SMsplice 5SS: [1021 1701 3263 4848 6907 9791]
SMsplice 3SS: [ 1552  2965  4646  6814  9677 12736]
top_k =  100
Partition function (log Z): -2.329989087308295

Sorted 5' Splice Sites (High to Low Probability):
Position 4848: 0.9920049540747334
Position 9791: 0.9668153542834773
Position 6907: 0.9415020009886007
Position 1701: 0.86811379020502
Position 3263: 0.7922524131073642
Position 1021: 0.7628066058051985
Position 273: 0.5613430254340299
Position 10194: 0.2719170740281043
Position 12547: 0.25037160869910846
Position 2270: 0.15020689117796282
Position 12565: 0.10157858726504357
Position 1002: 0.0953060853015779
Position 6199: 0.08825860516388452
Position 6127: 0.06316606022407581
Position 462: 0.06277729036207298
Position 12587: 0.06242205125990624
Position 6616: 0.051961345269870535
Position 1641: 0.049714053918895794
Position 6558: 0.04789440415209179
Position 119: 0.04765650378244439
Position 2511: 0.04334388947858332
Position 2045: 0.030597040726021776
Position 8801: 0.02397646055287514
Position 2843: 0.02376063329243952
Position 10857: 0.022092742066593434
Position 2296: 0.01662099119658642
Position 3872: 0.016553632825687815
Position 7051: 0.015990801777466857
Position 8285: 0.013266034169765802
Position 317: 0.012346304488435518
Position 3101: 0.010977819114462137
Position 2194: 0.005841062679038267
Position 4865: 0.004510689501503811
Position 111: 0.0042699774215540914
Position 6948: 0.0036492269043383626
Position 106: 0.0032711877210416405
Position 294: 0.0031482159583052652
Position 204: 0.0030973016903612285
Position 416: 0.0028345703133566516
Position 427: 0.0027298995683842603
Position 503: 0.002527241816593346
Position 1343: 0.0023228972347387423
Position 6290: 0.001594906848369317
Position 6230: 0.0010848119446397037
Position 10169: 0.00018533177312760873
Position 298: 3.261336555723385e-05
Position 300: 1.3829193396606539e-05
Position 98: 5.761907057399574e-06
Position 304: 4.987426832260068e-06
Position 243: 4.889985148786007e-06
Position 88: 4.668485029195178e-06
Position 262: 1.479887960730092e-06
Position 32: 1.3075400742335046e-06
Position 238: 1.1426110357171885e-06
Position 127: 7.205124010295222e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4646: 0.9965156435762375
Position 9677: 0.9862351723710839
Position 6814: 0.9466524947831347
Position 1552: 0.9069903008254323
Position 12736: 0.8162580520013123
Position 2965: 0.5082404359445898
Position 12472: 0.43016697029929896
Position 867: 0.3902604935886123
Position 3023: 0.23053436083296483
Position 6039: 0.1541043841809693
Position 2160: 0.11147489983274292
Position 6434: 0.10986162913914634
Position 10095: 0.10611004543137405
Position 10062: 0.09299144811892517
Position 10682: 0.08009326318190725
Position 798: 0.07559065334980541
Position 1994: 0.07271963588026618
Position 3167: 0.06445543544427182
Position 12769: 0.05515917560070031
Position 902: 0.05329846393088572
Position 2349: 0.04334388947858333
Position 10065: 0.028255654719662446
Position 9893: 0.027471653667540955
Position 10123: 0.023949514324452616
Position 2773: 0.02376063329243952
Position 8708: 0.020568656840257077
Position 12006: 0.01940214604834567
Position 875: 0.017639167243603496
Position 3719: 0.01655363282568781
Position 1625: 0.010765527421534606
Position 985: 0.010231182308990368
Position 8184: 0.01017121383432868
Position 909: 0.010044505593187099
Position 12130: 0.00928965361075866
Position 1965: 0.007282461002795208
Position 2193: 0.006844513789110591
Position 385: 0.005458686506039517
Position 7009: 0.0044836551700871835
Position 8730: 0.003407803712618061
Position 8164: 0.0030948203354371146
Position 2226: 0.0025803205083122045
Position 2095: 0.002111578477811973
Position 1220: 0.0017890013967876628
Position 358: 0.0009227825379438309
Position 740: 0.0007114141050863184
Position 1234: 0.0005345354561334371
Position 1780: 0.0001264779279512511
Position 1914: 0.00012609836061892624
Position 1496: 7.13762587666514e-05
Position 361: 2.8261413695184286e-05
