Gene = Mesd
index = 671
Annotated 5SS: [ 476 3763]
Annotated 3SS: [3529 5749]
SMsplice 5SS: [ 476 3763 6028]
SMsplice 3SS: [3529 5749 7541]
top_k =  100
Partition function (log Z): -7.197312198436203

Sorted 5' Splice Sites (High to Low Probability):
Position 3763: 0.9924839494999269
Position 476: 0.7675354466234733
Position 6028: 0.6430133337269746
Position 68: 0.39774395455076655
Position 7659: 0.09788941473773191
Position 6421: 0.07543112097797418
Position 6463: 0.07295898235976635
Position 5826: 0.0596758552328016
Position 3140: 0.05691405398904811
Position 875: 0.03601682514779731
Position 63: 0.03371578644178601
Position 2571: 0.032303700320067186
Position 1748: 0.03210178254196937
Position 1321: 0.03049616690924585
Position 120: 0.030097941926802745
Position 2486: 0.028105991152710036
Position 6505: 0.026418592534347023
Position 135: 0.02446156583906734
Position 4883: 0.010482077874362197
Position 789: 0.00493138106521429
Position 110: 0.0021397654059050774
Position 32: 0.001399552982040436
Position 304: 0.0013783669396919662
Position 196: 0.00011133787802746586
Position 142: 7.768505127104404e-05
Position 130: 7.408060712183787e-05
Position 267: 6.916537543625722e-05
Position 147: 4.63422344934968e-05
Position 482: 1.3277759507875546e-05
Position 13: 7.058322376514296e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3529: 0.9796976444694938
Position 5749: 0.6602724486673065
Position 7541: 0.5116756496450984
Position 6937: 0.19241438717676076
Position 6313: 0.17055054351638257
Position 242: 0.16602712343834652
Position 8643: 0.13331916314595796
Position 5708: 0.08622387639228728
Position 303: 0.04994717641039314
Position 3044: 0.049889250486223745
Position 2423: 0.04652316818023593
Position 5497: 0.043545552064511946
Position 765: 0.03090571362639663
Position 8114: 0.028646542806765228
Position 394: 0.027449730064204137
Position 1622: 0.026219053299624928
Position 7278: 0.024884010769854997
Position 6577: 0.022172125122972033
Position 6114: 0.019155258311054316
Position 3504: 0.018739150655730126
Position 3900: 0.01712206276970994
Position 1192: 0.015498228542170953
Position 6591: 0.015301647514254457
Position 2310: 0.013886523292541315
Position 621: 0.010876107853332144
Position 4143: 0.010517111850517494
Position 418: 0.010170664368795324
Position 4479: 0.009346816967784635
Position 6421: 0.008460885407162996
Position 421: 0.008414187777990826
Position 6294: 0.007235667409570815
Position 2896: 0.007024803502824372
Position 1649: 0.005882729242344445
Position 1034: 0.005497499004120917
Position 3832: 0.004578877783559642
Position 4747: 0.004164898240572181
Position 4794: 0.0037898805654853493
Position 1120: 0.0033403084888052846
Position 5534: 0.003181071967794361
Position 267: 0.002886382675937199
Position 4621: 0.002518823296379176
Position 280: 8.535587680755455e-05
Position 665: 1.5328249782508306e-05
Position 157: 1.4320884115011794e-05
Position 4580: 8.47577192547403e-06
Position 168: 4.393327162061893e-06
Position 206: 3.064426951807697e-06
Position 147: 2.470062229678212e-06
Position 183: 1.2432700268652263e-06
Position 469: 9.975090430859589e-08
