Gene = Tma7
index = 1086
Annotated 5SS: [261 417 586]
Annotated 3SS: [ 360  497 4161]
SMsplice 5SS: [261 417 586]
SMsplice 3SS: [360 497 707]
top_k =  100
Partition function (log Z): 3.619530769284203

Sorted 5' Splice Sites (High to Low Probability):
Position 417: 0.9999093038842498
Position 261: 0.9653630409511158
Position 586: 0.9366162260280496
Position 799: 0.3405019643556425
Position 834: 0.049859535316888984
Position 611: 0.02897753714497348
Position 191: 0.026532144178909815
Position 4066: 0.024534888086885226
Position 607: 0.021944603601313433
Position 2014: 0.007747660256951119
Position 89: 0.00572208703728013
Position 630: 0.004235952551880137
Position 171: 0.001858929556586338
Position 125: 0.001043563710274932
Position 225: 0.00044501570569960806
Position 131: 0.00037579257608882184
Position 284: 0.0003218129404892113
Position 590: 9.711544478353626e-05
Position 247: 7.64484443209891e-05
Position 453: 4.148689470711795e-05
Position 200: 1.1268917651764332e-05
Position 16: 7.902738551873631e-06
Position 195: 5.5678870777434655e-06
Position 62: 4.536540619684808e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 360: 0.9999306732066288
Position 497: 0.9956348235972237
Position 707: 0.4979505980896295
Position 2291: 0.21414255146232222
Position 4161: 0.16864111462069434
Position 3180: 0.09415999415382653
Position 4022: 0.07997025393231824
Position 1239: 0.043675273527292266
Position 4289: 0.04152988101084985
Position 4145: 0.035344810780388
Position 2550: 0.029990724743972928
Position 4167: 0.0294584146155423
Position 3086: 0.026162925567644133
Position 4466: 0.017187033005712133
Position 1847: 0.015906723440302993
Position 3396: 0.015610386741665032
Position 1190: 0.01556823969550516
Position 744: 0.015321833710882951
Position 2169: 0.014435665766106491
Position 1642: 0.010204981507853381
Position 1665: 0.009209104263522679
Position 4271: 0.009108792728137681
Position 748: 0.007988330770949839
Position 1439: 0.005583201713437232
Position 684: 0.003992028708460031
Position 501: 0.003945923242566494
Position 2662: 0.003198777991235555
Position 2439: 0.0024432061045415493
Position 1777: 0.0022838596886489274
Position 170: 0.0016794045612087357
Position 1938: 0.0015939148252086914
Position 762: 0.0015042022286298512
Position 877: 0.0013886745509668218
Position 714: 0.0005230389307450238
Position 1885: 0.00044993338499455546
Position 506: 0.0001497314779600028
Position 518: 0.00012547845698656046
Position 218: 5.3803897057931294e-05
Position 527: 4.2428819424792927e-05
Position 536: 4.014196030506154e-05
Position 386: 2.7294151687113824e-05
Position 157: 2.343458439180132e-05
Position 374: 1.0333307401333186e-05
Position 260: 5.986669912135248e-06
Position 395: 5.304405643566534e-06
Position 182: 4.907265625985102e-06
Position 371: 4.060159881484441e-06
Position 239: 3.870438241022638e-06
Position 515: 3.4100518914914805e-06
Position 392: 2.9170905059008523e-06
Position 398: 2.8070812952460633e-06
Position 187: 1.8011370604627764e-06
Position 340: 1.2572407925789934e-06
Position 539: 1.1294085556197712e-06
Position 230: 9.659852803213513e-07
Position 530: 8.22432106679081e-07
Position 149: 5.287032487318494e-07
Position 404: 5.18518706056366e-07
Position 265: 4.875467983186993e-07
Position 313: 3.518063020107856e-07
Position 195: 2.9883745249567893e-07
Position 146: 2.414353040395921e-07
Position 724: 2.3151298525557513e-07
Position 716: 2.161248300610351e-07
Position 108: 1.5847773925339565e-07
Position 93: 1.52337701079531e-07
Position 129: 1.655830647913328e-08
