Gene = D3Ertd751e
index = 315
Annotated 5SS: [   72  2195  4111  6116 11023 11306]
Annotated 3SS: [ 2077  3929  6054 10970 11105 13430]
SMsplice 5SS: [ 408 4111 6116]
SMsplice 3SS: [ 3929  5908 13430]
top_k =  100
Partition function (log Z): -11.657149583506708

Sorted 5' Splice Sites (High to Low Probability):
Position 4111: 0.9585023347528038
Position 6116: 0.9278602206805738
Position 408: 0.6680013022320942
Position 72: 0.4546592027442711
Position 4314: 0.3045995423850795
Position 2220: 0.22575274762914652
Position 2195: 0.16119027287461876
Position 879: 0.10510873211308815
Position 4677: 0.1039595172835473
Position 246: 0.0179328942322818
Position 228: 0.015387090204463681
Position 962: 0.009848983559708452
Position 4587: 0.007919071908353418
Position 149: 0.00511336344225347
Position 224: 0.0019114952305976228
Position 23: 0.0006443302958714134
Position 114: 0.0006157815876650053
Position 61: 0.0003239593777714959
Position 256: 0.0001249398421489358
Position 77: 0.00010888771322545286
Position 59: 6.508361154783227e-05
Position 65: 4.0441967623510954e-05
Position 27: 2.058181640449977e-05
Position 125: 1.8742950823128874e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 3929: 0.9585023347528048
Position 5908: 0.7453903735060073
Position 13430: 0.5075540544695817
Position 2077: 0.3570618175494404
Position 4195: 0.2958171811363771
Position 190: 0.1632622140262653
Position 6773: 0.14183401261069498
Position 5878: 0.14074945449025134
Position 9093: 0.11440685729372926
Position 4528: 0.10926128845419252
Position 6054: 0.08515567320942909
Position 277: 0.06727423932557934
Position 9973: 0.04626259461290084
Position 9690: 0.04137840636428107
Position 8924: 0.035855515827780446
Position 2099: 0.027254238032246945
Position 322: 0.017426307905342428
Position 7381: 0.016689383836260018
Position 7493: 0.016531421862392152
Position 4226: 0.014544444684111892
Position 297: 0.011741767840697243
Position 6516: 0.009437733952341966
Position 8717: 0.008571658525884556
Position 6787: 0.008283939523763672
Position 176: 0.004104752922827791
Position 772: 0.0035473458902966874
Position 282: 0.0029834521799755676
Position 4586: 0.0029343908241209284
Position 4414: 0.002866678583626268
Position 2062: 0.0026269649220777447
Position 685: 0.0024105818686259444
Position 843: 0.0022389872109903337
Position 731: 0.002032144292593616
Position 846: 0.0011762332800103648
Position 666: 0.0008712898279813295
Position 794: 0.000788767274301132
Position 2341: 0.0006619143522331251
Position 791: 0.00021910321394396184
