Gene = Tssc4
index = 1150
Annotated 5SS: [265 602]
Annotated 3SS: [505 686]
SMsplice 5SS: [265]
SMsplice 3SS: [686]
top_k =  100
Partition function (log Z): -8.069331576747285

Sorted 5' Splice Sites (High to Low Probability):
Position 265: 0.9320655386350652
Position 572: 0.22038012396246054
Position 687: 0.02117121500251194
Position 236: 0.01935425230820231
Position 17: 0.017824996487017325
Position 248: 0.015828939712460355
Position 602: 0.015818657990595866
Position 445: 0.015386818096631318
Position 1044: 0.004475511899579852
Position 40: 0.004251726509903196
Position 58: 0.0027831446846639705
Position 29: 0.0017197171319493101
Position 1618: 0.0013473938102383078
Position 65: 0.00011455920205241026
Position 27: 5.7489277969037705e-05
Position 52: 5.008908156193306e-05
Position 21: 3.145005529286164e-05
Position 6: 1.3141446923159344e-05
Position 106: 3.979472093845439e-07
Position 112: 1.4758797233194243e-10
Position 109: 4.887695225021753e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 686: 0.6887963212918692
Position 505: 0.20325959391681453
Position 1579: 0.05552037825623934
Position 527: 0.04120695883915752
Position 787: 0.03979606878759495
Position 547: 0.03942496644358821
Position 357: 0.03450853969984743
Position 846: 0.026964371136029636
Position 1042: 0.02494378855548765
Position 166: 0.012716954160062702
Position 112: 0.011672713687067886
Position 722: 0.011325126874808553
Position 927: 0.010926236805956894
Position 702: 0.010499768477755548
Position 322: 0.006971495010084276
Position 1463: 0.0059007676353163285
Position 720: 0.005362324645867057
Position 1307: 0.004896000248195669
Position 1804: 0.00478039029562511
Position 971: 0.004436994248999541
Position 1551: 0.004270018593353666
Position 1443: 0.003955216621025803
Position 976: 0.003726127277583967
Position 1413: 0.003719148494827589
Position 869: 0.0030241575723915677
Position 808: 0.002867533924397059
Position 422: 0.0020465877564262895
Position 432: 0.0011288184922551377
Position 129: 0.0007395308591643391
Position 359: 0.0006632854123070172
Position 361: 0.0005911064583251755
Position 81: 0.0005289014444101297
Position 152: 0.00040919523057790904
Position 398: 0.0003715098801656741
Position 106: 0.00021959542269754981
Position 377: 0.0001720500845647539
Position 932: 9.802383838037418e-05
Position 1542: 9.244605697333352e-05
Position 395: 7.766833018049925e-05
Position 188: 5.011398185229456e-05
Position 175: 8.053719323446886e-06
Position 179: 4.6106877926202665e-06
Position 379: 1.6872243931118897e-06
Position 227: 9.48657394435266e-09
Position 234: 7.572440349252529e-09
