Gene = Mrap2
index = 693
Annotated 5SS: [   92   852 25353 31588]
Annotated 3SS: [  670 25218 31487 38134]
SMsplice 5SS: [   72   852  1094  4386 10530 16165 19461 19722 31588]
SMsplice 3SS: [  670   979  4328 10406 16075 19382 19602 31487 38134]
top_k =  100
Partition function (log Z): -25.033468374987407

Sorted 5' Splice Sites (High to Low Probability):
Position 1094: 0.9608696542893941
Position 852: 0.7495329031196849
Position 4386: 0.6218709455817476
Position 72: 0.43865087461357083
Position 92: 0.4356237293065459
Position 5347: 0.2934869334073096
Position 370: 0.292868825709568
Position 771: 0.11841506703333107
Position 1969: 0.11154889948012478
Position 28: 0.0626485598182018
Position 500: 0.009005470971029775
Position 879: 0.006790503928923386
Position 529: 0.0044261861614911
Position 60: 0.0036526721299068713
Position 110: 0.0035029145674020223
Position 1005: 0.002875911757477489
Position 116: 0.0028285436684277027
Position 464: 0.00038952940724028837
Position 154: 0.00013748282583194956
Position 150: 0.00012443363175074335
Position 427: 4.028184356569851e-05
Position 169: 2.3232358969372772e-05
Position 126: 6.9146072699879714e-06
Position 138: 6.828043413586024e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 979: 0.8665389729231132
Position 670: 0.832302298965554
Position 10406: 0.5383101448220763
Position 5183: 0.34018699198804314
Position 4084: 0.33795449525675997
Position 4142: 0.28573066740814157
Position 8770: 0.26220471364928155
Position 224: 0.2165246763411882
Position 1781: 0.10989293162595655
Position 983: 0.05522328924796137
Position 6662: 0.05213538837621852
Position 930: 0.039993818390566566
Position 7789: 0.03209604524776777
Position 678: 0.0255707311214906
Position 729: 0.02374841998106355
Position 5793: 0.021461676094383673
Position 278: 0.01980829735673669
Position 6592: 0.018004086016326554
Position 1814: 0.013201033059346957
Position 369: 0.0055482223625732685
Position 195: 0.005443998373268443
Position 1787: 0.0026120444004169192
Position 395: 0.0024381349165835653
Position 1650: 0.002342959491682565
Position 201: 0.0018556214186500155
Position 1604: 0.001658144098753066
Position 1568: 0.0010913103822131297
Position 234: 0.0009677853913890027
Position 258: 0.000807962430633631
Position 281: 0.0007368112932314763
Position 1580: 0.0006854542515751765
Position 556: 0.0005446909494017727
Position 2024: 0.00045710104274659637
Position 446: 0.00031158732734045747
Position 480: 0.00030718472330869154
Position 5157: 0.0002733894736206805
Position 241: 0.00018656542469239142
Position 301: 0.00016928443015952002
Position 336: 8.989019209368196e-08
Position 126: 8.474223058771481e-08
Position 206: 7.542465804959114e-08
Position 150: 4.962994896393369e-08
Position 285: 2.5484899172765066e-08
Position 159: 2.1640369945423953e-08
Position 315: 2.1395667008236216e-08
