Gene = Sgf29
index = 973
Annotated 5SS: [  169 11840 14696 15680 21386 22359 22572 22765 23010]
Annotated 3SS: [11742 14619 15606 21320 22228 22424 22728 22846 23260]
SMsplice 5SS: [  169  6844 11840 14696 15680 21386 22359]
SMsplice 3SS: [ 6747 11742 14619 15606 21320 22228 22728]
top_k =  100
Partition function (log Z): -1.191975188872627

Sorted 5' Splice Sites (High to Low Probability):
Position 6844: 1.0000000000000009
Position 15680: 0.9943644182553577
Position 11840: 0.9392858491161421
Position 14696: 0.9280033680501016
Position 169: 0.8037683305194026
Position 22359: 0.6890174010247065
Position 23010: 0.6716983113111258
Position 22765: 0.5426762387761799
Position 9995: 0.5278528585266277
Position 21386: 0.5250594261157089
Position 22572: 0.2729539246120979
Position 13343: 0.2357946251153445
Position 13576: 0.2303599573110811
Position 22777: 0.19063168072551584
Position 403: 0.1013318456607219
Position 194: 0.09489982381987631
Position 14726: 0.06607234646865152
Position 23341: 0.06363878201193877
Position 11860: 0.05814281390958044
Position 13571: 0.04929033467341348
Position 13666: 0.04809763139373679
Position 13582: 0.037532348110388615
Position 21427: 0.027599774290641584
Position 13030: 0.022528899941491088
Position 17740: 0.01385280006603408
Position 17686: 0.010823867609406426
Position 18297: 0.007871735699164169
Position 13633: 0.007416766288262827
Position 14700: 0.003906735364828679

Sorted 3' Splice Sites (High to Low Probability):
Position 6747: 1.0000000000000009
Position 14619: 0.997982449883581
Position 15606: 0.9732914572284955
Position 22728: 0.9411709470163578
Position 11742: 0.9141708917225766
Position 22846: 0.6962691143527875
Position 22228: 0.6890174010247065
Position 21320: 0.5526592004063503
Position 9826: 0.2815962914678955
Position 22424: 0.2729539246120979
Position 9766: 0.2462565670587322
Position 23260: 0.2364156356015191
Position 13501: 0.23334710457000607
Position 23120: 0.19481337873555135
Position 23078: 0.1577702668182433
Position 13256: 0.14900528041198274
Position 13434: 0.13934993320687672
Position 11798: 0.08325777130314611
Position 23521: 0.07111211254235995
Position 13253: 0.06199250345979064
Position 22701: 0.04945473002109993
Position 12956: 0.04732574118506217
Position 23154: 0.04547062574848882
Position 22889: 0.03256617986229961
Position 23306: 0.030461336616528126
Position 17564: 0.024676667675440488
Position 22849: 0.013005194781032056
Position 15489: 0.012231943292851408
Position 15629: 0.008747689079109213
Position 18116: 0.003982026345441345
Position 18262: 0.003889709353722826
Position 23338: 0.00013549072849369976
Position 15494: 9.332865490149347e-05
