Gene = Cdiptos
index = 241
Annotated 5SS: [ 410  617  984 1245 1471]
Annotated 3SS: [ 531  838 1210 1412 3015]
SMsplice 5SS: [ 617 1471]
SMsplice 3SS: [1412 3015]
top_k =  100
Partition function (log Z): -9.89264267014401

Sorted 5' Splice Sites (High to Low Probability):
Position 617: 0.8036927158947157
Position 1245: 0.642944142448754
Position 1471: 0.6149707907097006
Position 2496: 0.04784818949361307
Position 2476: 0.031216609590261082
Position 984: 0.016997359799573803
Position 1315: 0.013420026217303838
Position 254: 0.00991006214947388
Position 580: 0.009315663368824141
Position 1566: 0.009067652358168652
Position 1798: 0.008087029513960958
Position 14: 0.0021372237800455947
Position 410: 0.0021310162825333417
Position 225: 0.0020995014437099977
Position 190: 0.0020857379781929323
Position 414: 0.001669380164610457
Position 606: 0.0012873092229361512
Position 86: 0.0006673070586809233
Position 372: 0.00041653066801840505
Position 290: 0.00037433888899441963
Position 98: 0.00030276818698387784
Position 1482: 0.00023896055269749818
Position 635: 0.00022965558076097552
Position 208: 0.00018942739749716405
Position 470: 0.00017083341047455496
Position 56: 0.00010333691997116472
Position 268: 9.846402500680175e-05
Position 738: 9.73348068692169e-05
Position 433: 7.225127965458952e-05
Position 421: 5.487393770308578e-05
Position 490: 3.6944378746179165e-05
Position 342: 3.372382899219627e-05
Position 496: 5.465745359666007e-06
Position 492: 5.387256167883017e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1412: 0.5437330419707839
Position 3015: 0.5282691639753726
Position 2365: 0.27780174497131943
Position 1152: 0.1662763089285869
Position 838: 0.1554313828729728
Position 1080: 0.11800948101855034
Position 1369: 0.11580524214069783
Position 1383: 0.06562012368114596
Position 1725: 0.06494573283304386
Position 1125: 0.05413889047133925
Position 1210: 0.029827593655543685
Position 1052: 0.017262493815377204
Position 531: 0.01278549252201644
Position 1271: 0.011831963966771894
Position 3111: 0.009932362952232533
Position 1008: 0.009357168801477887
Position 2466: 0.00835898562115322
Position 1762: 0.007960155147184827
Position 1628: 0.0058264003979652396
Position 1675: 0.004344213107360807
Position 1039: 0.0038801929846263884
Position 1632: 0.0018312744959651987
Position 1224: 0.001687430566011245
Position 1340: 0.0016727694343433575
Position 940: 0.0015240080879629157
Position 508: 0.0010829272747717958
Position 876: 0.0006772579688293508
Position 1231: 0.0005292126597124456
Position 555: 0.000445918187759864
Position 857: 0.0004275175807600838
Position 814: 0.0003797591314257399
Position 605: 0.00011573049460791839
Position 398: 8.016693687770792e-05
Position 924: 6.0746149623738696e-05
Position 1274: 5.180235918553124e-05
Position 534: 8.257633273897869e-06
Position 403: 5.0995423249776715e-06
