Gene = Uri1
index = 1169
Annotated 5SS: [  433 22856 36673 37932 49937 50163 52222 54312 56150 57077]
Annotated 3SS: [22820 36593 37795 49844 50104 52052 53962 56009 56832 57844]
SMsplice 5SS: [  433  1294 22856 36673 37932 52222 54241 55923 56150]
SMsplice 3SS: [ 1200 22820 36593 37795 52052 54172 55796 56009 57938]
top_k =  100
Partition function (log Z): -40.54659748453037

Sorted 5' Splice Sites (High to Low Probability):
Position 1294: 0.8090964097215337
Position 433: 0.7451643885040042
Position 4873: 0.3068726566632329
Position 4868: 0.16758254585386023
Position 117: 0.15377795980547115
Position 186: 0.07481602807786249
Position 8041: 0.05056959629773952
Position 403: 0.006488205513113522
Position 594: 0.006049394887207097
Position 144: 0.005166826250689982
Position 127: 0.004641784554831546
Position 1289: 0.0021197056705739843
Position 2157: 0.0008638574471047327
Position 2447: 0.0008378440560916668
Position 616: 0.0006383832967751432
Position 973: 0.0005644094676314325
Position 612: 0.0005580664443568654
Position 265: 0.0005043273373446051
Position 333: 0.0004373817216306506
Position 653: 0.0004271211495813172
Position 73: 0.0003984042266404816
Position 690: 0.0003070468833445776
Position 845: 0.000270093330256575
Position 602: 0.00019968254343814232
Position 832: 0.00017127777746865047
Position 1306: 4.65697485889043e-05
Position 476: 3.245663753557684e-07
Position 43: 1.3835864861682027e-07
Position 213: 1.22498552055095e-07
Position 71: 1.1686953972816025e-07
Position 218: 6.335301600658821e-08
Position 125: 5.101562578717562e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1200: 0.8316319100450503
Position 8260: 0.6356603878883551
Position 4791: 0.454260094208828
Position 7892: 0.10362463622141252
Position 10329: 0.1009246668688428
Position 4847: 0.037377767549923065
Position 6454: 0.03682763797446161
Position 3589: 0.03095087019859426
Position 5085: 0.01778625276843181
Position 5986: 0.016003813614181503
Position 2051: 0.01317976981084897
Position 2239: 0.012771822357718555
Position 5097: 0.00950708311257916
Position 3944: 0.006094635837645222
Position 4515: 0.005933964069459644
Position 6836: 0.005316491000588765
Position 4600: 0.0027661362577114258
Position 2566: 0.002673997750336779
Position 2104: 0.002327935703508037
Position 5256: 0.0021923319308537934
Position 3633: 0.00192787845944369
Position 3053: 0.0011723457851846486
Position 2248: 0.001125874555004918
Position 2733: 0.001012319191677872
Position 2524: 0.0010072977424416282
Position 2495: 0.0009459981421819724
Position 2136: 0.0007076859871460126
Position 1528: 0.0006142337650158574
Position 1617: 0.0005633962363526202
Position 1962: 0.0005334881192615426
Position 286: 0.0004649050881537906
Position 2242: 0.000440646570962512
Position 1133: 7.38970419740585e-05
Position 367: 4.866105201424483e-05
Position 306: 4.7402107323869665e-05
Position 1209: 2.4267005023338353e-05
Position 1074: 2.1954855123991724e-05
Position 357: 6.279398730210315e-06
Position 1147: 4.511530107136629e-06
Position 351: 3.8988040987280995e-06
Position 345: 3.892687095791066e-06
Position 400: 3.377568418774306e-06
Position 327: 1.2031140689675748e-06
Position 376: 1.0893660312710525e-06
Position 426: 1.076860240646034e-06
Position 204: 8.05365453183176e-07
Position 1246: 1.9232429142797374e-07
