Gene = Tchp
index = 1064
Annotated 5SS: [  201  1079  1758  3550  5733  7042  7906  8142  9850 10701 12005 12509]
Annotated 3SS: [  893  1546  3492  5663  6867  7792  8074  9676 10618 11818 12364 13347]
SMsplice 5SS: [  201  1079  3550  5733  7042  7906  8142  9850 10701 12005 12509]
SMsplice 3SS: [  893  3492  5663  6867  7792  8074  9634 10618 11818 12364 13347]
top_k =  100
Partition function (log Z): 14.918069355985603

Sorted 5' Splice Sites (High to Low Probability):
Position 8142: 0.9999999999999986
Position 7042: 0.996253920999414
Position 9850: 0.9882920123837913
Position 7906: 0.958976263234864
Position 3550: 0.9309517318917857
Position 12509: 0.9158832870210372
Position 201: 0.9050724792664396
Position 10701: 0.87468432364964
Position 5733: 0.7727091962453189
Position 1121: 0.7030818154753726
Position 11245: 0.5844192199400281
Position 12005: 0.5788390400018504
Position 3893: 0.4869072659478624
Position 5500: 0.3171749586418857
Position 1453: 0.29279137068516625
Position 782: 0.23910988845856915
Position 10343: 0.23185422009098067
Position 414: 0.154072474476127
Position 12796: 0.12136243676076258
Position 11736: 0.1194353679408975
Position 10974: 0.08650415405162416
Position 1083: 0.04539713101856889
Position 7372: 0.040939848479751906
Position 3028: 0.03585065783987809
Position 773: 0.03511817881490941
Position 1758: 0.033646186400311764
Position 2983: 0.033599340711208986
Position 5814: 0.028346740076594896
Position 1089: 0.027576076155244728
Position 10288: 0.021889709288777568
Position 7376: 0.021653809251668946
Position 313: 0.01758955906215876
Position 12750: 0.01741167238313068
Position 704: 0.01586955970434662
Position 1867: 0.014963131465541811
Position 11154: 0.014058879185545933
Position 2328: 0.013082164828852789
Position 1085: 0.012112739348371659
Position 7940: 0.012076302070428865
Position 361: 0.010332461639387395
Position 9166: 0.007728504521561481
Position 3715: 0.006679310549280239
Position 137: 0.006041830516295259
Position 5851: 0.00574480416158059
Position 6291: 0.005471525437691561
Position 11346: 0.004921265078305799
Position 10674: 0.004587305153043941
Position 194: 0.003946515428511919
Position 12524: 0.0037659996220458258
Position 7075: 0.003746079000584459
Position 1132: 0.003589163543193685
Position 477: 0.0030083700372925677
Position 459: 0.0022735584732864436
Position 3582: 0.002056982473433299
Position 7996: 0.0011572758422798049
Position 10696: 0.0011442742854555106
Position 799: 0.0009624442247640554
Position 10835: 0.0006001124397575153
Position 238: 0.0005193729684603336
Position 263: 0.00043385270052199147
Position 186: 0.00035355811149894784
Position 260: 0.00010340004573379536
Position 253: 9.555570447951346e-05
Position 9013: 8.777517273006885e-05
Position 8946: 4.919289004951445e-05
Position 102: 4.870869653875187e-05
Position 93: 1.1761960258049693e-05
Position 573: 8.791710158817095e-06
Position 97: 5.579635275738053e-06
Position 49: 3.680658689939058e-06
Position 28: 3.5299110891399885e-06
Position 227: 3.2621436575815554e-06
Position 508: 1.1810120070805258e-06
Position 289: 9.734228074734553e-07
Position 13: 5.638641845561073e-07
Position 11: 4.283329509281048e-07
Position 386: 1.6304911925956367e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6867: 0.999999999999998
Position 3492: 0.9994487538266438
Position 8074: 0.9907074908831006
Position 7792: 0.9675042691005096
Position 12364: 0.9403690979316881
Position 10618: 0.8959001356245115
Position 5663: 0.7995002753828849
Position 13347: 0.7953099050399697
Position 9634: 0.6469131836363315
Position 11818: 0.5896660685368573
Position 11079: 0.559138517325772
Position 893: 0.47534277349905935
Position 5427: 0.324475423742495
Position 928: 0.3190259192014284
Position 9676: 0.25985195806461353
Position 670: 0.25984141965982654
Position 3732: 0.2128496630610142
Position 3792: 0.2046652090072793
Position 1273: 0.19206815776171482
Position 10182: 0.12047980734228246
Position 11595: 0.11943536794089755
Position 12675: 0.07009146888098805
Position 9700: 0.06732062539300122
Position 11117: 0.06178604138401243
Position 14332: 0.06139222198562101
Position 12598: 0.060686443415801254
Position 13985: 0.06052403885623365
Position 1365: 0.0559298986810383
Position 360: 0.0554098003547386
Position 10100: 0.04995798508221757
Position 10193: 0.04280925672450113
Position 339: 0.04127276393459087
Position 1643: 0.04109445479835977
Position 10875: 0.03903296910917561
Position 2912: 0.038836729408832274
Position 1317: 0.038039694827579414
Position 7223: 0.0362846834442712
Position 2956: 0.03061326914225481
Position 312: 0.02836218460208106
Position 10824: 0.024658239912123212
Position 12637: 0.023282606911077523
Position 10166: 0.01569752834154169
Position 7163: 0.015174016827807299
Position 14297: 0.015169486592631787
Position 9657: 0.014206245289844703
Position 2225: 0.013082164828852785
Position 10000: 0.01005774947872283
Position 503: 0.009879552680148753
Position 3862: 0.00963166496742389
Position 8008: 0.0092923589055367
Position 7274: 0.006769620269195762
Position 10780: 0.0063012396845576555
Position 10266: 0.006012460172971353
Position 10143: 0.0060023693917182685
Position 9092: 0.005552873500287659
Position 6211: 0.005471525437691551
Position 7816: 0.0047055720470622325
Position 7313: 0.004043793958372606
Position 1529: 0.003785573755765423
Position 1546: 0.0037292893117284315
Position 12717: 0.003245903132052989
Position 10075: 0.0027267728458027322
Position 9118: 0.0021756310212738177
Position 10482: 0.0016275852491530202
Position 1015: 0.0014375801384570565
Position 335: 0.0012652998038462507
Position 597: 0.0007689994272336039
Position 953: 0.000498089533817514
Position 692: 0.000358404320986519
Position 7212: 0.00032154323177404135
Position 8830: 6.654279434393525e-05
Position 8899: 5.308256031552784e-05
Position 272: 2.537569713087973e-05
Position 8782: 1.7342708120120206e-05
Position 386: 1.3904713135973294e-05
Position 8093: 1.400116582813287e-07
Position 8050: 1.019970282993986e-08
