Gene = Ndufa3
index = 735
Annotated 5SS: [  35  319 2135]
Annotated 3SS: [ 243 2056 2627]
SMsplice 5SS: [ 127  319 2135]
SMsplice 3SS: [ 243 2056 2627]
top_k =  100
Partition function (log Z): -2.2620911130179473

Sorted 5' Splice Sites (High to Low Probability):
Position 2135: 0.984475696006214
Position 319: 0.9016403384900668
Position 127: 0.5014600191678882
Position 35: 0.31622249829030186
Position 768: 0.19223569529737797
Position 967: 0.1622488377180882
Position 45: 0.07307086360266225
Position 1391: 0.025542394541284957
Position 599: 0.02102473583587874
Position 1905: 0.011871225668473923
Position 633: 0.005465297800969899
Position 67: 0.004968386909282522
Position 178: 0.0038144947111004926
Position 458: 0.0026419563392711364
Position 165: 0.0026177977788153306
Position 1342: 0.0019187572751372488
Position 39: 0.0009742014752953966
Position 134: 0.000823518161896847
Position 103: 0.0006487835337959874
Position 83: 0.000476779003195502
Position 2091: 0.00042951733153961236
Position 95: 0.00012304476744930376
Position 156: 0.00010828093599366188
Position 109: 3.65292047197388e-05
Position 70: 3.586924781823018e-05
Position 198: 2.3391361331105116e-05
Position 7: 1.2255563101492284e-05
Position 191: 4.2446679825013074e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2056: 0.958556268110892
Position 243: 0.8146068677253333
Position 2627: 0.7385744689161444
Position 2579: 0.16089117240032771
Position 853: 0.13938101828221738
Position 653: 0.10647588392963493
Position 626: 0.03974752958230025
Position 487: 0.03560389818011245
Position 1987: 0.028415823587187708
Position 2272: 0.02801430154648588
Position 1215: 0.02140605403038123
Position 2440: 0.02089273274349125
Position 548: 0.01829401257781565
Position 901: 0.014125492554693551
Position 2459: 0.012656499489266048
Position 1785: 0.012495819618621189
Position 2555: 0.011686975691059191
Position 263: 0.010530895112150006
Position 2364: 0.00738312319926449
Position 1887: 0.006535927987629018
Position 1259: 0.006055097786040974
Position 2677: 0.004295712514735879
Position 529: 0.0028203433946530254
Position 677: 0.0023771630818517405
Position 662: 0.0022945110677909325
Position 2268: 0.0019842562986211306
Position 411: 0.0017556168246343408
Position 584: 0.0016750968059277694
Position 2667: 0.001634076888549353
Position 2479: 0.0008318725674809791
Position 2316: 0.0006783003728383234
Position 2287: 0.0006097913233088539
Position 2313: 0.0003775748986036143
Position 598: 0.0002353369465371774
Position 568: 0.00022167675530066947
Position 491: 0.00020835699184054856
Position 533: 0.0001305107492175415
Position 725: 0.0001228073942033014
Position 140: 0.00012037170796285586
Position 556: 0.00010108918430148559
Position 218: 6.973373560059993e-05
Position 145: 3.5191976239607324e-05
Position 365: 1.4646337202758617e-06
Position 278: 1.2068326670798196e-06
Position 170: 1.1770229252069542e-06
Position 281: 7.252225993326627e-07
Position 109: 6.919959767457729e-07
Position 210: 5.288907377028123e-07
Position 207: 3.6155705918017507e-07
