Gene = Haus5
index = 533
Annotated 5SS: [  164  1772  1900  2059  3126  3366  4736  4901  5455  5706  5932  6142
  6492  7157  7396  7833  8046 10825]
Annotated 3SS: [ 1708  1866  2033  3019  3205  4665  4817  5396  5580  5867  6010  6328
  7075  7249  7720  7915 10691 10938]
SMsplice 5SS: [  164  3366  4736  4901  5455  5706  6142  6492  7157  7396  7833  8046
 10825]
SMsplice 3SS: [ 3205  4634  4817  5396  5580  5867  6328  7075  7249  7720  7915 10691
 10938]
top_k =  100
Partition function (log Z): 15.192199347380274

Sorted 5' Splice Sites (High to Low Probability):
Position 8046: 0.999754458217757
Position 10825: 0.9842208588204937
Position 3366: 0.9613312077437736
Position 7157: 0.900909933543664
Position 6492: 0.8915747276952207
Position 4901: 0.8843526289941228
Position 4736: 0.8751355600004164
Position 7833: 0.8745342282572748
Position 164: 0.836087407893647
Position 5706: 0.833372771177954
Position 7396: 0.7390667028707466
Position 5455: 0.6310934777984178
Position 6142: 0.5979271167777352
Position 2059: 0.5487053965334329
Position 5932: 0.5290662145662964
Position 1772: 0.288155676337897
Position 7455: 0.2223716754561958
Position 2207: 0.22158428872284128
Position 3126: 0.15378911387499103
Position 1900: 0.10498588973151224
Position 160: 0.08154609366878035
Position 9526: 0.06874264965207481
Position 7162: 0.06415964944377195
Position 2949: 0.05396948028027638
Position 123: 0.03874245849797704
Position 3302: 0.03202106592340064
Position 181: 0.025857251943820266
Position 11030: 0.022887321540617275
Position 5482: 0.02032094008798231
Position 6110: 0.01656212118360712
Position 5661: 0.013282111500399126
Position 216: 0.008664346319836978
Position 3390: 0.006523899558799435
Position 4046: 0.005600117799013387
Position 4928: 0.005383536054539773
Position 4006: 0.005206316918180664
Position 2134: 0.004542257488888494
Position 186: 0.003421187243458146
Position 1198: 0.003106256380638861
Position 1758: 0.0024490447228591905
Position 7498: 0.00214919566461119
Position 7891: 0.0008681119543000966
Position 334: 0.0004176532270122999
Position 963: 0.00036799922218838595
Position 3651: 0.0001678368688603228
Position 3559: 0.0001294181835804749
Position 1697: 0.00010268321634419056
Position 3286: 4.649409875027595e-05
Position 10814: 3.180979590167136e-06
Position 252: 1.1639507037366243e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 10691: 0.9905050507235145
Position 10938: 0.9836298565866124
Position 7075: 0.9650695829874356
Position 7915: 0.9500007658001597
Position 7249: 0.9314555657968282
Position 4817: 0.8847188152101712
Position 7720: 0.8598276284909376
Position 5867: 0.8566698688852189
Position 5580: 0.8547602747625335
Position 3205: 0.830567878815882
Position 6328: 0.7677919066539984
Position 5396: 0.6479192268924858
Position 4634: 0.6254828076058839
Position 1866: 0.4726793811091575
Position 2033: 0.27587871885482085
Position 4665: 0.2525303398474544
Position 1708: 0.23479927652478957
Position 6010: 0.19440619323703767
Position 3270: 0.16935451463596427
Position 3019: 0.1375653533335736
Position 2124: 0.0803966265435667
Position 9440: 0.06874264965207481
Position 2914: 0.0664977988548777
Position 5931: 0.06594483970419676
Position 6395: 0.06437810722470663
Position 6352: 0.038695058372459804
Position 1588: 0.030627118993772014
Position 1939: 0.02547460351472766
Position 11125: 0.022989636465507335
Position 7292: 0.022295115644702344
Position 7958: 0.021709553338481527
Position 6264: 0.018881780460227867
Position 6094: 0.01685814212426337
Position 7938: 0.01587576974395336
Position 1682: 0.013556794060787036
Position 7976: 0.012332271202555959
Position 1511: 0.011532957524530091
Position 3923: 0.010806434717194058
Position 7760: 0.00889112289595979
Position 11002: 0.0074976461728457015
Position 7270: 0.007223475078674516
Position 1646: 0.005100689282905203
Position 5399: 0.005066207486654833
Position 2869: 0.0036957158396941623
Position 7617: 0.003082062505624614
Position 7670: 0.002991097859295122
Position 2099: 0.002631357413785372
Position 1603: 0.002582372603089573
Position 1514: 0.002578133222363653
Position 7306: 0.0022098332662813234
Position 4862: 0.0021397623855696634
Position 1022: 0.0021318999858848738
Position 2191: 0.0018914003863345816
Position 1549: 0.0018887888956877292
Position 1996: 0.0018672845759085423
Position 6279: 0.0018278749838281174
Position 11270: 0.0016741514947821105
Position 1140: 0.000771901895696783
Position 1362: 0.0007058365153630601
Position 7780: 0.0006105437943564546
Position 813: 0.0005602265224394198
Position 1444: 0.00044398232218894874
Position 1413: 0.000407528210188788
Position 7333: 0.00040358420506708
Position 3442: 0.000297255052440798
Position 8896: 0.00023251177118375447
Position 2175: 0.0002199489450451772
Position 8375: 0.00016455283153227494
Position 11161: 0.000162539210759455
Position 7981: 8.152458025016401e-05
Position 765: 1.0227198806171308e-05
Position 10894: 9.874301721936336e-06
