Gene = Fam174b
index = 395
Annotated 5SS: [  527 26317]
Annotated 3SS: [26184 34593]
SMsplice 5SS: [  527 26317 31922 34685 35794]
SMsplice 3SS: [26184 31820 34593 35621 36018]
top_k =  100
Partition function (log Z): -26.739752405107478

Sorted 5' Splice Sites (High to Low Probability):
Position 527: 0.8230782062587143
Position 1197: 0.5993313829325108
Position 910: 0.44236535429903795
Position 1872: 0.32299868706800167
Position 4483: 0.18641658599320304
Position 3420: 0.1452597735701895
Position 1112: 0.06276810721958521
Position 181: 0.03916420180588604
Position 633: 0.029693231223038897
Position 465: 0.01977742136980178
Position 119: 0.011431604732887062
Position 1102: 0.010958777862229785
Position 340: 0.003490605365364075
Position 1886: 0.003130429692232063
Position 293: 0.002038591290392795
Position 414: 0.001184817104054129
Position 185: 0.00022732332122168446
Position 149: 6.642454553427193e-05
Position 439: 4.2132771482742086e-05
Position 411: 4.081060085440746e-05
Position 39: 3.416619101034128e-05
Position 769: 6.473587322006931e-06
Position 402: 2.4684124589428087e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 983: 0.37719562738259815
Position 1771: 0.3306596607908896
Position 5944: 0.3131865806639403
Position 3307: 0.3070108279777231
Position 4367: 0.2747256166606694
Position 4815: 0.2692331606474655
Position 760: 0.26473828758527107
Position 1101: 0.14959774108620594
Position 1026: 0.14906271183897873
Position 1002: 0.11562624277049974
Position 728: 0.030724521459206244
Position 780: 0.023733443019355226
Position 874: 0.020691396961146396
Position 1852: 0.01801927652514383
Position 2716: 0.01719722973721914
Position 632: 0.009349858373714173
Position 430: 0.006937197343283782
Position 786: 0.0049270190144467246
Position 458: 0.004596869366250027
Position 2870: 0.004082693436432463
Position 286: 0.0035198400168950624
Position 1937: 0.0020924521525879057
Position 660: 0.0015151623432904675
Position 526: 0.0014861125733647007
Position 1297: 0.0014575016003067786
Position 487: 0.0006838841633216642
Position 829: 0.0006409659738469141
Position 740: 0.0003912040160844525
Position 359: 0.00014907874684563896
Position 397: 9.268258087750765e-05
Position 311: 7.86035886542615e-05
Position 400: 4.938352977603114e-05
Position 288: 4.4832801522819274e-05
Position 1130: 4.7485638286900975e-06
Position 388: 2.03257351790301e-06
Position 293: 1.577248357326595e-06
Position 194: 1.4559818826920423e-06
Position 321: 8.093970612114133e-08
Position 318: 1.51819090492918e-08
