Gene = Igfl3
index = 563
Annotated 5SS: [  52 3580 3826]
Annotated 3SS: [3251 3755 5243]
SMsplice 5SS: [  52 3580 3826]
SMsplice 3SS: [3251 3755 4183]
top_k =  100
Partition function (log Z): -8.416284226368923

Sorted 5' Splice Sites (High to Low Probability):
Position 3580: 0.8187957297636919
Position 52: 0.8114089743679075
Position 3826: 0.5716086991108679
Position 3978: 0.1436854577653357
Position 569: 0.12338860153939304
Position 1834: 0.04252941180510926
Position 4499: 0.03942524703186852
Position 581: 0.03907012998554353
Position 3134: 0.02609320365202581
Position 432: 0.02172154500205909
Position 670: 0.020737023798878908
Position 619: 0.020588752782631194
Position 2143: 0.019454290234013207
Position 4768: 0.016118646616058913
Position 3860: 0.008907604190825322
Position 909: 0.0051791450373426555
Position 56: 0.00023507741604078614
Position 519: 1.7713280736609965e-05
Position 287: 1.276081154038262e-05
Position 119: 6.5318131310041185e-06
Position 82: 5.811688788747514e-06
Position 136: 3.2667467551949386e-06
Position 131: 2.3400131506993296e-06
Position 123: 2.1118688468941914e-06
Position 127: 1.7260969629007474e-06
Position 84: 7.318374939563154e-07
Position 232: 5.504627912228095e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3755: 0.833763421325168
Position 3251: 0.6264933292932929
Position 4183: 0.4180188650516218
Position 5243: 0.16080621221814043
Position 3444: 0.12717562870030455
Position 4638: 0.1172489828888533
Position 3326: 0.06293793610555519
Position 3971: 0.04187016189549319
Position 3062: 0.04163981960667109
Position 1633: 0.03717432246066113
Position 819: 0.030129378389005427
Position 3290: 0.02833053982981155
Position 2048: 0.01945429023401321
Position 368: 0.018514704067932288
Position 4037: 0.01741228211907441
Position 4359: 0.016528000326853143
Position 4387: 0.016399388822674874
Position 4561: 0.013604668677733415
Position 4065: 0.011297991282511882
Position 5043: 0.010754909181201958
Position 3806: 0.009071140922084952
Position 5187: 0.008260976829270386
Position 3567: 0.007808028544748559
Position 1649: 0.006841918861500507
Position 4194: 0.005924950479957087
Position 341: 0.005866151927613531
Position 5271: 0.005859177979064233
Position 471: 0.004644468753159114
Position 3912: 0.004316621991566293
Position 3901: 0.0038152679966545868
Position 254: 0.0037804423522035378
Position 5300: 0.0029879433911090105
Position 278: 0.002308023199782374
Position 1203: 0.001958053633096168
Position 669: 0.0018084111519456963
Position 210: 0.0012213363760705798
Position 295: 0.000810017782662655
Position 345: 0.000755157887378214
Position 432: 0.0007007127971913103
Position 3608: 0.0006099116854925234
Position 458: 3.633306877573603e-05
Position 501: 1.377842353005313e-05
Position 493: 1.1901097914976403e-05
Position 448: 8.676075600338543e-06
Position 486: 7.940501351499197e-06
Position 445: 6.687917222866885e-06
Position 439: 6.303238268807563e-06
Position 136: 5.917377998796189e-06
