Gene = Urad
index = 1168
Annotated 5SS: [284]
Annotated 3SS: [6974]
SMsplice 5SS: [ 284 2259]
SMsplice 3SS: [2171 6974]
top_k =  100
Partition function (log Z): -8.090596271172583

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.9845023891755526
Position 2259: 0.510793448859623
Position 3279: 0.19226988282645202
Position 6473: 0.04407333976822588
Position 2023: 0.03536528969360685
Position 124: 0.019822833928542363
Position 7056: 0.019241060824006742
Position 2380: 0.01494606146546811
Position 2228: 0.007583268121643749
Position 4624: 0.007199574033670105
Position 1630: 0.00428067788970243
Position 883: 0.00353957328849123
Position 118: 0.0027933983329586575
Position 464: 0.0010921579521784449
Position 1622: 0.0010600688701230593
Position 302: 1.652800590934792e-05
Position 172: 1.3846920760063264e-05
Position 157: 1.1230501858349124e-05
Position 7: 6.832859431079279e-06
Position 151: 3.057916666300432e-06
Position 95: 2.6314307818917653e-06
Position 159: 1.3437526299440476e-06
Position 311: 1.637740428708603e-07
Position 11: 1.2383037708390407e-07
Position 326: 7.861370213363814e-08
Position 300: 7.44022343190786e-08
Position 207: 6.320855234574389e-08
Position 9: 3.1464784180621856e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6974: 0.7015996494901677
Position 2171: 0.5306609366546436
Position 3129: 0.12565271459317864
Position 6169: 0.10022226762067439
Position 6604: 0.08302633023091474
Position 3152: 0.0594985343294164
Position 7166: 0.039528766405671885
Position 1517: 0.030005465310048076
Position 6811: 0.023897075984279505
Position 2964: 0.019201995871601034
Position 6936: 0.017046080984114108
Position 4571: 0.015281535403582314
Position 2156: 0.01322745831399972
Position 6600: 0.011963078994547901
Position 1732: 0.00945004361749945
Position 2482: 0.008118748803991598
Position 5234: 0.007486662959013836
Position 213: 0.007240105098611876
Position 2128: 0.006809207846712521
Position 1850: 0.00672085690795973
Position 6500: 0.005686471172306647
Position 1860: 0.003392567038198363
Position 419: 0.003166014030509469
Position 3591: 0.0031553180084522518
Position 1937: 0.002697290000709856
Position 1832: 0.002023941061165923
Position 1769: 0.001784169462759753
Position 235: 0.0014485653138162917
Position 715: 0.0008596756802401152
Position 1240: 0.0008586532478213073
Position 1522: 0.0007716675128763544
Position 2419: 0.0007568712651421027
Position 751: 0.0006819034481000021
Position 1997: 0.0006516600807086711
Position 1076: 0.0006147851641911884
Position 367: 0.0005981175257140041
Position 2633: 0.0005250469471729642
Position 2532: 0.0005083465960967457
Position 2349: 0.0004316713843504321
Position 1486: 0.0003779248735049706
Position 770: 0.00037203192015653055
Position 1195: 0.00033489474386134933
Position 429: 0.0002812049913443191
Position 241: 2.1683339412137046e-06
Position 2203: 5.564882087982403e-07
