Gene = Mrps21
index = 714
Annotated 5SS: [  67 1026]
Annotated 3SS: [ 903 8586]
SMsplice 5SS: [  67 1026]
SMsplice 3SS: [ 903 2121]
top_k =  100
Partition function (log Z): -9.522229241697888

Sorted 5' Splice Sites (High to Low Probability):
Position 67: 0.9697730855725173
Position 1026: 0.7155140538489625
Position 836: 0.25634630696956634
Position 1554: 0.0876758799592882
Position 1004: 0.01138415544893369
Position 2220: 0.006230641804547322
Position 1072: 0.006082434925674667
Position 1534: 0.0023461323929751202
Position 593: 0.0021326629421102696
Position 1067: 0.0007970758824434625
Position 443: 0.0005386657136464689
Position 29: 0.0003226087755216423
Position 114: 0.0002896606601689788
Position 198: 0.00012202035451763774
Position 83: 9.21083065807586e-05
Position 689: 1.0607887583095528e-05
Position 315: 3.842949548031394e-06
Position 375: 2.923165673453738e-07
Position 46: 1.259334323710602e-07
Position 518: 1.397118689136861e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 903: 0.5936951857577075
Position 2121: 0.3269064474865716
Position 630: 0.1867376337580048
Position 3187: 0.14152881918830948
Position 1408: 0.13864746957906066
Position 876: 0.10558165535362048
Position 7666: 0.06749404175571161
Position 3642: 0.06683510428487548
Position 4316: 0.06643743605625287
Position 5718: 0.05404511969406856
Position 2729: 0.049683338074471464
Position 3883: 0.035979795944986084
Position 1851: 0.033530910661495654
Position 5642: 0.028912993389808073
Position 738: 0.025174131164574426
Position 1443: 0.021477465721609062
Position 926: 0.01912068853908283
Position 447: 0.018968348474298825
Position 2678: 0.014129943023596651
Position 1777: 0.012424594444607143
Position 971: 0.010110906957125104
Position 758: 0.006738431283622297
Position 3921: 0.00669998942295711
Position 3524: 0.005241710058275564
Position 3011: 0.0046561675588325776
Position 910: 0.003691947997698914
Position 1025: 0.0027906462061697817
Position 632: 0.002256811725666302
Position 1232: 0.002047958852219996
Position 919: 0.0018149834740336704
Position 726: 0.001568256947824813
Position 939: 0.001193761727184634
Position 266: 0.0010441737140157393
Position 1429: 0.000455858805311809
Position 475: 0.0003725360847459229
Position 976: 0.00028807084947805395
Position 777: 0.00028666582422375876
Position 960: 0.0002649936390976594
Position 573: 0.00020385885572932094
Position 454: 0.0001475311838723433
Position 987: 0.00014315783408400592
Position 637: 0.00014031727375316732
Position 782: 0.0001357384171600645
Position 798: 5.3196625478176214e-05
Position 315: 2.1860074262658226e-06
Position 180: 9.79949678864876e-07
Position 222: 4.044133262574348e-07
