Gene = Rexo2
index = 898
Annotated 5SS: [ 205 1302 5492 6210 7580 8792]
Annotated 3SS: [ 1217  5413  6097  7470  8737 11664]
SMsplice 5SS: [ 321 5492 6210 7580]
SMsplice 3SS: [ 5413  6097  7470 11664]
top_k =  100
Partition function (log Z): -3.466300178657767

Sorted 5' Splice Sites (High to Low Probability):
Position 5492: 0.9919180974536081
Position 7580: 0.9683787086521628
Position 6210: 0.8537031949670787
Position 321: 0.6947772292716766
Position 1302: 0.4311861406246532
Position 8792: 0.18729505345646394
Position 5345: 0.1765475902616093
Position 7858: 0.1644623819174694
Position 205: 0.1577236405907072
Position 11786: 0.1529356156068887
Position 792: 0.08957136169608412
Position 312: 0.08853510996028542
Position 2159: 0.08509349155013378
Position 1306: 0.08210101932213537
Position 498: 0.07366869267375918
Position 7340: 0.044896622938419097
Position 143: 0.04309701741151831
Position 1359: 0.03840288521129956
Position 1400: 0.032567192294943044
Position 2850: 0.03175884545461849
Position 9432: 0.024566939604722914
Position 5770: 0.018463649957596452
Position 7326: 0.009060421503994375
Position 648: 0.0041949133234177845
Position 231: 0.004192671685454512
Position 2015: 0.0037948533554454426
Position 67: 0.00365129325542943
Position 494: 0.002875263616879438
Position 475: 0.0023457652891578284
Position 562: 0.0013507424749269262
Position 55: 0.0011169428599117899
Position 972: 0.0010680288756386774
Position 1316: 0.0006134400238347474
Position 797: 0.0005766254925086072
Position 533: 0.0004839677387343916
Position 801: 0.0002907187164298578
Position 7554: 0.00021584765799321457
Position 187: 3.873694598182547e-05
Position 211: 3.5459780586253574e-05
Position 97: 3.276815440354518e-05
Position 131: 2.7159572569622423e-05
Position 364: 1.8721862185575704e-05
Position 346: 5.8717252530046266e-06
Position 259: 3.0028518962809774e-06
Position 193: 1.1641200182460243e-06
Position 117: 9.179610499963373e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5413: 0.9846056860406052
Position 7470: 0.9682315267276874
Position 6097: 0.839058640649378
Position 11664: 0.7134312416871541
Position 1217: 0.5848706774768658
Position 7700: 0.20233368652527198
Position 8737: 0.1910773478555943
Position 5229: 0.1838600016746118
Position 438: 0.14402671352190302
Position 11644: 0.09758793993270191
Position 11907: 0.09172329150221815
Position 7712: 0.08723215598465008
Position 2099: 0.08509349155013379
Position 11984: 0.06121232410467039
Position 9289: 0.053016745446309334
Position 7198: 0.048082661144623444
Position 2625: 0.03175884545461849
Position 5711: 0.018463649957596452
Position 700: 0.009635838128527797
Position 6112: 0.007183189753508579
Position 11345: 0.006938945929243843
Position 7297: 0.006682817391052902
Position 682: 0.006162206291458732
Position 6116: 0.006095435050148914
Position 8791: 0.005866383878290975
Position 10210: 0.0035837479493157783
Position 7543: 0.0035713905133862075
Position 9591: 0.003345620264385307
Position 9407: 0.0028963818121013414
Position 9234: 0.0024008052383012804
Position 293: 0.002398804637231504
Position 290: 0.0022517780674456978
Position 9061: 0.002092952088749561
Position 547: 0.0020857840934442
Position 5926: 0.0018695548764503548
Position 1957: 0.001685397617584498
Position 1989: 0.0010903424819650657
Position 1721: 0.0008659862756060368
Position 858: 0.0008128206878909455
Position 455: 0.00042051380397128523
Position 296: 0.0003049160775810363
Position 894: 0.0002552081877477323
Position 661: 0.00022712258980893223
Position 311: 0.00022709792232793183
Position 458: 0.00020208313909170488
Position 411: 0.00019936859526507723
Position 720: 0.00019256028583317946
Position 561: 0.00018247898740307307
Position 1789: 0.00015312698028984315
Position 269: 9.766672458789249e-05
