Gene = 4930432M17Rik
index = 47
Annotated 5SS: [  454   660  3379  8868 10623]
Annotated 3SS: [  552  3239  8679 10552 12050]
SMsplice 5SS: [ 454  660 2358 3379]
SMsplice 3SS: [ 552 2277 3239 8679]
top_k =  100
Partition function (log Z): -8.009742499794905

Sorted 5' Splice Sites (High to Low Probability):
Position 660: 0.9520196358362548
Position 3379: 0.9409142734125993
Position 2358: 0.5615132213240772
Position 454: 0.5020758682522014
Position 3564: 0.4597574124494697
Position 6125: 0.34616976039472347
Position 8868: 0.11432960062459954
Position 18: 0.0800428978626466
Position 3614: 0.03585240925141678
Position 5139: 0.03330132054777441
Position 2572: 0.031531197797024325
Position 6153: 0.023571796833060252
Position 293: 0.02245059658845372
Position 799: 0.021109252515423425
Position 325: 0.017065106291284642
Position 4126: 0.01217524630936897
Position 433: 0.011494342349130491
Position 2528: 0.008689117826686346
Position 644: 0.005524912505759921
Position 83: 0.0044932504492501526
Position 888: 0.004284654056626519
Position 332: 0.0029369626152691477
Position 510: 0.0027994659966461694
Position 475: 0.002128159473799968
Position 128: 0.0021276681726070637
Position 4511: 0.0009316882502394512
Position 3642: 0.00020000895459023848
Position 206: 2.565654500799774e-05
Position 24: 1.5042960955850203e-05
Position 27: 1.4805426485291464e-05
Position 126: 5.001452382811928e-07
Position 155: 1.0242287247215024e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3239: 0.9247219527087499
Position 8679: 0.9084533420627672
Position 552: 0.5780291981685696
Position 2277: 0.557408950193695
Position 3469: 0.47922749754352045
Position 6082: 0.3774166561156981
Position 4829: 0.07979935536205882
Position 12074: 0.054408694863766704
Position 3191: 0.042488058183705296
Position 9042: 0.04177593632265669
Position 2390: 0.03753064581295988
Position 8960: 0.018144969438176166
Position 4963: 0.016811903189273517
Position 758: 0.015802614652312367
Position 3910: 0.014455005775899036
Position 567: 0.011142686462279212
Position 744: 0.007614417869464269
Position 4125: 0.005685633412636227
Position 124: 0.004919462425095922
Position 2060: 0.004278871872499578
Position 225: 0.003692736514117249
Position 251: 0.002919896656783365
Position 2032: 0.0025150690686337163
Position 163: 0.002185740908293752
Position 3267: 0.0020064279771544492
Position 292: 0.0016916132975484778
Position 417: 0.0016022998294971474
Position 4354: 0.000931688250239451
Position 184: 0.0006369288482181799
Position 3728: 0.00039470418470984297
Position 1242: 0.0003018010392198934
Position 378: 0.00022272414227515869
Position 165: 0.00012203101758265615
Position 3399: 0.00010359315872144294
Position 138: 5.948098312213188e-05
Position 199: 4.3346129641834284e-05
