Gene = Edc3
index = 359
Annotated 5SS: [  160  5022  7728 18982 31504 36263]
Annotated 3SS: [ 4840  7407 18645 31349 36044 39620]
SMsplice 5SS: [  160  5022  7728  8822 18982 31504 33318 36263]
SMsplice 3SS: [ 4840  7642  8670 18645 31349 33217 36044 42275]
top_k =  100
Partition function (log Z): -24.164585404606896

Sorted 5' Splice Sites (High to Low Probability):
Position 5022: 0.9462812768073285
Position 7728: 0.9434978577159282
Position 160: 0.9330360106443704
Position 5962: 0.4332952669514494
Position 8822: 0.40667376757279233
Position 3936: 0.40045413046917866
Position 7550: 0.16833078726979744
Position 7469: 0.11039277301506649
Position 9713: 0.0885664375957113
Position 7513: 0.06367812307655968
Position 4948: 0.053718723192669994
Position 6095: 0.050775549019461116
Position 7910: 0.048635913597999916
Position 933: 0.03447498204437321
Position 13: 0.028655757717214573
Position 7047: 0.027108477006740645
Position 3506: 0.021356066419344386
Position 3468: 0.015010603655683132
Position 92: 0.014963370412170334
Position 73: 0.013726260032520185
Position 5999: 0.012154843446387962
Position 3128: 0.00830895298817294
Position 292: 0.007852052064080288
Position 2962: 0.007325306293237817
Position 5930: 0.005655851139014742
Position 217: 0.0004941759415126845
Position 226: 0.00022851391109686707
Position 46: 0.0002203004213973387
Position 112: 0.00018070320651881008
Position 320: 0.00015469374186008445
Position 121: 0.00012921654839661054
Position 596: 0.00010760451972766617
Position 591: 8.711235804914838e-05
Position 190: 4.972564520390521e-05
Position 766: 2.205397276751114e-05
Position 214: 1.9363743462018082e-05
Position 182: 1.767831092313899e-05
Position 473: 1.741504359561561e-05
Position 33: 1.414241121458077e-05
Position 434: 1.2225754390707215e-05
Position 457: 1.162359952779673e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 4840: 0.9868789490488896
Position 7407: 0.6196919890114995
Position 7642: 0.6190500475968046
Position 3839: 0.40045413046917866
Position 8670: 0.3582636920174743
Position 5812: 0.321971657579037
Position 13164: 0.2659390748765995
Position 9622: 0.17732078824367617
Position 8739: 0.14594663134031552
Position 7968: 0.1324014143293735
Position 7645: 0.0959072298693574
Position 7878: 0.08435633782384476
Position 8337: 0.0784653769481473
Position 10576: 0.07723487300583808
Position 8136: 0.07070180044013759
Position 5872: 0.06771586001536545
Position 8974: 0.04716083464831228
Position 5998: 0.04709416286724155
Position 5786: 0.03451201647265648
Position 855: 0.03162255914312694
Position 7842: 0.031239777585548946
Position 6798: 0.027108477006740635
Position 3289: 0.026824203819296268
Position 5739: 0.023498473421819644
Position 2862: 0.010894612807048563
Position 8170: 0.010875135928067287
Position 4778: 0.010307870564313378
Position 3331: 0.009542466255731229
Position 7412: 0.007752416883760637
Position 9434: 0.007468239295097328
Position 5886: 0.007089340200193032
Position 3065: 0.004739646474362217
Position 4781: 0.0028131803867976358
Position 841: 0.001634000015289407
Position 830: 0.0012184228859568734
