Gene = Mnx1
index = 687
Annotated 5SS: [ 886 3715]
Annotated 3SS: [3553 4238]
SMsplice 5SS: [ 132  886 3715]
SMsplice 3SS: [ 758 3553 4238]
top_k =  100
Partition function (log Z): -7.173741631244316

Sorted 5' Splice Sites (High to Low Probability):
Position 3715: 0.9578543899959364
Position 132: 0.8851136979924413
Position 886: 0.6634659811002808
Position 1601: 0.06098692412428739
Position 2400: 0.04833428205330041
Position 3219: 0.032707881943360044
Position 1321: 0.022491450250887807
Position 1202: 0.014233587528956369
Position 3936: 0.008369493315199908
Position 517: 0.005808496358546974
Position 1117: 0.0053468714633451535
Position 86: 0.0040769997008848775
Position 1170: 0.0036177800599079004
Position 406: 0.0035293745612752273
Position 1015: 0.0034225218129846427
Position 1124: 0.0033239331421596368
Position 4139: 0.002952198952349756
Position 126: 0.002415301115699075
Position 3682: 0.002355637219856784
Position 51: 0.0019096158957477313
Position 285: 0.0012514076013389272
Position 306: 0.0010633942195222143
Position 36: 0.0010574244929346243
Position 598: 0.00038795674594000747
Position 759: 0.00029350442982602616
Position 313: 0.00026484012959805426
Position 176: 0.0001249186934060949
Position 237: 0.00011089221380005834
Position 890: 8.420515749777425e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 3553: 0.9197492328981893
Position 4238: 0.6934631730875097
Position 758: 0.4956947637268335
Position 800: 0.05881541164000226
Position 3558: 0.05639319946762428
Position 1524: 0.04796725905986825
Position 4694: 0.04677885800955439
Position 4225: 0.04576111497107488
Position 1107: 0.043409148992108876
Position 3806: 0.04017756081400971
Position 2258: 0.03965074076056343
Position 3176: 0.035623152428376555
Position 4412: 0.023775304616114688
Position 4879: 0.022402511146043462
Position 5225: 0.02053223061532233
Position 4256: 0.019991538726733517
Position 967: 0.018921545921530936
Position 5185: 0.014854850270939239
Position 5267: 0.011425456933162593
Position 4447: 0.007652726604105228
Position 830: 0.007375545871989666
Position 659: 0.006922468887596369
Position 3842: 0.006506166989704652
Position 1544: 0.006138050728907107
Position 4244: 0.00586946038870575
Position 5321: 0.005316094238421682
Position 3611: 0.004897322788320007
Position 4057: 0.004503938261155068
Position 5406: 0.004174844944126016
Position 2232: 0.00396588134491048
Position 4498: 0.002915300822131115
Position 764: 0.0028966613501617143
Position 688: 0.002823657355037777
Position 2225: 0.0027107502870325215
Position 4131: 0.0020488841779844635
Position 2189: 0.0020069096607939867
Position 3931: 0.0015324518977243707
Position 1649: 0.0010736309990058038
Position 811: 7.696410273873308e-05
Position 635: 4.551198337441392e-05
Position 708: 4.501938760486865e-05
Position 720: 2.10026093799789e-05
Position 869: 1.58421741516018e-05
Position 702: 1.3376551020596598e-05
Position 699: 1.3326871642497328e-05
Position 558: 2.447578904975031e-06
Position 561: 2.1278306841086956e-06
Position 883: 1.5414983958763119e-06
