Gene = Lat2
index = 624
Annotated 5SS: [  102  6183  6836  8213  8431  8630  8945  9059 10245 11570 11892 12430]
Annotated 3SS: [ 6059  6795  8168  8369  8597  8908  9027 10188 11509 11819 12320 14016]
SMsplice 5SS: [  102  6183  6836  8431  8630  9209 10245 11570 12430]
SMsplice 3SS: [ 6059  6795  8369  8597  9027 10148 11509 12320 14016]
top_k =  100
Partition function (log Z): 6.587692191926277

Sorted 5' Splice Sites (High to Low Probability):
Position 6836: 0.9983390740106417
Position 102: 0.976240952048623
Position 12430: 0.9615006878436618
Position 10245: 0.9053312384312375
Position 6183: 0.797802434476578
Position 8630: 0.6654355811555182
Position 9209: 0.6352558327125813
Position 8431: 0.6319740817663984
Position 11570: 0.6196094667911003
Position 11594: 0.3745664265778252
Position 9247: 0.2615691158037791
Position 8213: 0.20890377133850663
Position 9524: 0.13133681876501047
Position 8328: 0.05896489812152625
Position 996: 0.04527480020329743
Position 7846: 0.04491276537758264
Position 12000: 0.04316619297288211
Position 11943: 0.037070265898688025
Position 11892: 0.027966578564911186
Position 11896: 0.02720074379275037
Position 2881: 0.023691646471834884
Position 81: 0.020847677498601967
Position 13792: 0.019613937530466898
Position 8770: 0.018175762004189744
Position 2272: 0.01557000374939964
Position 8312: 0.012532212848163637
Position 11852: 0.009924905240014846
Position 661: 0.009131666754271423
Position 8682: 0.00808874582714885
Position 8268: 0.007305321786596128
Position 8945: 0.007172793298135757
Position 2327: 0.006862576040571081
Position 7505: 0.006591989823885568
Position 14714: 0.006513558349800723
Position 11911: 0.006203803848813007
Position 632: 0.005011991266086596
Position 8381: 0.00415577224723174
Position 14171: 0.0036489219640835806
Position 53: 0.0028978746799528093
Position 3116: 0.0027970308316733776
Position 7167: 0.0005826085102082611
Position 724: 0.00010022794946955146
Position 764: 9.955014812819694e-05
Position 714: 5.379776058451887e-05
Position 13773: 3.7281963368789985e-05
Position 570: 2.2352018511801283e-05
Position 364: 1.2830487378172511e-05
Position 24: 6.652854447485731e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 12320: 0.9891974325038727
Position 6795: 0.9578719127681429
Position 10148: 0.905331238431238
Position 6059: 0.797802434476578
Position 9027: 0.6887503131244487
Position 8597: 0.6609263927863424
Position 11509: 0.6401671913744142
Position 14016: 0.5533330090039896
Position 8168: 0.48660696581556095
Position 8369: 0.429010343685046
Position 11463: 0.21410471814221238
Position 9098: 0.20807463539191162
Position 14437: 0.15890940348310734
Position 11819: 0.13754617117997875
Position 11480: 0.11043747234064023
Position 9290: 0.06757974429614957
Position 9363: 0.06375707446886089
Position 14130: 0.046776473309932017
Position 929: 0.03798829531219334
Position 7748: 0.037035221739213274
Position 6564: 0.03699065828546138
Position 14330: 0.030857714940412596
Position 14458: 0.030810976171306476
Position 14820: 0.02654228086236771
Position 13816: 0.02491736771851455
Position 14615: 0.0231535389459595
Position 2792: 0.020480162768777607
Position 13820: 0.017602685252290223
Position 14089: 0.016636585462967285
Position 8376: 0.01600784654479632
Position 11492: 0.015862102632106904
Position 2253: 0.014379044514373338
Position 11721: 0.013986319138080796
Position 13772: 0.013858327145140147
Position 11468: 0.013571346396294209
Position 12341: 0.010802023127144835
Position 8135: 0.008629487559985029
Position 13621: 0.008490668436422518
Position 569: 0.00846681562089987
Position 8516: 0.007740063122743483
Position 2004: 0.0064347803027307695
Position 14019: 0.006405740542745041
Position 955: 0.006110933916560928
Position 522: 0.0058835226407380195
Position 13579: 0.004686162678774442
Position 12619: 0.004628330004938403
Position 8574: 0.004383140012645068
Position 7996: 0.004210176116658933
Position 14778: 0.004048887972369762
Position 12505: 0.0037423459153063665
Position 7388: 0.0035692218366086452
Position 6620: 0.0034765029570373793
Position 8052: 0.003437472251214291
Position 2770: 0.0032114837030572736
Position 7720: 0.0031980871921989708
Position 7562: 0.00309469328568343
Position 12807: 0.003016934831714851
Position 13942: 0.0028054581095131757
Position 2992: 0.0027970308316733776
Position 12730: 0.002743990293428044
Position 12674: 0.0025880773000670656
Position 12498: 0.0023805450635137736
Position 12564: 0.002379428575583588
Position 7336: 0.002114879188771363
Position 7896: 0.0017570524984231687
Position 2179: 0.0015374757081598402
Position 7613: 0.001091655040560253
Position 745: 0.0010647443272648863
Position 7084: 0.0006543524783765611
Position 7408: 0.0006265117125286002
Position 7808: 0.0004931081199267063
Position 7215: 0.00015447623158543986
Position 458: 7.946321468111686e-05
Position 7021: 5.515688622321979e-05
Position 2219: 4.0647752590095595e-05
Position 1958: 4.0631512116672905e-05
Position 848: 3.35573188819477e-05
Position 11225: 3.3062483257549195e-05
Position 753: 2.1207172587669618e-05
Position 699: 1.204903580113298e-05
Position 888: 8.799940368608272e-06
Position 462: 8.188038507036627e-06
Position 482: 5.649052036308434e-06
Position 283: 5.59893702853479e-06
Position 578: 3.510228284402568e-06
Position 404: 2.051344515735095e-06
