Gene = Csn1s1
index = 299
Annotated 5SS: [   24  1065  2094  2801  3320  4686  4809  5316  5978  7049  7855  8009
  8822  9268  9396  9512  9640  9765  9899 10022 10148 10272 10389 10524
 10653 10778 10905 11408 11851 12817 13843 14730 15307]
Annotated 3SS: [ 1001  2060  2773  3280  4661  4769  5291  5953  7018  7821  7963  8779
  9249  9377  9493  9621  9746  9880 10003 10129 10253 10370 10505 10634
 10759 10886 11365 11808 12789 13818 14586 15262 15955]
SMsplice 5SS: [  792  1065  6056  7049  8009  9512  9765 10022 10524 10905 14730]
SMsplice 3SS: [ 1001  5953  7018  7963  9395  9639  9898 10370 10759 14643 15955]
top_k =  100
Partition function (log Z): 8.382946145433317

Sorted 5' Splice Sites (High to Low Probability):
Position 9512: 0.9984979172468967
Position 14730: 0.9744701996174466
Position 10524: 0.9741410825761909
Position 1065: 0.9600027240870193
Position 9765: 0.9458929754590218
Position 10022: 0.9131132828227052
Position 6056: 0.8946676294700461
Position 8009: 0.8241838837985318
Position 10905: 0.8152391078035771
Position 792: 0.6713573481539079
Position 2801: 0.6145881106696232
Position 8822: 0.5990442968568785
Position 7049: 0.4803511816787247
Position 10272: 0.3774561086384054
Position 10778: 0.336327215406156
Position 7093: 0.31988692130837154
Position 4809: 0.20932083707593085
Position 24: 0.182482905684869
Position 8042: 0.15574069427259166
Position 554: 0.12365554093551227
Position 2998: 0.11652966366846712
Position 7855: 0.11086534629973227
Position 4321: 0.10273844712856658
Position 7572: 0.09650683934521469
Position 15307: 0.08135695606464773
Position 10148: 0.07083442404519998
Position 2094: 0.05916112223608126
Position 514: 0.040812132265611534
Position 7097: 0.040526985980173805
Position 1085: 0.039106471215376575
Position 7044: 0.03765024380410624
Position 10389: 0.02674864692177806
Position 5978: 0.02549061268117769
Position 5316: 0.020710567410977227
Position 2309: 0.020619642329400945
Position 3320: 0.020514405947674792
Position 6035: 0.016941679346378233
Position 9899: 0.016043254572850732
Position 453: 0.013637754219263276
Position 5292: 0.012346304295559865
Position 142: 0.0112565820261342
Position 7549: 0.010271617385407258
Position 841: 0.0053983004966357195
Position 798: 0.005177082535923126
Position 388: 0.004769317291501708
Position 9640: 0.004330847878936952
Position 221: 0.0037808054790573254
Position 297: 0.00260047978601711
Position 2241: 0.002511340660198793
Position 690: 0.0024782837688759104
Position 596: 0.001991523966674293
Position 245: 0.0019407367043463338
Position 10653: 0.0014623624360602578
Position 215: 0.0013984259424256649
Position 92: 0.0010049810047923268
Position 112: 0.0007905703417074514
Position 210: 0.0006314567339526357
Position 174: 0.00044750038192668633
Position 1098: 0.0003913821863791026
Position 1355: 0.00027767034392774375
Position 342: 0.0001760720375280973
Position 578: 0.00017369145825414135
Position 116: 0.0001638692123674746
Position 558: 0.00010677146676160604
Position 1154: 0.00010183771134643839
Position 278: 2.2235358540845298e-05
Position 17: 4.65059664141269e-07
Position 103: 1.955066341241963e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1001: 0.9934284782486291
Position 5953: 0.9370999214976019
Position 10370: 0.9174574467614247
Position 15955: 0.8778160457953615
Position 7963: 0.8035134770989745
Position 7018: 0.7890189228804811
Position 14643: 0.6424883584433543
Position 8779: 0.5990442968568789
Position 9639: 0.5684817894049256
Position 9898: 0.5529653916506849
Position 9395: 0.530105551828891
Position 10759: 0.46844893357612033
Position 9377: 0.4635700420022647
Position 10634: 0.3790301393812486
Position 9621: 0.36922283788033766
Position 9880: 0.36589344762223663
Position 2698: 0.35534417825011877
Position 14586: 0.3382413160984444
Position 2773: 0.3004816847046208
Position 10886: 0.26466474314165345
Position 7966: 0.1764111009721494
Position 7468: 0.17241090834344014
Position 10129: 0.16881979011394166
Position 10253: 0.14836394838720177
Position 4769: 0.10883108022674172
Position 4233: 0.08809378758507809
Position 10190: 0.08093325863148135
Position 15262: 0.07273095239763594
Position 2734: 0.06715825322097631
Position 15125: 0.06184724355543527
Position 6985: 0.05992646393511569
Position 10147: 0.05502943177885084
Position 10003: 0.05259028188285268
Position 4661: 0.04989402178021027
Position 7316: 0.0452328946869141
Position 2060: 0.04493587200249036
Position 16171: 0.04317934499445777
Position 4772: 0.041046634258933894
Position 10652: 0.03676699175520834
Position 2032: 0.03409090050935562
Position 6916: 0.024221723285347087
Position 554: 0.02350833318998307
Position 9746: 0.021453776925948236
Position 387: 0.021294775676104452
Position 5291: 0.02071056741097723
Position 3280: 0.0205144059476748
Position 10505: 0.020405232113774048
Position 5063: 0.012346304295559865
Position 693: 0.009845141993979581
Position 4602: 0.0095491008100449
Position 14860: 0.008782430660371498
Position 4123: 0.008649640186537355
Position 2858: 0.008133658162374127
Position 492: 0.007710981256679155
Position 652: 0.007621476912917728
Position 949: 0.006397639376197028
Position 9249: 0.006324406168844695
Position 10271: 0.005975845205570574
Position 4077: 0.005751380046512064
Position 6802: 0.005248222670432008
Position 11009: 0.004816143598890619
Position 9764: 0.0036664974680762825
Position 16338: 0.00223994925323072
Position 600: 0.0019220807618132818
Position 658: 0.0018031370092918442
Position 2223: 0.001763285408133363
Position 1813: 0.0015020473057016672
Position 15405: 0.0013394754227810766
Position 16031: 0.0012503788578017505
Position 142: 0.0010751825713874981
Position 11365: 0.0007357086014851563
Position 635: 0.0006912922155551101
Position 518: 0.0005802912991526509
Position 11808: 0.0002772501290844537
Position 4149: 0.0002436393104390765
Position 190: 0.00020233493202223216
Position 902: 5.396791922325803e-05
