Gene = Ly96
index = 652
Annotated 5SS: [  187  3341 12491 17793]
Annotated 3SS: [ 3250 12361 17739 21005]
SMsplice 5SS: [  187  3341 11049 12278 12491 20070]
SMsplice 3SS: [ 3250 10892 12122 12361 19957 20241]
top_k =  100
Partition function (log Z): -17.985970719963433

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.8126807139843321
Position 3341: 0.6841162181790131
Position 3907: 0.33234092703164353
Position 3685: 0.1940612885228012
Position 339: 0.09920623482769612
Position 1780: 0.09773855058560174
Position 287: 0.06311678409522899
Position 56: 0.015009840280293183
Position 2337: 0.01446901685437546
Position 3715: 0.009195643301890391
Position 301: 0.009079450129507805
Position 2391: 0.005482942725018975
Position 3088: 0.004942094679705822
Position 308: 0.00022141566767500793
Position 237: 8.825737028657841e-05
Position 467: 4.994986661143808e-05
Position 77: 4.268705720528525e-05
Position 28: 3.914583397136741e-05
Position 49: 2.1108286858559278e-05
Position 36: 1.6863488547859124e-05
Position 23: 1.5327343727048785e-05
Position 11: 3.329613395578103e-06
Position 178: 2.747118642293001e-09
Position 140: 1.9155882286475847e-09
Position 191: 1.7304233841456527e-09
Position 143: 6.919128810462026e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3250: 0.7296693611344267
Position 8359: 0.6037993410427763
Position 3817: 0.3657983713600361
Position 3526: 0.21985197364389356
Position 1327: 0.08058731172757311
Position 3569: 0.0688632031938982
Position 5355: 0.06730706175276434
Position 4553: 0.05823763379483928
Position 1709: 0.0478437832549706
Position 394: 0.02086850658300502
Position 2205: 0.020195106170730347
Position 4369: 0.008041510295075577
Position 4156: 0.0071733077493934564
Position 802: 0.0056991498542302045
Position 178: 0.005436371811387032
Position 5182: 0.005320852281749016
Position 3018: 0.004942094679705822
Position 1533: 0.0047635243931644046
Position 3366: 0.003202427387849623
Position 3278: 0.0028295905784199806
Position 1129: 0.002688970083087921
Position 3656: 0.0022796865996678804
Position 2251: 0.0018968441663455478
Position 1303: 0.0009576183957196716
Position 466: 0.0008547084658183268
Position 845: 0.0008064921118559345
Position 255: 0.0007604714189079636
Position 817: 0.000685734450314026
Position 439: 0.0005122971218730003
Position 270: 2.7330399690761744e-05
Position 287: 2.273295088783136e-05
Position 261: 1.0296908744343523e-05
Position 140: 2.489554144595344e-06
Position 134: 7.766074458998331e-07
Position 284: 4.4146483851886015e-07
Position 207: 2.714832557127497e-07
Position 191: 1.5193794302554784e-07
