Gene = Gtf2h1
index = 525
Annotated 5SS: [  186  5738  7907  9021 10727 12584 12777 16457 16647 18102 19315 20372
 20910 23112]
Annotated 3SS: [ 5568  7713  8857 10632 12433 12696 16328 16558 18012 19196 20280 20793
 23018 26719]
SMsplice 5SS: [  186  5738  7907 10727 12584 12777 16647 18102 19315 20372 20910 23112]
SMsplice 3SS: [ 5568  7807 10632 12521 12696 16558 18012 19196 20280 20793 23018 26719]
top_k =  100
Partition function (log Z): 14.143880389962373

Sorted 5' Splice Sites (High to Low Probability):
Position 186: 0.9997681074368733
Position 7907: 0.9990262470248114
Position 18102: 0.9889428569895147
Position 10727: 0.9864725848176963
Position 12584: 0.9804598847300854
Position 23112: 0.9760248079094976
Position 16647: 0.9666021658655926
Position 12777: 0.9407468770143994
Position 20372: 0.9326586524794025
Position 5738: 0.9283837456473308
Position 19315: 0.5836108517014673
Position 13561: 0.4516112833796809
Position 20910: 0.34785386493825043
Position 21016: 0.3359417959303264
Position 9021: 0.2717670893893964
Position 8462: 0.24028696470274108
Position 16982: 0.21582313003084239
Position 12017: 0.16870143148406364
Position 10501: 0.14379307613806172
Position 1363: 0.11052816303539352
Position 17870: 0.09758159499731668
Position 20959: 0.09438549791010083
Position 3836: 0.09121821298704
Position 23250: 0.08654791665691706
Position 5626: 0.07161625435266762
Position 17150: 0.07098149274998977
Position 9967: 0.060032805389143615
Position 17173: 0.057676159621093966
Position 21045: 0.050975180322026026
Position 12115: 0.05001845441390505
Position 11916: 0.03368473622679411
Position 16582: 0.03339783413440765
Position 23293: 0.03316822728396111
Position 14699: 0.027076281303209597
Position 26307: 0.026335540822159293
Position 4793: 0.024774885985704258
Position 20562: 0.023408845572290123
Position 13390: 0.021851119936026033
Position 20834: 0.019866725243145714
Position 4047: 0.015427207735474686
Position 20379: 0.01210333139304228
Position 8418: 0.011505385692838764
Position 13947: 0.007851153585504053
Position 20415: 0.007106891662526111
Position 26827: 0.006280533834734887
Position 18171: 0.004018110610414219
Position 20251: 0.003842729353258427
Position 13435: 0.0027101082877998765
Position 13411: 0.0019412790479437759
Position 20596: 0.0015785430376721978
Position 20483: 0.001113040566763958
Position 8237: 0.0005386881691299053
Position 8125: 0.00044358813217546477
Position 8195: 0.0003736619914022953
Position 661: 0.0002318925631222332
Position 3604: 4.531383066910769e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 16558: 0.9997453110436094
Position 23018: 0.9991937809963276
Position 20280: 0.9673127891069956
Position 10632: 0.9486324239367357
Position 18012: 0.9209793742587494
Position 12696: 0.8644746537238809
Position 5568: 0.8642294092441681
Position 20793: 0.8498292833475244
Position 26719: 0.841155858114418
Position 12521: 0.6135265236079558
Position 19196: 0.49086147091710675
Position 12433: 0.34494776808669236
Position 13471: 0.33662281003422717
Position 7807: 0.3295661271565455
Position 7713: 0.27826350773829145
Position 7773: 0.2755850466512953
Position 8857: 0.25239784356185874
Position 16730: 0.19940296853876646
Position 8311: 0.19252008522068337
Position 10417: 0.18163323701902243
Position 11821: 0.1719081280711158
Position 23198: 0.14946055087188914
Position 17060: 0.12865765237108373
Position 7658: 0.11561156547867922
Position 1293: 0.10350230895666597
Position 17744: 0.09758159499731668
Position 5515: 0.09710071439523563
Position 13309: 0.08310118404466892
Position 11943: 0.080496494053647
Position 19224: 0.0786371708826262
Position 12720: 0.07284712769274748
Position 17975: 0.07198159334117808
Position 3553: 0.06031686708522988
Position 13513: 0.05834915415250657
Position 24875: 0.04750597835417269
Position 9812: 0.04627758482667822
Position 5578: 0.03866987636059436
Position 8355: 0.03200731531032826
Position 3595: 0.030901799040116897
Position 14601: 0.0270762813032096
Position 26109: 0.026335540822159293
Position 4676: 0.024774885985704258
Position 12504: 0.024659537207029188
Position 23454: 0.0234843894703709
Position 16782: 0.01642016149207598
Position 8795: 0.015810778236740944
Position 3934: 0.015427207735474659
Position 25198: 0.014661634649714539
Position 8058: 0.014314248166539544
Position 19271: 0.014112209901734351
Position 9911: 0.013755220562465377
Position 20101: 0.011800943616387706
Position 23720: 0.010789074132765305
Position 8326: 0.010357734600794383
Position 13813: 0.007851153585504042
Position 27673: 0.006280533834734887
Position 1244: 0.004844529201440244
Position 24834: 0.0042636784322484435
Position 8732: 0.003558467590796838
Position 8307: 0.0033553567092835146
Position 24356: 0.0029456940497087636
Position 20487: 0.0026983013415715286
Position 1109: 0.0021813248772875543
Position 23357: 0.001474093775087902
Position 12741: 0.0007511514261799
Position 8169: 0.0005935486806585304
Position 16328: 0.0002546889563903163
Position 13434: 4.0642420047928394e-05
