Gene = Rita1
index = 903
Annotated 5SS: [ 316  610 1212]
Annotated 3SS: [ 514  859 2626]
SMsplice 5SS: [ 316 1212]
SMsplice 3SS: [ 859 2445]
top_k =  100
Partition function (log Z): -5.059745385879263

Sorted 5' Splice Sites (High to Low Probability):
Position 1212: 0.7422699510789055
Position 316: 0.6413564849043961
Position 201: 0.32561756721631596
Position 610: 0.1520668171219101
Position 1148: 0.10819043650667168
Position 643: 0.08473580463337174
Position 3237: 0.05682326620066698
Position 189: 0.028798916592010466
Position 2524: 0.017728702907437444
Position 1467: 0.013365440121123158
Position 1217: 0.007272588253156217
Position 2520: 0.003890627746507274
Position 715: 0.0022754571724189865
Position 47: 0.002270562760540919
Position 382: 0.00025319861640695813
Position 1088: 5.409794328107253e-05
Position 1369: 5.335749003940057e-05
Position 102: 5.152634694610248e-05
Position 10: 4.4223410413873e-05
Position 293: 1.1465546695612845e-05
Position 17: 9.407324456692297e-06
Position 57: 9.26359255871952e-06
Position 83: 6.667395524280108e-06
Position 26: 3.77272887973521e-06
Position 55: 1.0534074468690516e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 859: 0.6300886406377025
Position 2445: 0.5434941993034076
Position 1083: 0.21547597392249712
Position 2626: 0.17977877516929935
Position 3333: 0.11234639832343263
Position 514: 0.09096359043776121
Position 2935: 0.07064277498525594
Position 549: 0.0637515236664552
Position 530: 0.0545365589629879
Position 1060: 0.03399841247484316
Position 3038: 0.026308130141223754
Position 963: 0.01586340117642289
Position 1293: 0.015454549184468947
Position 518: 0.014083148727752667
Position 1031: 0.012245600388475022
Position 3344: 0.012187455783830837
Position 1568: 0.011713478861368379
Position 1166: 0.009706297790785868
Position 1456: 0.009459607135191558
Position 1779: 0.00932903891674208
Position 1413: 0.006288038298423901
Position 2897: 0.005855565597258808
Position 410: 0.005195573573378152
Position 2745: 0.004896106278638711
Position 2755: 0.004868192167716101
Position 1803: 0.004422385809837258
Position 2779: 0.00417587684468598
Position 556: 0.003792569151463041
Position 767: 0.003710493339414073
Position 3406: 0.003204339489857591
Position 1699: 0.0031649868525486613
Position 441: 0.0016009425713384628
Position 184: 0.0013842906007406534
Position 938: 0.0008942828638502542
Position 302: 0.000736772158247771
Position 568: 0.0005144302812161349
Position 263: 0.00035095812346607293
Position 137: 0.00023839850977495496
Position 114: 0.00015657666900072888
Position 373: 0.00011464464911018956
Position 130: 9.187602572434233e-05
Position 808: 6.482099342931909e-05
Position 1036: 1.0645517179884695e-05
Position 429: 3.3466187576999756e-07
