Gene = Eed
index = 361
Annotated 5SS: [  572  4087  8753  9444 10678 11413 13271 16255 18728 24729 25453]
Annotated 3SS: [ 3933  8659  9377 10551 11330 13178 16120 18621 24569 25378 25919]
SMsplice 5SS: [  572  4087  8753 10678 11413 13001 13271 16255 24729 25453]
SMsplice 3SS: [ 3933  8659 10551 11330 12893 13178 16120 24569 25378 25919]
top_k =  100
Partition function (log Z): -1.010152458456418

Sorted 5' Splice Sites (High to Low Probability):
Position 4087: 0.9954927990376744
Position 16255: 0.9788593057135053
Position 13271: 0.9274868880393781
Position 11413: 0.9167251410626431
Position 8753: 0.8778761953448687
Position 19933: 0.8162218385928386
Position 572: 0.8024752704340737
Position 10678: 0.6831660361413654
Position 13001: 0.5881155798963098
Position 2297: 0.31223571992428995
Position 67: 0.29798066375316534
Position 24729: 0.27314464863974564
Position 18728: 0.2554608857041418
Position 9625: 0.1879031182107503
Position 4670: 0.14717491717960207
Position 12997: 0.13402790883167381
Position 8774: 0.12212380465513208
Position 11671: 0.10768837986043008
Position 917: 0.08150244708608483
Position 11403: 0.07517697393892128
Position 14897: 0.05882542778590641
Position 5952: 0.05705347986181239
Position 13287: 0.04233321139791681
Position 12920: 0.036435971333028935
Position 13435: 0.02846443555811299
Position 3002: 0.025821636114040765
Position 13515: 0.012400574714104403
Position 9288: 0.002003489380968876
Position 258: 0.0012935439577332296
Position 2776: 0.0008294118056002884
Position 5631: 0.000710117757212121
Position 111: 0.0006276867633769457
Position 4980: 0.0005075576341661473
Position 4779: 0.00018584269373971634
Position 169: 0.0001312402381352101
Position 240: 9.220093440083839e-05
Position 13236: 7.520957544086528e-05
Position 87: 3.552222304137763e-05
Position 11: 1.389106462943055e-05
Position 49: 7.92381743732332e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 8659: 1.0000000000000007
Position 16120: 0.9957538907984701
Position 3933: 0.9954927990376744
Position 13178: 0.961157152288631
Position 11330: 0.9328660375694511
Position 12893: 0.7673176167851186
Position 10551: 0.6831660361413654
Position 24569: 0.5565376874697949
Position 19802: 0.495175501554554
Position 25919: 0.38167726698222365
Position 19840: 0.34527482250591224
Position 18621: 0.2661839552337897
Position 20043: 0.1634481401275559
Position 2165: 0.13155690823835675
Position 2047: 0.12607744433550952
Position 9469: 0.07572855804018391
Position 9377: 0.07537807280425142
Position 4610: 0.07520549686305493
Position 11578: 0.07401086207959137
Position 11269: 0.05903607743211342
Position 14804: 0.05882542778590638
Position 5769: 0.05705347986181236
Position 4350: 0.05523309418481243
Position 2058: 0.048081260712747265
Position 13344: 0.044148382518098224
Position 497: 0.0369491431126023
Position 9540: 0.03679648736631495
Position 21767: 0.03545422043278512
Position 21398: 0.033470510853927736
Position 11599: 0.03199798003819427
Position 2866: 0.025821636114040755
Position 692: 0.02407655601463915
Position 377: 0.022327176775160947
Position 20388: 0.017538067841426596
Position 152: 0.015782914739340872
Position 702: 0.012764733177370974
Position 4452: 0.011745347522199991
Position 21945: 0.010848910679628624
Position 276: 0.010153598359992732
Position 22014: 0.009786866148275572
Position 675: 0.008699114143835828
Position 155: 0.007106116851586784
Position 754: 0.006991778795822577
Position 1904: 0.0065201066376763825
Position 17172: 0.005457286187590143
Position 4425: 0.005176821303274367
Position 520: 0.005019697990824347
Position 333: 0.00499277656625107
Position 366: 0.004981622805430079
Position 473: 0.0038451898168794874
Position 426: 0.003740392434624346
Position 819: 0.0032424102584757758
Position 799: 0.003086622626443145
Position 517: 0.002116997218683665
Position 453: 0.0020649890212686775
Position 279: 0.0020260161024341374
Position 414: 0.0020073253708842624
Position 790: 0.0020020578823987177
Position 11650: 0.001679537742644464
Position 16635: 0.001426166113736766
Position 16907: 0.0014072765190316751
Position 9191: 0.001189250904518284
Position 2704: 0.0008294118056002885
Position 9187: 0.0008142384764505911
Position 5437: 0.000710117757212121
Position 13367: 0.0005203133727107054
Position 13578: 0.0004424235829379778
Position 4778: 0.00030635256691975016
Position 4892: 0.00020120506724639713
Position 695: 9.447154456206995e-05
Position 434: 8.868866256564513e-05
