Gene = Dkk3
index = 336
Annotated 5SS: [   92   875  8447 10097 37468 38670 39710]
Annotated 3SS: [  638  8308 10012 37374 38524 39552 40626]
SMsplice 5SS: [   92   875  8447 15951 25948 26525 26938 33010 37468 38670 39710]
SMsplice 3SS: [  787  8308 15864 25827 26335 26755 32897 37374 38524 39616 40626]
top_k =  100
Partition function (log Z): -27.659064405990655

Sorted 5' Splice Sites (High to Low Probability):
Position 875: 0.9887593992765231
Position 92: 0.9634466892513548
Position 8447: 0.8128025382170599
Position 4944: 0.1063591938737707
Position 1428: 0.024175067428838102
Position 2757: 0.009554564834230877
Position 108: 0.008490232952880929
Position 436: 0.0033158520631829135
Position 99: 0.002788155880180083
Position 678: 0.002401528520460719
Position 542: 0.00204081114499918
Position 2535: 0.0019416022616440332
Position 1137: 0.0018760685877999537
Position 102: 0.001347412419426918
Position 130: 0.0008705474783135235
Position 140: 0.0004916832194419094
Position 1067: 5.203653439365132e-05
Position 908: 3.476522699189397e-05
Position 879: 4.471318585965307e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 787: 0.8496934254460055
Position 8308: 0.832993018212596
Position 11526: 0.25727134151691
Position 4807: 0.21651046280741465
Position 11648: 0.12328284251183767
Position 10982: 0.0854616273650985
Position 11572: 0.08455617389608093
Position 760: 0.0809502939870409
Position 8651: 0.051131176572358356
Position 10012: 0.046172978701046086
Position 10129: 0.03949459118156794
Position 9599: 0.03807234043794537
Position 9826: 0.036922894940269714
Position 10212: 0.034956458461763366
Position 638: 0.020991492521849807
Position 9175: 0.015480112632183246
Position 6839: 0.013863241448337081
Position 770: 0.01201398128008639
Position 790: 0.010250047757622588
Position 2624: 0.00934801367506254
Position 5061: 0.008929637591869849
Position 1251: 0.008569761508372327
Position 4777: 0.008445669587418013
Position 1326: 0.006832753144428435
Position 5018: 0.006760297299821763
Position 985: 0.003967719690745303
Position 1667: 0.0036881215103739978
Position 2385: 0.0029591921098858194
Position 1158: 0.002353941261147529
Position 1013: 0.0021768759210187404
Position 1306: 0.0016488744331221836
Position 4863: 0.001456750226078876
Position 973: 0.001399885337106174
Position 4617: 0.0013565657063614582
Position 2894: 0.0010772496215713137
Position 1206: 0.0010376837911719684
Position 1235: 0.0009559462742995783
Position 1128: 0.0009481511852764116
Position 3558: 0.0009290243924651576
Position 2290: 0.0008767870521961411
Position 2554: 0.0008534143101858994
Position 1554: 0.0006304906881622714
Position 1083: 0.0005878458867224188
Position 1332: 0.000515426763167773
Position 3067: 0.0005105881318532857
Position 1970: 0.0004731844824242685
Position 1269: 0.00040986089803907405
Position 1752: 0.00030126705709583736
Position 1877: 0.00025825872313908554
Position 611: 9.886052961824868e-05
Position 621: 5.968919040857109e-05
Position 794: 5.617469857093922e-05
Position 1201: 3.170233924068377e-05
Position 1181: 3.0812715162956384e-05
Position 517: 3.049986024928741e-05
Position 1107: 2.7981263043740454e-05
Position 514: 2.592214881303086e-05
Position 667: 1.4881046990512019e-05
Position 567: 1.4763450773473282e-05
Position 826: 1.134108925113675e-05
Position 1161: 5.884266420722571e-06
Position 820: 5.622504572591188e-06
Position 1164: 5.194406400899887e-06
Position 861: 2.4401844682545765e-06
Position 649: 1.7308697555666088e-06
Position 320: 5.880063179166989e-07
Position 228: 2.2330076094808623e-07
Position 871: 2.1205439933692797e-07
Position 442: 2.1078041569333367e-07
Position 462: 1.4584585369193218e-07
