Gene = Atp5k
index = 151
Annotated 5SS: [123 423 718]
Annotated 3SS: [ 367  618 1110]
SMsplice 5SS: [123 423 718]
SMsplice 3SS: [ 367  618 1110]
top_k =  100
Partition function (log Z): -2.8527612720473887

Sorted 5' Splice Sites (High to Low Probability):
Position 718: 0.913610757628954
Position 123: 0.8779427541279387
Position 423: 0.722844511843854
Position 456: 0.13171663364075645
Position 532: 0.12988371099693696
Position 105: 0.046949135915775625
Position 75: 0.010869843669335369
Position 150: 0.010832730193925812
Position 99: 0.010321858246388893
Position 1006: 0.008154493665413733
Position 998: 0.0075211941639666945
Position 902: 0.002452197951231311
Position 142: 0.0022330279774383345
Position 90: 0.0016784164671701
Position 277: 0.001133129506048236
Position 292: 0.0009740002757406421
Position 1012: 0.0008841150616844973
Position 139: 0.0008327955517688255
Position 376: 0.0006170031059473201
Position 191: 0.0005952390953044382
Position 956: 0.0005564607852501834
Position 304: 0.0005379558499307009
Position 55: 0.0005005695105016177
Position 846: 0.0004829888922897041
Position 489: 0.0003294973036236557
Position 466: 0.00022977164170756348
Position 761: 0.00022384239933515514
Position 874: 0.00019111681530855457
Position 992: 0.00018248707684801193
Position 1057: 0.00014736417135762834
Position 468: 0.0001413780486688589
Position 230: 9.39919889746009e-05
Position 335: 4.898393879786645e-05
Position 427: 4.792801919855055e-05
Position 42: 1.0671378922066743e-05
Position 227: 5.564273648934839e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 367: 0.942364753216279
Position 618: 0.9385340165167576
Position 1110: 0.7716580300915256
Position 877: 0.09220770371465899
Position 817: 0.0717721404492848
Position 1163: 0.0131871153100559
Position 292: 0.012452665719390134
Position 580: 0.011385124215838626
Position 639: 0.007140828397437823
Position 956: 0.005908600444370987
Position 1045: 0.002983278899378361
Position 589: 0.0028345417548712956
Position 199: 0.0023739347505115412
Position 1027: 0.001864417777095387
Position 839: 0.0017419591843418649
Position 1116: 0.0011640872845789635
Position 644: 0.0009126954418709667
Position 577: 0.0007455609861093594
Position 1061: 0.0006247310925862448
Position 641: 0.0005888903490289134
Position 901: 0.000564595998671091
Position 916: 0.0004219520633032369
Position 834: 0.0003885754724362166
Position 647: 0.0003547914361253312
Position 489: 0.000304689749383774
Position 531: 0.00029315151415821986
Position 1071: 0.00028368121829215896
Position 1051: 0.0002749661245762077
Position 1137: 0.00015477131560744315
Position 594: 0.00014458195080468053
Position 237: 5.8729484387247265e-05
Position 504: 3.881324313141332e-05
Position 514: 2.970943233207396e-05
Position 521: 1.9818579727142748e-05
Position 159: 2.072690417751571e-07
Position 415: 5.328738135162005e-09
Position 122: 5.223739800494561e-09
Position 423: 1.7951835337586864e-10
