Gene = Sdhaf4
index = 957
Annotated 5SS: [ 111 2500]
Annotated 3SS: [2349 9295]
SMsplice 5SS: [ 111 2500]
SMsplice 3SS: [2349 9295]
top_k =  100
Partition function (log Z): -8.304187783093838

Sorted 5' Splice Sites (High to Low Probability):
Position 111: 0.9735781412169485
Position 2500: 0.7163121950922263
Position 2510: 0.21941204628867625
Position 4626: 0.11809729352489422
Position 7208: 0.09882430550140797
Position 7191: 0.07881729187875314
Position 4726: 0.07130795814675807
Position 4560: 0.058236874628591916
Position 7956: 0.05628475621884328
Position 5791: 0.054192020312861106
Position 7245: 0.04036121385165915
Position 1540: 0.04001414081717316
Position 410: 0.01650877340910284
Position 2621: 0.016130422076371404
Position 4682: 0.01576683703686975
Position 1763: 0.015588532514892797
Position 1113: 0.012138226806481286
Position 1028: 0.0114532288830719
Position 1250: 0.009622479260785974
Position 226: 0.007763406164988011
Position 2568: 0.004772903093134036
Position 2008: 0.0027211179065963803
Position 235: 0.002405479089632361
Position 1570: 0.002343730298732951
Position 312: 0.0018791499589506592
Position 1844: 0.00187517561931192
Position 1380: 0.0016782948528738409
Position 1938: 0.0012727811053528677
Position 2055: 0.0007183958110041997
Position 3632: 0.0006529069196587006
Position 1663: 0.0005259851830973913
Position 4308: 0.0003179233906792916
Position 22: 4.457004103561295e-05
Position 240: 3.0865227619003756e-06
Position 205: 2.4904436095627115e-06
Position 130: 1.5714656748655337e-06
Position 59: 1.5531700226397605e-06
Position 28: 1.2599159559144692e-06
Position 164: 7.987827954143286e-07
Position 77: 2.7074320621486286e-07
Position 152: 2.4841581193315205e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2349: 0.9652711928750295
Position 9295: 0.6688887034943642
Position 7065: 0.40381610062329504
Position 4555: 0.29770058538414274
Position 7788: 0.06821062196822633
Position 5690: 0.03834004767812961
Position 4713: 0.02900436238167315
Position 1427: 0.023534385852631602
Position 1297: 0.02314321662797025
Position 5208: 0.019924631953511088
Position 943: 0.0181792101598673
Position 5593: 0.012634479428660285
Position 5557: 0.012092079141720129
Position 1695: 0.012042386963993948
Position 4331: 0.007078336474921952
Position 311: 0.00517364885529954
Position 1820: 0.004712294822953446
Position 1050: 0.004380277124755736
Position 5488: 0.004323949829231352
Position 4267: 0.00399408242283519
Position 1403: 0.003479151912206621
Position 5454: 0.0029100560446210936
Position 3264: 0.002697650674073624
Position 997: 0.002532673179637348
Position 2201: 0.0024601060234056924
Position 3385: 0.002228777780875731
Position 1096: 0.0020256017969863655
Position 4770: 0.0019647570908881856
Position 1612: 0.001350961843413269
Position 3562: 0.0009657118446637784
Position 3522: 0.0009527005809905864
Position 898: 0.0008233523266692704
Position 1188: 0.0007615940059795337
Position 2263: 0.0006486366053468455
Position 797: 0.0005708325138201854
Position 2678: 0.000551393946663717
Position 214: 0.0005427556616658524
Position 2377: 0.0004877268829339992
Position 1165: 0.00044458076142012305
Position 265: 0.0003447887114891236
Position 4354: 0.00025070765801557337
Position 516: 0.00019037662502148226
Position 2291: 3.4782725643537606e-07
