Gene = Elof1
index = 373
Annotated 5SS: [  63 3365]
Annotated 3SS: [3228 3492]
SMsplice 5SS: [  63 2985 3365]
SMsplice 3SS: [2942 3228 3492]
top_k =  100
Partition function (log Z): -4.734014085481329

Sorted 5' Splice Sites (High to Low Probability):
Position 3365: 0.9767530844184843
Position 63: 0.7848295447490664
Position 2985: 0.6147627070267677
Position 328: 0.39780727434586866
Position 3726: 0.09509910652579652
Position 236: 0.0815670196146965
Position 3028: 0.07023136423896725
Position 2478: 0.06504811922384951
Position 524: 0.054975761766982274
Position 407: 0.04729990651270451
Position 1430: 0.039005809905204664
Position 3730: 0.03206225177430248
Position 320: 0.026700353653524484
Position 3176: 0.022557887640029674
Position 3382: 0.0057584646114872415
Position 57: 0.0034292438112700366
Position 3369: 0.0033917336790203756
Position 518: 0.0009464525731132007
Position 1529: 0.0004728702494885552
Position 69: 0.0003695734144986471
Position 26: 0.0003593597645562955
Position 1407: 0.00024666403772634327
Position 11: 0.00016927620244681972
Position 1479: 0.00016648035724013357
Position 1690: 0.0001639156246181292
Position 948: 0.0001607187699977074
Position 17: 7.382950948495444e-05
Position 135: 5.9407720555726565e-05
Position 74: 5.2585463286421445e-05
Position 174: 7.269110275043577e-06
Position 67: 2.905700448916308e-07
Position 89: 1.1805582593170089e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3492: 0.8251675850477912
Position 3228: 0.807793664837216
Position 2942: 0.5645736800790673
Position 203: 0.3211895108182095
Position 3895: 0.1905889371714743
Position 3246: 0.18552895992848106
Position 2892: 0.12417735151856646
Position 2064: 0.05724064584149855
Position 263: 0.04831791158074455
Position 3539: 0.041534697900915865
Position 1345: 0.028660779241816602
Position 131: 0.022032860082964154
Position 3058: 0.013254719751549892
Position 3967: 0.01213834785457129
Position 1314: 0.011281730228693488
Position 4110: 0.010177556506902875
Position 3932: 0.009988120732949263
Position 3091: 0.009769629848294659
Position 2268: 0.009712457450455328
Position 3443: 0.00659760123856973
Position 3870: 0.005792639353813189
Position 4018: 0.005659872531800682
Position 466: 0.003507631467244255
Position 439: 0.0033691558437046075
Position 3430: 0.0018602387210967036
Position 4000: 0.0016076950661185053
Position 3572: 0.0012206720366637308
Position 3655: 0.0010473580528564512
Position 3550: 0.00023228766805355965
Position 313: 0.00019224132529034615
Position 856: 0.00016071876999770732
Position 1429: 0.00011323070376774705
Position 349: 2.1438679963354692e-05
Position 164: 1.6517040077407567e-05
