Gene = 1700017B05Rik
index = 11
Annotated 5SS: [ 184 6227]
Annotated 3SS: [3471 8282]
SMsplice 5SS: [ 184 6227]
SMsplice 3SS: [6051 8282]
top_k =  100
Partition function (log Z): -9.634090147829966

Sorted 5' Splice Sites (High to Low Probability):
Position 184: 0.9983906447225004
Position 6227: 0.522096104414235
Position 3845: 0.09167873639657755
Position 8103: 0.058039378186208544
Position 2832: 0.03508311227861151
Position 3656: 0.03374267683193807
Position 8387: 0.02341491437990858
Position 802: 0.022237734298039904
Position 3986: 0.020479353095242046
Position 1729: 0.004407663340718762
Position 4164: 0.0027094423823121926
Position 321: 0.0010344316974362673
Position 339: 0.000132863900558181
Position 864: 7.197241921476375e-05
Position 528: 3.9506566985316896e-05
Position 563: 2.3145677738450264e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 8282: 0.7093133906713301
Position 6051: 0.39803203736851983
Position 6018: 0.12129934864234387
Position 3679: 0.09623701827077792
Position 8912: 0.08032109099957357
Position 8006: 0.07056569411757226
Position 4707: 0.05903408515980667
Position 3471: 0.05150876916704769
Position 6398: 0.04538232305750956
Position 3870: 0.030800700715703226
Position 4045: 0.023498564998573668
Position 2695: 0.022813749281050646
Position 5959: 0.021907801581057307
Position 9147: 0.01824567886570993
Position 647: 0.008406661843516159
Position 2668: 0.008145605569992385
Position 6557: 0.005089056723636101
Position 712: 0.004826859296133939
Position 618: 0.004663911024118181
Position 1554: 0.004617345958156441
Position 2641: 0.004303832487901811
Position 598: 0.0035462887103147123
Position 4746: 0.003156004949308268
Position 4149: 0.0022214355714861187
Position 720: 0.0017703567027850039
Position 4344: 0.0014067368232043458
Position 4712: 0.0013361308941902384
Position 3817: 0.0012947724949133013
Position 2346: 0.0010871821050080525
Position 4051: 0.0009862850686083032
Position 3023: 0.0009407447634625302
Position 2343: 0.0008107674286693958
Position 3757: 0.0007952555555371416
Position 1395: 0.0005697641375291802
Position 270: 0.00056451256674926
Position 288: 0.0005583340681085878
Position 2994: 0.0004866269571433922
Position 941: 0.00045228663424344855
Position 2007: 0.0004379190398143139
Position 1597: 0.0003749995325667406
Position 294: 0.00036852128144222236
Position 2787: 0.0003528625405658194
Position 1483: 0.00029595549339475906
Position 735: 0.00023366662464926067
Position 320: 0.0001618950379525804
Position 873: 0.00015068169443992711
Position 1629: 0.00010538247897916251
Position 673: 0.0001027856331321157
