Gene = Utf1
index = 1173
Annotated 5SS: [641]
Annotated 3SS: [737]
SMsplice 5SS: [641 819]
SMsplice 3SS: [737 982]
top_k =  100
Partition function (log Z): -3.818076213370414

Sorted 5' Splice Sites (High to Low Probability):
Position 641: 0.9740016642168035
Position 819: 0.8260165024246803
Position 40: 0.06151233596746128
Position 1139: 0.04691436736752845
Position 175: 0.02441817929235764
Position 1110: 0.009465797882152106
Position 156: 0.0026454260642410853
Position 983: 0.002028849227444142
Position 811: 0.0009222419556239908
Position 631: 0.0007555511212796669
Position 1127: 0.0006473688108271521
Position 655: 0.0003820440554805034
Position 609: 0.00032183638675149486
Position 1144: 0.0002602472938264457
Position 547: 0.0002471278776598928
Position 105: 0.00020156162185314976
Position 1094: 0.00010392038227429693
Position 403: 9.795359471215326e-05
Position 668: 8.70771433877404e-05
Position 241: 8.443372968346427e-05
Position 480: 7.336835346010634e-05
Position 275: 6.866157444099558e-05
Position 5: 6.811558543683931e-05
Position 126: 6.55780144731431e-05
Position 243: 5.5832824483633164e-05
Position 324: 5.4410411367817674e-05
Position 378: 4.56022056413191e-05
Position 169: 3.529098047910144e-05
Position 183: 2.827582491187919e-05
Position 926: 1.696967654503915e-05
Position 395: 1.652394486257773e-05
Position 376: 1.314315439229629e-05
Position 441: 1.1164174791411635e-05
Position 95: 7.922462362928195e-06
Position 795: 3.7541461807808873e-06
Position 712: 1.3402860249989011e-06
Position 966: 2.0665694611091238e-07
Position 7: 1.1750738677002094e-07
Position 9: 8.989757160849838e-08
Position 58: 5.509529163945529e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 737: 0.9763881357290589
Position 982: 0.718061241197159
Position 1049: 0.06182648921710763
Position 1287: 0.042781836314066964
Position 1018: 0.036698199078775424
Position 501: 0.018363858939064597
Position 1228: 0.018135428827233895
Position 582: 0.011718146866521525
Position 739: 0.01043605487882065
Position 961: 0.009770608662033517
Position 261: 0.009456120225224933
Position 133: 0.0074486777259902175
Position 1072: 0.0045312690306797635
Position 423: 0.00404303385353779
Position 350: 0.0034939119533645285
Position 471: 0.0032168638260182034
Position 399: 0.00313218952090159
Position 994: 0.0029918330943386772
Position 1215: 0.001857725005089516
Position 441: 0.00179071960021306
Position 613: 0.0012223074300398331
Position 315: 0.0007247183372601179
Position 789: 0.0006598696226916978
Position 234: 0.0005877558845706227
Position 1305: 0.0004956820982076776
Position 745: 0.00045102363851401076
Position 1090: 0.00043285291327735474
Position 354: 0.0003180769559349223
Position 137: 0.00018133238524719884
Position 1241: 0.00017873004105623826
Position 1203: 0.0001672681182072606
Position 104: 8.493713086969311e-05
Position 285: 2.9761711752438703e-05
Position 818: 3.7199644773642163e-06
Position 82: 2.8147450805045874e-07
Position 150: 2.479412655057841e-07
