Gene = Dpt
index = 348
Annotated 5SS: [  393 12388 22359]
Annotated 3SS: [12261 22250 26525]
SMsplice 5SS: [  393  1937  4947 12388 22359]
SMsplice 3SS: [ 1867  4825 12261 22250 26525]
top_k =  100
Partition function (log Z): -1.1970456975613268

Sorted 5' Splice Sites (High to Low Probability):
Position 12388: 0.984742318937764
Position 1937: 0.9587632073921203
Position 393: 0.9276215968667235
Position 4947: 0.8070346777326551
Position 22359: 0.7837461899747202
Position 24982: 0.5882134239705723
Position 14737: 0.4301014581119821
Position 1705: 0.38362581743786417
Position 22368: 0.21625381002527957
Position 4267: 0.21161608059510226
Position 26616: 0.17195010476014383
Position 13310: 0.1511078000384551
Position 5358: 0.11772685405790911
Position 6820: 0.07434475577742355
Position 856: 0.07155771615447686
Position 23182: 0.06871990697599133
Position 1676: 0.05971941391787404
Position 14395: 0.0512949793733941
Position 5575: 0.0505464769193317
Position 13318: 0.04187832960587816
Position 26635: 0.03090419064280614
Position 188: 0.029939658428801762
Position 24745: 0.026172104295533422
Position 2809: 0.026053736456460794
Position 12333: 0.012757333880486312
Position 2139: 0.009393402398185053
Position 202: 0.008282001148831512
Position 526: 0.007588831011803697
Position 12397: 0.0025003471817491366
Position 432: 0.0002844665610867892
Position 159: 0.00015779873194726366
Position 262: 0.00015067634907855142
Position 256: 7.849332312953909e-05
Position 360: 7.529226801746918e-05
Position 250: 4.500394173933604e-05
Position 86: 2.5597532712410878e-05
Position 144: 2.2003638168373122e-05
Position 124: 2.1858800594735207e-05
Position 105: 2.038959060548071e-05
Position 436: 2.0274727942185286e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 22250: 0.9999999999999997
Position 12261: 0.9999999999999996
Position 26525: 0.9309319060216539
Position 1867: 0.8155541689750365
Position 4825: 0.6255331061602398
Position 24882: 0.43327943337907615
Position 14622: 0.43010145811198225
Position 4219: 0.21161608059510226
Position 24835: 0.1828719929860218
Position 1621: 0.1703891794246653
Position 13152: 0.1513376027625666
Position 1766: 0.13748380314529976
Position 1529: 0.129983963395203
Position 4856: 0.12216635100368145
Position 22921: 0.08635541664258645
Position 5144: 0.07503427597772995
Position 6689: 0.07434475577742355
Position 1503: 0.06592483710701319
Position 26740: 0.06543506786903922
Position 4760: 0.05933522056873381
Position 5439: 0.0505464769193317
Position 26883: 0.043289157660629546
Position 5062: 0.042692578080179164
Position 14262: 0.04118038158719004
Position 27247: 0.041056321485099245
Position 26855: 0.036632364538201435
Position 1638: 0.03385704271746362
Position 1543: 0.027489693272280204
Position 24675: 0.02617210429553339
Position 13202: 0.025302227860432132
Position 786: 0.019842406941755684
Position 525: 0.019397640042508435
Position 2546: 0.01704048833516728
Position 27571: 0.01644138384998048
Position 13205: 0.016346299021334523
Position 25413: 0.014588890334770697
Position 14316: 0.010114597786204039
Position 24018: 0.008905691582454897
Position 2644: 0.007382238656391405
Position 613: 0.00707075178431061
Position 1884: 0.006922178919205452
Position 2023: 0.006697832305904571
Position 624: 0.004225972709578156
Position 1547: 0.0026109177046148516
Position 1407: 0.00251714916946273
Position 586: 0.0018929226031821403
Position 1345: 0.0018113500547819739
Position 2666: 0.0016310094649021108
Position 661: 0.000958191570720243
Position 2008: 0.0009068305414134118
Position 708: 0.0007579456007719102
Position 821: 0.0006795512824579045
Position 2065: 0.0004191709540743148
