Gene = Itln1
index = 596
Annotated 5SS: [  74  541 1929 3789 4261 4801 6174]
Annotated 3SS: [  476  1829  3540  4101  4679  6069 16900]
SMsplice 5SS: [ 141 1929 3789 4200 4801 6174]
SMsplice 3SS: [ 1829  3540  4101  4679  6069 16900]
top_k =  100
Partition function (log Z): -0.09959922274667354

Sorted 5' Splice Sites (High to Low Probability):
Position 4801: 0.9718827628431512
Position 6174: 0.9717498320885853
Position 1929: 0.9554067864450404
Position 4200: 0.8415764287682211
Position 3789: 0.6018235885543827
Position 541: 0.49101418410718567
Position 141: 0.42896643530442535
Position 154: 0.1941858493141448
Position 74: 0.16857818936621516
Position 4261: 0.14750830208257057
Position 10165: 0.1382918847972466
Position 557: 0.11783947279431622
Position 3610: 0.1076067994934025
Position 3945: 0.10505830667358404
Position 3830: 0.09278461966111314
Position 1484: 0.07310532676400264
Position 1415: 0.04984108269719738
Position 100: 0.04062074480791276
Position 1467: 0.028438327011562622
Position 6937: 0.02822253077077333
Position 5243: 0.022917799101206667
Position 3669: 0.018890099897711038
Position 3419: 0.0146718118843212
Position 7865: 0.012013183180195045
Position 5416: 0.011859474324480618
Position 5948: 0.00671467178473255
Position 3775: 0.005702892103413128
Position 5578: 0.005686495759850743
Position 3673: 0.005343357259036211
Position 4756: 0.005216010697167607
Position 3232: 0.004093432173816011
Position 5250: 0.0030339042158547473
Position 998: 0.0027785459905129606
Position 106: 0.002349435527642594
Position 6439: 0.002319729457561721
Position 4313: 0.0021265178548944565
Position 6932: 0.0018619582940451723
Position 269: 0.0018235852350685687
Position 19: 0.0015217820389255609
Position 4322: 0.0012050789305388726
Position 4515: 0.0010932767576600031
Position 61: 0.0004906826179181268
Position 903: 0.000418529494492575
Position 1038: 0.00023197096423069086
Position 114: 0.00021525557395282746
Position 112: 0.00019704823329067458
Position 274: 0.0001369120591103827
Position 1274: 0.00012002809104269692
Position 993: 9.258888956484136e-05
Position 308: 3.67022491781269e-05
Position 1124: 3.639809723794917e-05
Position 83: 2.7649693778983e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 6069: 0.9942515545463291
Position 4679: 0.9609234862618455
Position 4101: 0.9589196988633907
Position 3540: 0.8573899527279247
Position 1829: 0.836646167938431
Position 476: 0.44803610654206893
Position 13585: 0.26416193749803313
Position 7042: 0.2042810182015358
Position 9169: 0.20298003173093532
Position 1363: 0.15943379816428774
Position 10008: 0.15926058365300266
Position 11891: 0.11974710055014152
Position 1887: 0.05013187478688496
Position 11703: 0.04234175197007006
Position 11674: 0.04203152473094078
Position 1503: 0.03663833649757486
Position 10467: 0.03565410565821838
Position 6796: 0.034461389242222626
Position 4125: 0.033496537917614436
Position 3609: 0.02970634612304651
Position 1736: 0.023941345530624433
Position 3885: 0.02246933261507643
Position 3762: 0.021112313424233933
Position 6755: 0.01698433700847386
Position 7729: 0.016929527260020803
Position 5122: 0.015738215623460755
Position 3317: 0.014671811884321189
Position 4682: 0.009395265979826636
Position 8733: 0.009142049790790325
Position 5300: 0.007234462582193004
Position 5809: 0.00671467178473255
Position 3936: 0.006531809607580928
Position 5448: 0.005686495759850733
Position 5331: 0.0046250117422876064
Position 4611: 0.004222501971265993
Position 5111: 0.0041188119349832575
Position 3199: 0.004093432173816006
Position 5157: 0.003539317201374407
Position 7902: 0.0032431820879660544
Position 865: 0.0030207747142418076
Position 5128: 0.002555358557242998
Position 4615: 0.0025383660281955525
Position 6341: 0.0023984840347355202
Position 7226: 0.0020898836592396107
Position 6609: 0.0020338653131619145
Position 6287: 0.001921713076613199
Position 4347: 0.001093276757660003
Position 6284: 0.0005450785759777456
Position 898: 0.00022197517786866933
Position 444: 0.0001717171108199964
Position 1128: 0.00012002809104269705
Position 396: 3.501863678357681e-05
Position 712: 3.2942237440481424e-05
Position 382: 2.2724667806620832e-05
Position 526: 2.0539113741856433e-05
Position 4577: 1.915329918380878e-05
Position 250: 4.49735692496901e-08
Position 205: 4.25609350582006e-08
Position 225: 3.275384718082812e-08
Position 255: 1.8031006671083094e-08
Position 231: 1.5116077860306433e-08
Position 227: 1.0722898749841828e-08
