Gene = Spp2
index = 1017
Annotated 5SS: [  256   481  4268  5398 10332 11477 13718]
Annotated 3SS: [  355  4147  5289 10276 11425 13621 19360]
SMsplice 5SS: [  256   481  5398 10332 13718]
SMsplice 3SS: [  355  5289 10276 13621 17926]
top_k =  100
Partition function (log Z): -10.857503249513755

Sorted 5' Splice Sites (High to Low Probability):
Position 481: 0.9949135460854722
Position 256: 0.9611927631280301
Position 1851: 0.5257312442403977
Position 4268: 0.4749859680134633
Position 5398: 0.46752422728259646
Position 5335: 0.3210729468015383
Position 3911: 0.27477856155594516
Position 4033: 0.04478317198670868
Position 94: 0.02778478121530135
Position 1858: 0.004507527341217018
Position 421: 0.004227228941126639
Position 245: 0.003391657457173458
Position 187: 0.0031415058238195123
Position 293: 0.001712993139741516
Position 3065: 0.0016605445082865033
Position 225: 0.0008348627095310371
Position 53: 0.000657250707822432
Position 221: 0.0005202140691340185
Position 156: 0.0003569282727719263
Position 87: 0.00015057304438284935
Position 311: 0.00010393164009904551
Position 16: 8.175767148842852e-05
Position 172: 3.386582494726831e-05
Position 9: 3.1323890393326606e-05
Position 247: 5.582591830581357e-06
Position 130: 8.813533611460644e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5289: 0.8460753415747595
Position 355: 0.6571325745459388
Position 12075: 0.5852779953850573
Position 4147: 0.429601558601734
Position 3830: 0.36294013545070475
Position 393: 0.34244512925571147
Position 1763: 0.31940610815715603
Position 1734: 0.14133447530797336
Position 4640: 0.07301614935327144
Position 7214: 0.06585876081079853
Position 1779: 0.054477876279901534
Position 5595: 0.043781877083185664
Position 4071: 0.036386795152362206
Position 9861: 0.030461268121763772
Position 5762: 0.029750993674664845
Position 2920: 0.02209729363103752
Position 6936: 0.021541950258422163
Position 6084: 0.011924328750243761
Position 1801: 0.007557678182433369
Position 1064: 0.007126458556195872
Position 1706: 0.005311400083090886
Position 2585: 0.0032254582768709303
Position 2101: 0.0030423006187483784
Position 2228: 0.0029048943469856562
Position 3463: 0.0021974669905874466
Position 1696: 0.0019090315867726448
Position 1653: 0.001661003048199961
Position 1226: 0.0016405424347954633
Position 1376: 0.0011101697702032892
Position 2818: 0.0005712786259429524
Position 1444: 0.0004875277655576448
Position 397: 0.0004207060401153782
Position 561: 0.0003986239981874883
Position 1311: 0.0003697032323875041
Position 3982: 0.00031360180276496273
Position 830: 0.0002556593881906171
Position 589: 0.00016926045580157713
Position 292: 1.5425437491616516e-06
Position 255: 2.2931289531385112e-08
Position 187: 5.792032958733605e-09
Position 404: 5.039736726438068e-09
Position 412: 4.819700285012681e-09
Position 420: 4.739908365594913e-09
Position 432: 2.957857385525685e-09
Position 477: 1.333960918516422e-09
