Gene = Lmntd2
index = 641
Annotated 5SS: [ 204  444  876 1152 1492 1682 2294 2600 2906 3105 3387 3797]
Annotated 3SS: [ 290  787  995 1419 1592 2021 2508 2715 2984 3189 3546 3872]
SMsplice 5SS: [ 204  444  876 1152 1492 2906 3105]
SMsplice 3SS: [ 290  787  981 1419 2696 2984 3439]
top_k =  100
Partition function (log Z): 1.6932886043348465

Sorted 5' Splice Sites (High to Low Probability):
Position 876: 0.9782484875154374
Position 2906: 0.9508860184596194
Position 1152: 0.9316167495057497
Position 3105: 0.8834663994645212
Position 1492: 0.8005604684793852
Position 444: 0.5047398569135111
Position 204: 0.4734397100836662
Position 3387: 0.34998672321220387
Position 58: 0.24003216193453294
Position 1682: 0.18849880416879217
Position 3797: 0.1726755160785989
Position 1694: 0.13391036150286212
Position 291: 0.07819984750607209
Position 2600: 0.07537203922974212
Position 1559: 0.0415579340127848
Position 3759: 0.03951634709473767
Position 1702: 0.030932759694196673
Position 3693: 0.02228461965242886
Position 369: 0.022247261826130887
Position 3347: 0.01988313733278709
Position 1712: 0.018106384766445223
Position 2874: 0.0156403844065779
Position 77: 0.012619767930107382
Position 421: 0.008640127620640856
Position 474: 0.008513331733420636
Position 2834: 0.0077726270424651285
Position 3155: 0.007490904028081577
Position 884: 0.005232712178422682
Position 1822: 0.005003227452081814
Position 1763: 0.004953922411272626
Position 220: 0.004714447580167809
Position 3186: 0.0035111983050089956
Position 1213: 0.0016453430287107118
Position 3311: 0.0009283339175290307
Position 1113: 0.0008306158033539108
Position 317: 0.0007904382569714309
Position 3100: 0.00043388347728345113
Position 1130: 0.0003027224197408464
Position 95: 0.00010646407960717657
Position 79: 0.00010612466487336389
Position 193: 8.010318740360483e-05
Position 105: 4.237466596189893e-05
Position 30: 7.5301266829038326e-06
Position 42: 1.181187497701128e-06
Position 124: 3.1582459877637376e-07
Position 133: 2.0812910306551636e-07
Position 112: 1.3929172144701727e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2984: 0.9340352644447248
Position 787: 0.8673370630196651
Position 1419: 0.8388761665692762
Position 981: 0.8232525904132746
Position 2696: 0.6759217394577977
Position 1592: 0.37872866519222964
Position 3439: 0.35824027552825216
Position 3872: 0.34037930517693116
Position 290: 0.30784867660591575
Position 2715: 0.2983772904508649
Position 3286: 0.2980733521673606
Position 3546: 0.25177692066834306
Position 3189: 0.20364936119524346
Position 995: 0.08909965717995588
Position 757: 0.08343826970513143
Position 2508: 0.07537203922974216
Position 3617: 0.07239071108066716
Position 3551: 0.03833498927726935
Position 153: 0.027939521681210253
Position 700: 0.013962937616853719
Position 342: 0.010694437338364301
Position 1094: 0.00850154187570777
Position 824: 0.008025258824705514
Position 381: 0.005828650173589019
Position 949: 0.005636125975448435
Position 274: 0.004283742438070016
Position 632: 0.0037431582041135883
Position 1004: 0.0037240458932692212
Position 295: 0.002818156332744439
Position 3318: 0.0021270980537748457
Position 131: 0.001890670276007599
Position 1230: 0.0016260267083807113
Position 1395: 0.0016186306646889654
Position 998: 0.0009428223570956938
Position 1384: 0.0009411095783673031
Position 1098: 0.000898856010688939
Position 407: 0.0008603554235840477
Position 3197: 0.0008576884290495218
Position 1234: 0.0008186631929525414
Position 514: 0.000765162258566127
Position 326: 0.0004764040360567115
Position 1608: 0.00039540381439614585
Position 3064: 0.0003120965415634554
Position 1368: 0.0003036224880033444
Position 660: 0.00016341647192314278
Position 1217: 0.00011051082392097329
Position 1432: 0.00010506345560424984
Position 344: 1.8907160256127982e-05
Position 155: 3.2653572901854257e-06
Position 201: 1.9221282985944767e-06
Position 133: 1.0952668939360461e-06
Position 246: 7.392625738500007e-07
Position 198: 2.3395687225968156e-07
Position 258: 9.016065886596466e-08
Position 162: 7.454037561556498e-08
Position 112: 1.9398011424268632e-08
Position 204: 1.5395212454179005e-08
Position 103: 1.1032734835702094e-09
