Gene = Srsf11
index = 1031
Annotated 5SS: [  124  5188  9915 13799 14680 15264 17328 18830 20318 22688 23860 24330]
Annotated 3SS: [ 4990  9780 13688 14586 15213 17199 18747 20185 22597 23763 24190 24435]
SMsplice 5SS: [  124  4649  9915 13397 13799 14680 17328 17553 18830 20318 22688 23860
 24330]
SMsplice 3SS: [ 4572  9780 13279 13688 14586 17199 17440 18747 20185 22597 23763 24190
 24438]
top_k =  100
Partition function (log Z): 19.583852935909785

Sorted 5' Splice Sites (High to Low Probability):
Position 13397: 1.0000000000000033
Position 24330: 0.999953409608269
Position 124: 0.9989727298738621
Position 22688: 0.9898606415949848
Position 14680: 0.9768844414705897
Position 20318: 0.9755540717946559
Position 18830: 0.9729620745119707
Position 17328: 0.9646724068226599
Position 4649: 0.9481812564329446
Position 23860: 0.8018750690302354
Position 9915: 0.6900484470859514
Position 13799: 0.6188496811881607
Position 17553: 0.5715829339277867
Position 12517: 0.4610659477733655
Position 1868: 0.32149634808116434
Position 17135: 0.2763114335746246
Position 21717: 0.12374454300566004
Position 21531: 0.06554088116634185
Position 4000: 0.054981791024538165
Position 17620: 0.043777058941620886
Position 15264: 0.03044733014794852
Position 2022: 0.02987293975030904
Position 20395: 0.02924207787399901
Position 3477: 0.02881929290993493
Position 23866: 0.02826732553724351
Position 21758: 0.026723337198029055
Position 17596: 0.025752964159660906
Position 22354: 0.019994537748032958
Position 17650: 0.018854448700739865
Position 17991: 0.01689770776817155
Position 18876: 0.015635518142777076
Position 24559: 0.014183579574636472
Position 18348: 0.012622913116810706
Position 24623: 0.010444933314793275
Position 22812: 0.010139358405017583
Position 24479: 0.006657015495910355
Position 17365: 0.002447869027875436
Position 17374: 0.0023025129214028018
Position 17711: 0.0018527596040827914
Position 128: 0.0010272701261424312
Position 18881: 0.0008931252992724688
Position 24334: 2.8928051699204564e-05
Position 20294: 1.7362187771743315e-05
Position 24348: 1.5346957698950859e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 13279: 1.0000000000000033
Position 20185: 0.9983002090310894
Position 22597: 0.9908588408695657
Position 24190: 0.9849024309218076
Position 14586: 0.9768844414705912
Position 17199: 0.9571928937003964
Position 4572: 0.9481812564329457
Position 18747: 0.9429611097338197
Position 24438: 0.8209813308954593
Position 23763: 0.7601349315306998
Position 17440: 0.6618201653338911
Position 9780: 0.5051731388450035
Position 12407: 0.46106594777336624
Position 13688: 0.3863501282758216
Position 1723: 0.3341728376270038
Position 17035: 0.28854132864616444
Position 13653: 0.23249955291233976
Position 9823: 0.1848753082409467
Position 21459: 0.08638804315216767
Position 21600: 0.08270274347287819
Position 24435: 0.0763611281399306
Position 25758: 0.06592625943958978
Position 23737: 0.0569810714653793
Position 3860: 0.054981791024538165
Position 18722: 0.04652960822019989
Position 21620: 0.025327353244511
Position 3318: 0.025239835929915983
Position 24706: 0.022910288414208304
Position 15029: 0.021108425769457345
Position 22136: 0.019994537748032955
Position 17872: 0.016897707768171556
Position 21406: 0.014463365323321986
Position 18236: 0.012622913116810706
Position 25833: 0.010876599812933489
Position 15213: 0.009338904378491133
Position 25286: 0.009311130407228928
Position 22599: 0.009141159130439
Position 24405: 0.00849093568779076
Position 1772: 0.0077001683323582
Position 23668: 0.0071402412932623765
Position 21429: 0.0071272561771520745
Position 24170: 0.006384888223361092
Position 24761: 0.005962278411017305
Position 23742: 0.005886150278136569
Position 24081: 0.004817458157754949
Position 20387: 0.004813511856421361
Position 25376: 0.004392288330234417
Position 3297: 0.0035794569800189943
Position 24865: 0.0031443497999918595
Position 1867: 0.002933155159937214
Position 23992: 0.002868707705009674
Position 1725: 0.002646994577621009
Position 1700: 0.0021989187000690164
Position 24408: 0.002135466676445971
Position 1951: 0.0017172134344843226
Position 20230: 0.0016931755160298884
Position 24062: 0.0010047764717514126
Position 24469: 0.0007934723705096343
Position 20123: 6.415914879159193e-06
Position 23968: 5.6108760519440745e-06
Position 19967: 1.995380055865531e-07
