Gene = Atraid
index = 153
Annotated 5SS: [ 122  946 3634 3899 4250 5424]
Annotated 3SS: [ 826 3561 3826 4127 5325 5627]
SMsplice 5SS: [ 122  946 3699 4250]
SMsplice 3SS: [ 826 3561 4127 5984]
top_k =  100
Partition function (log Z): -8.012044403323156

Sorted 5' Splice Sites (High to Low Probability):
Position 946: 0.9423986654560078
Position 4250: 0.8182469627731925
Position 122: 0.8020880665655115
Position 3699: 0.4297287464877267
Position 3634: 0.3826625495226768
Position 3997: 0.21474999726293775
Position 5424: 0.2097454346498673
Position 3899: 0.1380358118529616
Position 678: 0.07079961111059221
Position 156: 0.04785961313543554
Position 5879: 0.02166057047093518
Position 628: 0.020606761205622163
Position 194: 0.014868764766280611
Position 289: 0.013327205100697249
Position 665: 0.012995736847728253
Position 1692: 0.008612183572115349
Position 1395: 0.008531518052228366
Position 592: 0.007211278391967489
Position 430: 0.006416459629082108
Position 166: 0.004766779698500434
Position 2486: 0.0044780539221493006
Position 1415: 0.0029974594211475765
Position 849: 0.002629262524549051
Position 281: 0.002183408015841043
Position 86: 0.0019727674340452076
Position 618: 0.001787793907003739
Position 660: 0.0015996849848711663
Position 271: 0.0013485227193489723
Position 196: 0.0012918724452073527
Position 541: 0.0011963378652864903
Position 134: 0.0008135947831061811
Position 200: 0.0007276676718589582
Position 21: 0.0006060133114142207
Position 213: 0.0005591755765922634
Position 43: 0.0005054620628710854
Position 52: 0.00044544672289165805
Position 686: 0.0004190140621210869
Position 331: 0.00031833464541096434
Position 276: 0.00023856500768283084
Position 273: 0.00022788770613066335
Position 882: 3.5877842888463835e-05
Position 1110: 2.446450916974549e-05
Position 232: 6.696079958023515e-07
Position 256: 9.021965538894963e-08
Position 95: 9.262774051936369e-09
Position 31: 5.899504001819258e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 826: 0.9473729217118649
Position 3561: 0.8247958704306466
Position 4127: 0.7972204610175347
Position 5984: 0.327742485189001
Position 3826: 0.3138105229378335
Position 5325: 0.1895813826442953
Position 5378: 0.18205417763326523
Position 4462: 0.15811338686217621
Position 5708: 0.15451219578546574
Position 4194: 0.08466490665218906
Position 5627: 0.05337865966686082
Position 3801: 0.02266767530003027
Position 4722: 0.022290728336373987
Position 1308: 0.017665959151180834
Position 3887: 0.016560234879382154
Position 4898: 0.014751968352755707
Position 4644: 0.014455939471903611
Position 3613: 0.012371224255973456
Position 1586: 0.01116403703721853
Position 559: 0.009731318145835362
Position 591: 0.006512680251324661
Position 375: 0.0030791424869599958
Position 3475: 0.0028623326261504453
Position 2324: 0.002675447362985677
Position 797: 0.002215554773392921
Position 807: 0.0021574804043085704
Position 3461: 0.0021267064780979617
Position 2361: 0.0018026065591636232
Position 530: 0.001062878319967224
Position 848: 0.0007187139041270038
Position 410: 0.0006088799418253353
Position 385: 0.00046306266243235157
Position 3386: 0.00040872634383608004
Position 213: 0.00010679568820730333
Position 867: 1.3095419016833301e-05
